Yearterm,Subject,Crse,Sec,OnlineFCQ,BDContinEdCrse,Instructor,FormsRequested,FormsReturned,CourseOverallPctValid,CourseOverall,CourseOverall_SD,InstructorOverall,InstructorOverall_SD,HoursPerWkInclClass,PriorInterest,InstrEffective,Availability,Challenge,HowMuchLearned,InstrRespect,CrsTitle,R_Presnt,R_Fair,Workload,R_Divstu,R_Access,R_Learn,Campus,College,ASdiv,Level,Fcqdept,Instr_Group,I_Num,,,,
20147,EMUS,1327,001,,,"LEWIS, GARY",70,0,,,,,,,,,,,,,SYMPHONY ORCHESTRA,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1327,001,,,"CARTHY, NICHOLAS",70,0,,,,,,,,,,,,,SYMPHONY ORCHESTRA,,,,,,,BD,MB,,LD,MB,TTT,2,,,,
20147,EMUS,1367,001,,,"FARR, ELIZABETH",21,21,100%,5.7,0.6,5.8,0.4,0-3,5.3,5.8,5.9,5.0,5.4,6.0,EARLY MUSIC ENSEMBLES,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1417,001,,,"WALTER, DOUGLAS",6,6,100%,5.5,0.8,5.5,0.8,10-12,5.7,5.3,5.5,5.0,5.3,5.6,PERCUSSION ENSEMBLE,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1427,001,OL,,"GUNTHER, JOHN",12,4,100%,5.5,0.6,5.8,0.5,4-6,5.8,5.8,5.5,4.8,5.0,6.0,JAZZ ENSEMBLE,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1427,002,,,"MCKEE, PAUL",13,13,100%,5.2,0.9,5.6,0.7,4-6,5.3,5.2,5.6,3.7,4.5,5.9,JAZZ ENSEMBLE,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1437,001,,,"GUNTHER, JOHN",29,0,,,,,,,,,,,,,JAZZ COMBO,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1437,001,,,"MCKEE, PAUL",7,5,100%,4.4,2.1,5.0,2.2,4-6,5.0,5.0,5.0,4.2,4.2,5.0,JAZZ COMBO,,,,,,,BD,MB,,LD,MB,TTT,2,,,,
20147,EMUS,1437,001,,,"GOODE, BRADLEY",7,6,100%,5.5,0.5,5.5,0.8,4-6,5.7,5.5,4.7,5.3,5.0,5.5,JAZZ COMBO,,,,,,,BD,MB,,LD,MB,TTT,4,,,,
20147,EMUS,1447,001,,,"SPERA, NICOLO",4,2,100%,5.5,0.7,6.0,0.0,7-9,3.5,5.5,6.0,4.5,5.5,6.0,GUITAR ENSEMBLE,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1477,001,,,"GENTRY, GREGORY",23,18,100%,5.8,0.5,5.9,0.2,4-6,5.8,5.9,5.9,5.2,5.8,5.9,CHAMBER CHOIR,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,002,,,"SPERA, NICOLO",2,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,801,,,"JENNINGS, CHRISTINA",15,9,100%,5.0,1.1,4.9,1.5,4-6,5.8,5.0,5.2,4.4,4.9,5.8,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,804,,,"SILVER, DANIEL",8,1,100%,6.0,,6.0,,7-9,6.0,6.0,5.0,6.0,6.0,6.0,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,806,,,"MYER, TOM",4,3,100%,5.7,0.6,5.7,0.6,7-9,4.7,5.3,4.3,5.0,5.0,6.0,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,807,,,"SAWCHUK, TERRY",8,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,808,,,"THORNTON, MICHAEL",3,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,809,,,"STANLEY, WILLIAM",7,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,810,,,"DUNN, J MICHAEL",5,2,100%,5.0,1.4,6.0,0.0,4-6,4.5,6.0,5.5,5.0,5.0,6.0,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,812,,,"BAHN, LINA",5,2,100%,5.5,0.7,6.0,0.0,7-9,5.0,5.5,6.0,5.0,5.5,6.0,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,814,,,"WETHERBEE, CHARLES",2,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,815,,,"ECKERT, ERIKA",5,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,817,,,"ERHARD, PAUL",4,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,1507,823,,,"LEHNERT, DORIS",2,0,,,,,,,,,,,,,CHAMBER MUSIC,,,,,,,BD,MB,,LD,MB,TTT,1,,,,
20147,EMUS,3217,001,,,"GENTRY, GREGORY",30,17,100%,5.2,0.7,5.3,0.7,4-6,5.5,4.9,4.6,4.6,4.7,5.6,UNIVERSITY SINGERS,,,,,,,BD,MB,,UD,MB,TTT,1,,,,
20147,EMUS,3457,001,OL,,"GUNTHER, JOHN",12,4,100%,4.8,2.5,5.8,0.5,0-3,4.5,5.0,5.0,3.0,3.5,6.0,ELECTRONIC MUSIC ENSEMBL,,,,,,,BD,MB,,UD,MB,TTT,1,,,,
20147,ENGL,1001,003,,,"LITTLE, KATHERINE",12,8,100%,5.3,0.5,5.8,0.5,4-6,3.6,5.1,5.6,4.1,4.5,6.0,FRESHMAN WRITING SEMINAR,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,1800,100,,,"BRADLEY, ADAM",54,45,100%,5.3,0.8,5.6,0.7,4-6,4.5,5.4,5.2,3.8,5.0,5.9,AMER ETHNIC LITERATURES,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2036,002,,,"EMERSON, LORI",20,19,100%,4.6,1.2,5.2,0.9,4-6,3.9,4.8,5.5,4.2,4.7,5.8,INTRODUCTION TO MEDIA ST,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2102,001,,,"HO, JANICE",19,17,100%,4.8,1.1,5.4,1.1,7-9,4.1,5.1,5.5,4.9,4.6,5.9,LITERARY ANALYSIS,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2102,004,,,"HIGASHIDA, CHERYL",19,15,100%,3.7,0.9,4.1,1.2,7-9,4.0,4.2,5.2,4.5,4.0,5.9,LITERARY ANALYSIS,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2102,005,,,"GREEN, JEREMY",20,19,100%,4.7,1.0,5.2,1.0,4-6,5.2,5.1,5.3,4.6,4.4,5.8,LITERARY ANALYSIS,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2112,001,,,"WINOKUR, MARK",20,17,100%,5.0,1.1,5.4,0.9,4-6,3.8,5.1,5.2,5.1,5.1,5.9,INTRO TO LITERARY THEORY,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2112,002,,,"WINOKUR, MARK",20,16,100%,5.1,1.1,5.3,1.1,4-6,4.1,5.1,5.7,5.0,5.1,5.9,INTRO TO LITERARY THEORY,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2112,003,,,"GREEN, JEREMY",20,18,100%,4.9,1.0,5.7,0.5,4-6,3.7,4.9,5.7,4.8,4.8,6.0,INTRO TO LITERARY THEORY,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2112,005,,,"EMERSON, LORI",18,17,100%,3.9,1.6,5.6,0.6,7-9,2.7,4.3,5.4,5.4,4.5,5.8,INTRO TO LITERARY THEORY,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2655,001,,,"TOULOUSE, TERESA",33,26,100%,4.2,1.3,4.9,1.2,4-6,3.2,4.4,5.6,4.5,4.2,5.7,INTRODUCTION TO AMERICAN,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,2717,001,,,"KELSEY, PENELOPE",13,10,100%,5.4,0.8,5.7,0.5,4-6,4.5,5.7,5.6,5.4,5.7,6.0,AMERICAN INDIAN LITERATU,,,,,,,BD,AS,AH,LD,ENGL,TTT,1,,,,
20147,ENGL,3000,004,,,"KAWIN, BRUCE",20,18,100%,3.2,1.4,2.9,1.6,4-6,3.1,3.1,3.3,4.2,3.6,4.8,SHAKESPEARE/NONMAJORS,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3000,100,,,"GLIMP, DAVID",261,153,99%,4.2,1.4,4.6,1.4,4-6,3.0,4.3,4.7,3.8,4.0,5.7,SHAKESPEARE/NONMAJORS,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3000,880,,,"BURGER, DOUGLAS",14,12,100%,5.7,0.7,6.0,0.0,4-6,3.3,5.8,5.9,4.2,5.3,6.0,SHAKESPEARE/NONMAJORS,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3008,001,,,"HO, JANICE",20,16,100%,5.4,0.6,5.7,0.6,10-12,4.4,5.6,5.7,5.6,5.5,5.9,"DEVELOPMENTS/NOVEL, POST",,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3041,001,,,"DOUGLAS, MARCIA",21,20,100%,4.5,1.2,5.0,1.1,4-6,4.6,4.5,4.8,4.0,4.3,5.9,STUDIES IN FICTION AND P,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3051,001,,,"DESHELL, JEFFREY",21,19,100%,5.4,0.8,5.3,1.1,7-9,5.6,5.4,5.2,4.7,5.1,5.7,INTERMED FICTION WRKSHOP,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3060,100,,,"LEVITT, PAUL",62,26,100%,5.2,1.4,5.6,1.1,7-9,3.4,5.5,5.3,5.0,5.2,5.7,MOD/CONTEMP LIT NONMAJOR,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3164,100,,,"LABIO, CATHERINE",49,37,100%,4.1,1.4,4.5,1.2,7-9,3.1,3.9,5.1,4.4,4.2,5.9,HIST & LIT GEORGIAN BRIT,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3204,001,,,"WRIGHT, NICOLE",26,24,100%,4.0,1.8,4.8,1.7,7-9,4.0,4.5,5.7,5.0,4.4,5.9,DEVELOPMENTS IN THE NOVE,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3235,001,,,"WINDELL, MARIA",34,29,100%,4.7,1.2,5.2,1.1,4-6,4.1,4.9,5.2,4.6,4.6,5.8,AMERICAN NOVEL,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3245,001,OL,,"BICKMAN, MARTIN",33,17,100%,4.6,1.5,5.1,1.4,4-6,4.6,5.0,5.8,4.1,4.4,5.3,AMERICAN POETRY,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3377,001,,,"WRIGHT, NICOLE",30,23,100%,4.8,1.2,5.0,1.2,7-9,4.3,4.8,5.6,4.9,5.0,5.9,MULTICULTURAL LITERATURE,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3563,001,,,"MUNKHOFF, RICHELLE",33,26,100%,5.3,0.8,5.6,0.7,4-6,4.2,5.5,5.6,4.3,5.2,5.9,SHAKESPEARE,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3583,001,,,"GLIMP, DAVID",35,30,100%,5.4,0.8,5.8,0.6,4-6,3.5,5.6,5.6,4.8,5.3,5.8,MILTON,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,3856,001,,,"RIVERS, JULIUS",20,19,100%,4.8,1.0,5.1,1.1,4-6,4.1,4.7,5.2,3.4,4.6,5.7,TOPICS IN GENRE STUDIES,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4003,001,,,"BEECHY, TIFFANY",24,21,100%,5.5,0.8,5.8,0.4,7-9,4.5,5.8,5.3,5.2,5.3,5.8,INTRODUCTION TO OLD ENGL,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4039,001,,,"HURLEY, KELLY",18,16,100%,5.9,0.3,5.8,0.8,7-9,4.6,5.7,5.9,4.8,5.7,5.8,CRIT THINK/ENGLISH STUDI,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4039,002,OL,,"BICKMAN, MARTIN",20,12,100%,5.9,0.3,5.9,0.3,4-6,4.3,5.9,6.0,5.5,5.8,6.0,CRIT THINK/ENGLISH STUDI,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4039,003,,,"HARRINGTON, EMILY",18,12,100%,4.7,1.0,5.8,0.5,7-9,3.3,4.8,5.7,4.7,4.8,6.0,CRIT THINK/ENGLISH STUDI,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4039,004,,,"WINDELL, MARIA",15,12,100%,4.3,1.3,5.1,1.2,7-9,2.9,4.3,5.3,4.8,4.5,6.0,CRIT THINK/ENGLISH STUDI,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4051,001,,,"SHEFFIELD, ELISABETH",19,17,100%,5.2,1.0,5.4,0.9,7-9,5.8,5.4,5.6,4.6,4.4,6.0,ADVANCED FICTION WRKSHOP,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4051,002,,,"DOUGLAS, MARCIA",14,13,100%,5.8,0.6,5.7,0.6,7-9,5.7,5.8,5.8,4.9,5.3,6.0,ADVANCED FICTION WRKSHOP,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4113,001,,,"BEECHY, TIFFANY",20,19,100%,4.9,0.9,5.3,0.9,7-9,3.9,5.2,5.3,4.9,5.3,5.7,HIST & CULT MEDIEVAL ENG,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4116,001,,,"RIVERS, JULIUS",17,12,100%,5.5,0.9,5.8,0.5,4-6,4.9,5.4,5.5,4.3,5.8,6.0,ADV TOPICS IN MEDIA STUD,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4287,001,,,"MATTAR, KARIM",11,10,100%,5.0,1.4,5.2,1.5,7-9,3.3,5.0,5.6,5.4,5.4,6.0,"LGBT, MLTICULTURL & PO-C",,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4685,001,,,"SULLIVAN, PATRICIA",22,19,95%,5.1,1.1,5.2,1.1,7-9,4.6,5.3,5.2,4.8,4.9,5.4,SPEC TPS: AMERICAN LITER,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4693,002,,,"LITTLE, KATHERINE",38,33,97%,4.9,1.2,5.5,0.6,7-9,4.2,5.2,5.6,4.9,5.0,5.9,ADV TPCS: BRIT LIT TO 16,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,4693,002,,,"LESTER, ANNE",38,33,100%,4.9,1.2,5.6,0.7,7-9,4.2,5.3,5.5,5.0,4.9,5.9,ADV TPCS: BRIT LIT TO 16,,,,,,,BD,AS,AH,UD,ENGL,TTT,2,,,,
20147,ENGL,4820,880,,,"GARRITY, JANE",8,8,100%,5.9,0.4,6.0,0.0,7-9,5.5,6.0,6.0,5.9,5.9,6.0,HONORS SEMINAR,,,,,,,BD,AS,AH,UD,ENGL,TTT,1,,,,
20147,ENGL,5019,001,,,"ZEMKA, SUE",16,10,100%,5.0,0.8,5.2,0.9,10-12,4.4,5.4,5.6,6.0,5.7,6.0,SURVEY:CONTEMP LIT & CUL,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5019,002,,,"ZEMKA, SUE",13,13,100%,5.6,0.5,5.6,0.7,10-12,4.0,5.5,5.0,5.9,5.8,6.0,SURVEY:CONTEMP LIT & CUL,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5029,001,,,"MUNKHOFF, RICHELLE",13,12,100%,5.2,0.9,5.6,1.0,10-12,4.9,5.5,6.0,4.8,5.0,6.0,BRITISH LIT & CULT BEFOR,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5029,002,,,"COX, JEFFREY",13,8,100%,5.9,0.4,5.9,0.4,10-12,4.5,6.0,5.5,5.9,6.0,5.9,BRITISH LIT & CULT BEFOR,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5059,001,,,"HURLEY, KELLY",15,14,100%,5.6,0.6,5.9,0.3,10-12,5.1,5.9,6.0,5.1,5.6,6.0,BRITISH LIT & CULT AFTER,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5059,002,OL,,"HARRINGTON, EMILY",9,7,100%,5.0,1.0,5.4,1.1,10-12,3.9,4.7,5.4,4.1,4.6,6.0,BRITISH LIT & CULT AFTER,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5109,001,,,"KAWIN, BRUCE",11,11,100%,5.6,0.5,5.6,0.5,10-12,4.5,5.7,5.5,5.4,5.8,5.5,LIT & CULTURE OF THE US,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5229,001,,,"GORDON, NOAH",12,12,100%,5.5,0.5,5.8,0.4,7-9,6.0,5.9,5.6,5.5,5.5,6.0,POETRY WORKSHOP,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5239,001,,,"DESHELL, JEFFREY",11,10,100%,5.8,0.6,5.7,0.9,7-9,5.8,5.7,5.4,5.4,5.7,5.8,FICTION WORKSHOP,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5269,001,OL,,"GORDON, NOAH",7,5,100%,5.2,0.4,5.0,0.0,7-9,5.0,5.4,5.0,4.6,5.6,5.8,PUBLISHING WORKSHOP,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5279,002,,,"KOCHER, RUTH",12,12,92%,5.5,0.5,5.8,0.4,7-9,5.0,5.9,5.8,5.8,5.7,6.0,STUDIES IN POETRY,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5299,001,OL,,"SHEFFIELD, ELISABETH",7,3,100%,4.7,0.6,5.0,1.0,7-9,4.3,4.7,6.0,5.0,5.3,6.0,STUDIES IN FICTION,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5529,001,,,"YOUNGQUIST, PAUL",15,14,100%,5.4,0.6,5.9,0.4,10-12,4.2,5.8,5.7,5.4,5.4,5.8,STUDIES/SPECIAL TOPICS,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,5529,003,OL,,"LABIO, CATHERINE",4,2,100%,4.5,2.1,5.0,1.4,13-15,4.0,5.0,6.0,5.0,5.5,5.5,STUDIES/SPECIAL TOPICS,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENGL,7019,001,,,"HEYDT-STEVENSON, J",12,10,100%,5.3,0.9,5.5,0.7,10-12,4.5,5.4,5.8,5.6,5.4,5.7,ADV BRIT LIT/CULT BEFORE,,,,,,,BD,AS,AH,GR,ENGL,TTT,1,,,,
20147,ENVD,3100,013,OL,,"KRIZEK, KEVIN",13,13,100%,4.6,1.4,5.0,1.1,16+,4.2,4.5,4.8,4.7,5.0,5.8,ENVD STUDIO 3,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,3124,001,OL,,"MULLER, BRIAN",101,77,100%,3.4,1.4,3.8,1.5,4-6,3.2,3.1,3.9,3.8,3.5,5.7,ISSUES IN PLANNING HISTO,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,3152,002,OL,,"MULLER, BRIAN",15,8,100%,3.1,1.7,4.4,1.6,7-9,3.8,3.4,4.6,4.5,4.0,6.0,INTRO COMP GRAPH APPLIC,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4052,001,OL,,"MCCALL, RAYMOND",20,7,100%,3.6,1.0,3.1,1.1,4-6,4.7,2.9,3.7,3.3,3.3,4.9,DIGITAL PRES & PORTFOLIO,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4100,001,,,"GOLDSTEIN, BRUCE",16,15,100%,4.7,1.0,5.3,0.8,4-6,3.9,5.3,4.8,4.5,4.7,5.9,ADVANCED DESIGN LAB 1,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4100,002,OL,,"MCCALL, RAYMOND",9,7,100%,3.9,1.3,4.1,1.3,7-9,4.9,3.7,4.3,3.9,3.6,5.9,ADVANCED DESIGN LAB 1,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4100,021,OL,,"XU, PING",15,5,100%,5.2,1.3,5.2,1.3,13-15,4.8,5.0,5.8,5.6,5.4,6.0,ADVANCED DESIGN LAB 1,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4361,002,,,"GOLDSTEIN, BRUCE",9,9,100%,5.3,0.9,5.7,0.5,4-6,4.7,5.6,5.6,5.1,5.1,5.9,SPEC TOP: SOCIAL FACTORS,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4363,001,OL,,"KRIZEK, KEVIN",20,11,91%,4.3,0.7,4.5,0.9,4-6,3.7,5.0,4.0,4.3,4.6,5.5,SPEC TOP: PHYS FACTORS,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVD,4764,001,OL,,"XU, PING",13,8,100%,5.0,0.9,5.0,1.4,4-6,3.8,5.4,4.6,4.1,4.8,5.6,SPEC TOPICS: THEOR/CRIT,,,,,,,BD,EV,,UD,EV,TTT,1,,,,
20147,ENVS,1000,010,,,"BOYKOFF, MAXWELL",299,181,100%,4.7,1.1,5.0,1.1,4-6,4.5,4.7,5.1,4.1,4.6,5.8,INTRO ENVIRONMENTAL STUD,,,,,,,BD,AS,NS,LD,ENVS,TTT,1,,,,
20147,ENVS,3030,001,,,"CARRICO, AMANDA",36,26,100%,5.1,0.9,5.5,0.6,4-6,4.3,5.3,5.7,4.5,4.8,5.9,TOPICS IN ENVS SOCIAL SC,,,,,,,BD,AS,NS,UD,ENVS,TTT,1,,,,
20147,ENVS,3525,001,,,"CROW, DESERAI",31,25,100%,5.2,1.2,5.6,0.8,4-6,4.5,5.5,5.7,4.7,5.2,6.0,ENVS CORNERSTONE,,,,,,,BD,AS,NS,UD,ENVS,TTT,1,,,,
20147,ENVS,3525,002,,,"LITT, JILL",73,59,100%,4.5,1.2,5.2,1.0,4-6,4.0,4.6,5.1,4.4,4.5,5.9,ENVS CORNERSTONE,,,,,,,BD,AS,NS,UD,ENVS,TTT,1,,,,
20147,ENVS,4800,002,OL,,"HALE, BENJAMIN",7,3,100%,6.0,0.0,6.0,0.0,10-12,4.0,5.7,6.0,6.0,6.0,6.0,ENVS CAPSTONE,,,,,,,BD,AS,NS,UD,ENVS,TTT,1,,,,
20147,ENVS,5000,001,OL,,"COLLINGE, SHARON",12,11,100%,5.5,0.7,5.4,0.7,7-9,4.9,5.4,5.3,4.7,5.3,5.7,"POLICY, SCI, ENVIRON",,,,,,,BD,AS,NS,GR,ENVS,TTT,1,,,,
20147,ENVS,5100,002,OL,,"HARTTER, JOEL",9,8,100%,4.6,0.5,5.1,0.6,4-6,4.5,5.0,5.0,3.8,4.3,5.9,TOPICS/ ENVIRONMENTAL ST,,,,,,,BD,AS,NS,GR,ENVS,TTT,1,,,,
20147,ENVS,5120,001,,,"CARRICO, AMANDA",11,11,91%,5.7,0.5,6.0,0.0,7-9,4.5,5.6,6.0,4.9,5.6,6.0,TPCS: QUANTITATV METHODS,,,,,,,BD,AS,NS,GR,ENVS,TTT,1,,,,
20147,ENVS,5510,001,OL,,"COLLINGE, SHARON",9,7,86%,5.0,0.6,5.0,0.6,0-3,5.0,4.8,4.8,3.3,4.6,5.7,ENVS COLLOQUIA,,,,,,,BD,AS,NS,GR,ENVS,TTT,1,,,,
20147,ESBM,4570,001,,,"DAVIES, SHAUN",23,16,100%,5.1,1.1,5.8,0.5,7-9,3.9,5.4,5.9,5.3,5.1,5.9,ENTREPRENEURIAL FINANCE,,,,,,,BD,BU,,UD,BU,TTT,1,,,,
20147,ESBM,4570,002,,,"DAVIES, SHAUN",42,33,100%,5.0,0.9,5.3,0.9,7-9,3.9,5.0,5.6,5.1,4.9,5.8,ENTREPRENEURIAL FINANCE,,,,,,,BD,BU,,UD,BU,TTT,1,,,,
20147,ETHN,2232,001,OL,,"RABAKA, REILAND",75,34,100%,5.1,1.4,5.2,1.4,7-9,4.4,5.4,4.8,5.1,5.3,5.6,CNTM AFRICAN AM SOCIAL M,,,,,,,BD,AS,SS,LD,ETHN,TTT,1,,,,
20147,ETHN,2242,001,OL,,"WILLIAMS, BIANCA",42,15,100%,5.5,0.7,5.4,1.0,4-6,4.3,5.7,4.9,4.8,5.5,5.7,AFRN AMER SOC/POL THOUGH,,,,,,,BD,AS,SS,LD,ETHN,TTT,1,,,,
20147,ETHN,3015,001,OL,,"SOHI, SEEMA",24,12,100%,5.3,1.1,5.3,1.1,7-9,3.9,5.3,5.4,5.4,5.2,5.9,ASIAN/PACIFIC AM COMMUN,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
20147,ETHN,3101,002,OL,,"PEREZ, EMMA",23,11,100%,5.4,0.8,5.5,1.0,4-6,4.1,5.4,5.5,3.7,4.8,6.0,SELECTED TPCS/ETHNIC STU,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
20147,ETHN,3105,001,OL,,"SOHI, SEEMA",6,4,75%,4.7,1.2,4.7,1.2,7-9,2.0,5.5,5.0,5.3,5.0,5.8,SEL TPC-ASIAN AM STUDIES,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
20147,ETHN,3501,001,OL,,"PEREZ, EMMA",16,7,100%,4.3,1.4,4.6,1.3,4-6,4.7,4.3,4.7,4.9,4.6,5.4,THEORY/METHODS/WRITING I,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
20147,ETHN,4102,001,OL,,"WILLIAMS, BIANCA",18,8,100%,5.9,0.4,5.6,0.7,7-9,5.4,5.9,5.4,5.1,5.8,6.0,SPECIAL TPCS AFRICANA ST,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
20147,ETHN,4102,002,OL,,"RABAKA, REILAND",24,6,100%,5.8,0.4,5.8,0.4,7-9,5.5,5.8,5.8,5.0,5.8,6.0,SPECIAL TPCS AFRICANA ST,,,,,,,BD,AS,SS,UD,ETHN,TTT,1,,,,
