"Player","Season","Games_Missed_Frequency_Career"
"Jarell Martin","2017-18",0.207317073170732
"Jaren Jackson, Jr.","2018-19",NA
"Jaren Jackson, Jr.","2019-20",0
"Jaren Jackson, Jr.","2021-22",0
"Jaren Jackson, Jr.","2022-23",0
"Jarred Vanderbilt","2021-22",0
"Jarrett Allen","2018-19",0.0853658536585366
"Jarrett Allen","2019-20",0.0548780487804878
"Jarrett Allen","2020-21",0.038135593220339
"Jarrett Allen","2021-22",0.0614886731391586
"Jarrett Allen","2022-23",0.112531969309463
"Jarrett Culver","2019-20",NA
"Jarrett Jack","2013-14",0.0389408099688473
"Jason Smith","2014-15",0.208258527827648
"Jason Terry","2015-16",0.0340557275541796
"Jason Thompson","2013-14",0.0380710659898477
"Jason Thompson","2014-15",0.0315126050420168
"Jaxson Hayes","2021-22",0.00694444444444444
"Jaylen Brown","2017-18",0.0487804878048781
"Jaylen Brown","2019-20",0.0934959349593496
"Jaylen Brown","2020-21",0.116352201257862
"Jaylen Brown","2021-22",0.128205128205128
"Jaylen Brown","2022-23",0.139830508474576
"Jaylin Williams","2022-23",NA
"Jayson Tatum","2017-18",NA
"Jayson Tatum","2018-19",0.0121951219512195
"Jayson Tatum","2019-20",0.024390243902439
"Jayson Tatum","2020-21",0.038135593220339
"Jayson Tatum","2021-22",0.051948051948052
"Jayson Tatum","2022-23",0.0564102564102564
"Jeff Green","2013-14",0.0317848410757946
"Jeff Green","2018-19",0.0367647058823529
"Jeff Green","2020-21",0.0338266384778013
"Jeff Green","2021-22",0.0353634577603143
"Jeff Teague","2013-14",0.00320512820512821
"Jeff Teague","2014-15",0.0101522842639594
"Jeff Teague","2015-16",0.023109243697479
"Jeff Teague","2016-17",0.025089605734767
"Jeff Teague","2017-18",0.021875
"Jeff Teague","2018-19",0.03601108033241
"Jerami Grant","2015-16",0.024390243902439
"Jerami Grant","2018-19",0.0244648318042813
"Jerami Grant","2020-21",0.0228215767634855
"Jerami Grant","2021-22",0.0505415162454874
"Jerami Grant","2022-23",0.0974842767295598
"Jeremiah Robinson-Earl","2021-22",NA
"Jeremy Lamb","2018-19",0.109756097560976
"Jeremy Lamb","2019-20",0.0993031358885017
"Jeremy Lin","2013-14",0.174672489082969
"Jeremy Lin","2016-17",0.128421052631579
"Jeremy Sochan","2022-23",NA
"Jerian Grant","2016-17",0
"Jerryd Bayless","2017-18",0.210013908205841
"Jimmy Butler","2013-14",0
"Jimmy Butler","2014-15",0.0652173913043478
"Jimmy Butler","2015-16",0.0961538461538462
"Jimmy Butler","2017-18",0.107142857142857
"Jimmy Butler","2018-19",0.132616487455197
"Jimmy Butler","2019-20",0.137715179968701
"Jimmy Butler","2020-21",0.134831460674157
"Jimmy Butler","2021-22",0.146683673469388
"Jimmy Butler","2022-23",0.160508083140878
"Joakim Noah","2013-14",0.151260504201681
"Joakim Noah","2014-15",0.132616487455197
"Jodie Meeks","2013-14",0
"Joe Harris","2018-19",0.142348754448399
"Joe Harris","2019-20",0.12396694214876
"Joe Harris","2020-21",0.105747126436782
"Joe Ingles","2016-17",0.024390243902439
"Joe Ingles","2017-18",0.016260162601626
"Joe Ingles","2018-19",0.0121951219512195
"Joe Ingles","2019-20",0.00975609756097561
"Joe Johnson","2013-14",0.0598555211558308
"Joe Johnson","2014-15",0.0570884871550904
"Joe Johnson","2015-16",0.0547219770520741
"Joel Embiid","2017-18",0.2
"Joel Embiid","2018-19",0.204892966360856
"Joel Embiid","2019-20",0.19559902200489
"Joel Embiid","2020-21",0.203319502074689
"Joel Embiid","2021-22",0.211191335740072
"Joel Embiid","2022-23",0.202830188679245
"John Collins","2018-19",0
"John Collins","2019-20",0
"John Collins","2020-21",0
"John Collins","2021-22",0
"John Collins","2022-23",0
"John Henson","2017-18",0.148780487804878
"John Wall","2013-14",0
"John Wall","2014-15",0
"John Wall","2015-16",0
"John Wall","2016-17",0
"John Wall","2017-18",0
"John Wall","2020-21",0
"Jon Leuer","2016-17",0.0883838383838384
"Jonas Jerebko","2015-16",0
"Jonas Jerebko","2017-18",0.00777604976671851
"Jonas Valanciunas","2013-14",0.24390243902439
"Jonas Valanciunas","2014-15",0.128048780487805
"Jonas Valanciunas","2015-16",0.0934959349593496
"Jonas Valanciunas","2016-17",0.134146341463415
"Jonas Valanciunas","2017-18",0.11219512195122
"Jonas Valanciunas","2019-20",0.142857142857143
"Jonas Valanciunas","2020-21",0.131375579598145
"Jonas Valanciunas","2021-22",0.132127955493741
"Jonas Valanciunas","2022-23",0.127340823970037
"Jonathan Isaac","2018-19",0.658536585365854
"Jonathan Isaac","2019-20",0.365853658536585
"Jonathon Simmons","2016-17",0.158536585365854
"Jonathon Simmons","2017-18",0.103658536585366
"Jordan Bell","2017-18",NA
"Jordan Clarkson","2014-15",NA
"Jordan Clarkson","2015-16",0
"Jordan Clarkson","2016-17",0.0182926829268293
"Jordan Clarkson","2022-23",0.0172955974842767
"Jordan Farmar","2015-16",0.159128978224456
"Jordan Hill","2013-14",0.268370607028754
"Jordan Hill","2014-15",0.235443037974684
"Jose Calderon","2013-14",0.1234375
"Jose Calderon","2014-15",0.110803324099723
"Jose Calderon","2015-16",0.130759651307597
"Josh Giddey","2021-22",NA
"Josh Giddey","2022-23",0.329268292682927
"Josh Hart","2017-18",NA
"Josh Hart","2021-22",0.207792207792208
"Josh Jackson","2020-21",0.0294117647058824
"Josh McRoberts","2013-14",0.121848739495798
"Josh Okogie","2018-19",NA
"Josh Okogie","2019-20",0
"Josh Okogie","2020-21",0.0136986301369863
"Josh Okogie","2022-23",0.0866666666666667
"Josh Richardson","2016-17",0.0487804878048781
"Josh Richardson","2017-18",0.176829268292683
"Josh Richardson","2018-19",0.121951219512195
"Josh Richardson","2020-21",0.13715710723192
"Josh Smith","2013-14",0.0445682451253482
"Jrue Holiday","2013-14",0.0224358974358974
"Jrue Holiday","2016-17",0.198924731182796
"Jrue Holiday","2017-18",0.178125
"Jrue Holiday","2018-19",0.159279778393352
"Jrue Holiday","2019-20",0.161691542288557
"Jrue Holiday","2020-21",0.158675799086758
"Jrue Holiday","2021-22",0.159282700421941
"Jrue Holiday","2022-23",0.160194174757282
"Julius Randle","2015-16",0.975609756097561
"Julius Randle","2016-17",0.49390243902439
"Julius Randle","2018-19",0.271341463414634
"Julius Randle","2019-20",0.234146341463415
"Julius Randle","2020-21",0.205882352941176
"Julius Randle","2021-22",0.180656934306569
"Julius Randle","2022-23",0.171428571428571
"Justin Anderson","2016-17",0.182926829268293
"Justin Hamilton","2016-17",0
"Justin Holiday","2017-18",0.07421875
"Justin Holiday","2018-19",0.0680473372781065
"Justin Holiday","2020-21",0.0465587044534413
"Justin Holiday","2021-22",0.0406360424028269
"Justin Jackson","2017-18",NA
"Justise Winslow","2018-19",0.329268292682927
"Jusuf Nurkic","2014-15",NA
"Jusuf Nurkic","2018-19",0.125
"Jusuf Nurkic","2021-22",0.151079136690647
"Jusuf Nurkic","2022-23",0.170846394984326
"Karl-Anthony Towns","2015-16",NA
"Karl-Anthony Towns","2016-17",0
"Karl-Anthony Towns","2017-18",0
"Karl-Anthony Towns","2018-19",0
"Karl-Anthony Towns","2019-20",0.00609756097560976
"Karl-Anthony Towns","2020-21",0.0739795918367347
"Karl-Anthony Towns","2021-22",0.109913793103448
"Karl-Anthony Towns","2022-23",0.106227106227106
"Kawhi Leonard","2013-14",0.168918918918919
"Kawhi Leonard","2014-15",0.178260869565217
"Kawhi Leonard","2015-16",0.185897435897436
"Kawhi Leonard","2018-19",0.209677419354839
"Kawhi Leonard","2019-20",0.2109375
"Kawhi Leonard","2020-21",0.202247191011236
"Keegan Murray","2022-23",NA
"Keita Bates-Diop","2022-23",0.153094462540717
"Keldon Johnson","2020-21",0
"Keldon Johnson","2021-22",0
"Keldon Johnson","2022-23",0.0266666666666667
"Kelly Olynyk","2018-19",0.0902439024390244
"Kelly Olynyk","2020-21",0.0654867256637168
"Kelly Olynyk","2022-23",0.108183079056865
"Kelly Oubre Jr.","2022-23",0.0972972972972973
"Kelly Oubre, Jr.","2020-21",0
"Kemba Walker","2013-14",0
"Kemba Walker","2014-15",0.0391304347826087
"Kemba Walker","2015-16",0.092948717948718
"Kemba Walker","2016-17",0.0761421319796954
"Kemba Walker","2017-18",0.0673684210526316
"Kemba Walker","2018-19",0.0610412926391382
"Kemba Walker","2019-20",0.05320813771518
"Kemba Walker","2020-21",0.0661040787623066
"Kendall Marshall","2013-14",0.0609756097560976
"Kendrick Nunn","2019-20",NA
"Kendrick Nunn","2020-21",0.0410958904109589
"Kendrick Perkins","2013-14",0.0638020833333333
"Kenneth Faried","2013-14",0.00675675675675676
"Kenneth Faried","2014-15",0.0130434782608696
"Kenneth Faried","2015-16",0.0288461538461538
"Kent Bazemore","2015-16",0.016260162601626
"Kent Bazemore","2017-18",0.0463414634146341
"Kentavious Caldwell-Pope","2013-14",NA
"Kentavious Caldwell-Pope","2014-15",0
"Kentavious Caldwell-Pope","2015-16",0
"Kentavious Caldwell-Pope","2016-17",0.0203252032520325
"Kentavious Caldwell-Pope","2019-20",0.024390243902439
"Kentavious Caldwell-Pope","2020-21",0.0213143872113677
"Kentavious Caldwell-Pope","2021-22",0.0267716535433071
"Kentavious Caldwell-Pope","2022-23",0.0278940027894003
"Kenyon Martin Jr.","2022-23",0
"Kevin Durant","2013-14",0.0294117647058824
"Kevin Durant","2014-15",0.0268817204301075
"Kevin Durant","2015-16",0.071875
"Kevin Durant","2016-17",0.0761772853185596
"Kevin Durant","2018-19",0.100451467268623
"Kevin Durant","2021-22",0.116847826086957
"Kevin Durant","2022-23",0.130691399662732
"Kevin Garnett","2013-14",0.0625
"Kevin Huerter","2018-19",NA
"Kevin Huerter","2019-20",0.0609756097560976
"Kevin Huerter","2020-21",0.10738255033557
"Kevin Huerter","2021-22",0.081447963800905
"Kevin Huerter","2022-23",0.0825082508250825
"Kevin Knox","2018-19",NA
"Kevin Love","2013-14",0.190355329949239
"Kevin Love","2015-16",0.155913978494624
"Kevin Love","2016-17",0.1421875
"Kevin Love","2017-18",0.155124653739612
"Kevin Love","2019-20",0.214446952595937
"Kevin Love","2022-23",0.196380090497738
"Kevin Martin","2013-14",0.182572614107884
"Kevin Martin","2014-15",0.181366459627329
"Kevin Porter Jr.","2020-21",0.215384615384615
"Kevin Porter Jr.","2021-22",0.181159420289855
"Kevin Porter Jr.","2022-23",0.204545454545455
"Kevon Looney","2020-21",0.236641221374046
"Khem Birch","2021-22",0.104234527687296
"Khris Middleton","2013-14",0.426829268292683
"Khris Middleton","2014-15",0.213414634146341
"Khris Middleton","2015-16",0.150406504065041
"Khris Middleton","2016-17",0.121951219512195
"Khris Middleton","2017-18",0.102439024390244
"Khris Middleton","2018-19",0.0853658536585366
"Khris Middleton","2019-20",0.0818815331010453
"Khris Middleton","2020-21",0.0865533230293663
"Khris Middleton","2022-23",0.0923845193508115
"Killian Hayes","2021-22",0.638888888888889
"Killian Hayes","2022-23",0.402597402597403
"Kirk Hinrich","2013-14",0.106516290726817
"Klay Thompson","2013-14",0
"Klay Thompson","2014-15",0.00434782608695652
"Klay Thompson","2015-16",0.0192307692307692
"Klay Thompson","2016-17",0.0203045685279188
"Klay Thompson","2017-18",0.0252100840336134
"Klay Thompson","2018-19",0.0376344086021505
"Klay Thompson","2021-22",0.0321750321750322
"Klay Thompson","2022-23",0.0419091967403958
"Kobe Bryant","2014-15",0.0714285714285714
"Kobe Bryant","2015-16",0.0987738419618529
"Kris Dunn","2017-18",0.0487804878048781
"Kris Dunn","2018-19",0.176829268292683
"Kris Dunn","2019-20",0.252032520325203
"Kristaps Porzingis","2015-16",NA
"Kristaps Porzingis","2017-18",0.152439024390244
"Kristaps Porzingis","2019-20",0.17737003058104
"Kristaps Porzingis","2020-21",0.169154228855721
"Kristaps Porzingis","2021-22",0.179324894514768
"Kyle Anderson","2018-19",0.0640243902439024
"Kyle Anderson","2019-20",0.14390243902439
"Kyle Anderson","2020-21",0.134575569358178
"Kyle Korver","2013-14",0.0324189526184539
"Kyle Korver","2014-15",0.0407239819004525
"Kyle Korver","2015-16",0.0445134575569358
"Kyle Korver","2017-18",0.0521662245800177
"Kyle Kuzma","2017-18",NA
"Kyle Kuzma","2018-19",0.0487804878048781
"Kyle Kuzma","2021-22",0.0814332247557003
"Kyle Kuzma","2022-23",0.102827763496144
"Kyle Lowry","2013-14",0.22262118491921
"Kyle Lowry","2014-15",0.198748043818466
"Kyle Lowry","2015-16",0.192787794729542
"Kyle Lowry","2016-17",0.178082191780822
"Kyle Lowry","2017-18",0.161581920903955
"Kyle Lowry","2018-19",0.152016546018614
"Kyle Lowry","2019-20",0.155386081982841
"Kyle Lowry","2020-21",0.156110615521855
"Kyle Lowry","2021-22",0.164291701592624
"Kyrie Irving","2013-14",0.25
"Kyrie Irving","2014-15",0.208695652173913
"Kyrie Irving","2015-16",0.176282051282051
"Kyrie Irving","2016-17",0.149746192893401
"Kyrie Irving","2017-18",0.142857142857143
"Kyrie Irving","2018-19",0.159498207885305
"Kyrie Irving","2020-21",0.208806818181818
"Kyrie Irving","2021-22",0.212628865979381
"Kyrie Irving","2022-23",0.208624708624709
"LaMarcus Aldridge","2013-14",0.0665467625899281
"LaMarcus Aldridge","2014-15",0.0768025078369906
"LaMarcus Aldridge","2015-16",0.0833333333333333
"LaMarcus Aldridge","2016-17",0.0835411471321696
"LaMarcus Aldridge","2017-18",0.08710407239819
"LaMarcus Aldridge","2018-19",0.0869565217391304
"LaMarcus Aldridge","2019-20",0.0801526717557252
"LaMelo Ball","2021-22",0.291666666666667
"LaMelo Ball","2022-23",0.175324675324675
"Lance Stephenson","2013-14",0.0786026200873362
"Lance Thomas","2017-18",0.191489361702128
"Landry Shamet","2018-19",NA
"Langston Galloway","2014-15",NA
"Langston Galloway","2016-17",0
"Larry Nance Jr.","2016-17",0.158536585365854
"Larry Nance Jr.","2018-19",0.191056910569106
"Larry Nance Jr.","2020-21",0.175572519083969
"Larry Sanders","2013-14",0
"Lauri Markkanen","2017-18",NA
"Lauri Markkanen","2018-19",0.158536585365854
"Lauri Markkanen","2019-20",0.115853658536585
"Lauri Markkanen","2021-22",0.182724252491694
"Lauri Markkanen","2022-23",0.198433420365535
"LeBron James","2013-14",0.0385572139303483
"LeBron James","2014-15",0.0395033860045147
"LeBron James","2015-16",0.0485537190082645
"LeBron James","2016-17",0.0495238095238095
"LeBron James","2018-19",0.0485996705107084
"LeBron James","2019-20",0.066358024691358
"LeBron James","2020-21",0.0651060716898317
"LeBron James","2021-22",0.0806115357887422
"LeBron James","2022-23",0.0920447074293228
"Lonnie Walker","2020-21",0
"Lonzo Ball","2017-18",NA
"Lonzo Ball","2018-19",0.353658536585366
"Lonzo Ball","2019-20",0.390243902439024
"Lonzo Ball","2020-21",0.305084745762712
"Lou Williams","2017-18",0
"Luc Mbah a Moute","2014-15",0
"Luc Mbah a Moute","2015-16",0
"Luc Mbah a Moute","2016-17",0
"Luguentz Dort","2020-21",0
"Luguentz Dort","2021-22",0.131944444444444
"Luguentz Dort","2022-23",0.216814159292035
"Luka Doncic","2018-19",NA
"Luka Doncic","2019-20",0.0853658536585366
"Luka Doncic","2020-21",0.127388535031847
"Luka Doncic","2021-22",0.11353711790393
"Luka Doncic","2022-23",0.138263665594855
"Luke Kennard","2019-20",0.140243902439024
"Luol Deng","2014-15",0.129156010230179
"Luol Deng","2015-16",0.127314814814815
"Malcolm Brogdon","2016-17",NA
"Malcolm Brogdon","2017-18",0.0853658536585366
"Malcolm Brogdon","2018-19",0.25
"Malcolm Brogdon","2019-20",0.231707317073171
"Malcolm Brogdon","2020-21",0.235109717868339
"Malcolm Brogdon","2021-22",0.230179028132992
"Malik Beasley","2019-20",0.0772357723577236
"Malik Beasley","2020-21",0.0673076923076923
"Malik Monk","2021-22",0.0598006644518272
"Marc Gasol","2013-14",0.0355329949238579
"Marc Gasol","2014-15",0.0777310924369748
"Marc Gasol","2016-17",0.1046875
"Marc Gasol","2017-18",0.10387811634349
"Marc Gasol","2019-20",0.096045197740113
"Marc Gasol","2020-21",0.117032392894462
"Marcin Gortat","2013-14",0.0610526315789474
"Marcin Gortat","2014-15",0.0538599640933573
"Marcin Gortat","2015-16",0.0469483568075117
"Marcin Gortat","2016-17",0.0499306518723994
"Marcin Gortat","2017-18",0.0448318804483188
"Marcus Morris","2014-15",0.142857142857143
"Marcus Morris","2015-16",0.108626198083067
"Marcus Morris","2016-17",0.0886075949367089
"Marcus Morris","2017-18",0.0754716981132075
"Marcus Morris","2018-19",0.0983899821109123
"Marcus Morris","2019-20",0.0967238689547582
"Marcus Morris","2021-22",0.094147582697201
"Marcus Smart","2014-15",NA
"Marcus Smart","2016-17",0.207317073170732
"Marcus Smart","2018-19",0.185975609756098
"Marcus Smart","2020-21",0.153526970954357
"Marcus Smart","2021-22",0.173285198555957
"Mario Chalmers","2013-14",0.0532994923857868
"Mario Chalmers","2014-15",0.0588235294117647
"Mario Hezonja","2018-19",0
"Markelle Fultz","2019-20",0.791411042944785
"Markelle Fultz","2022-23",0.502564102564103
"Markieff Morris","2014-15",0.00869565217391304
"Markieff Morris","2016-17",0.0353535353535354
"Marquese Chriss","2016-17",NA
"Marquese Chriss","2017-18",0
"Marquese Chriss","2019-20",0.0691056910569106
"Marreese Speights","2016-17",0.0313971742543171
"Marvin Bagley III","2020-21",0.506493506493506
"Marvin Williams","2013-14",0.0921875
"Marvin Williams","2015-16",0.0907960199004975
"Marvin Williams","2016-17",0.0835214446952596
"Marvin Williams","2017-18",0.0826446280991736
"Marvin Williams","2018-19",0.08
"Mason Plumlee","2015-16",0
"Mason Plumlee","2017-18",0
"Mason Plumlee","2020-21",0.0353982300884956
"Mason Plumlee","2021-22",0.0376766091051805
"Matt Barnes","2013-14",0.0753701211305518
"Matt Barnes","2014-15",0.0909090909090909
"Matt Barnes","2015-16",0.0893054024255788
"Maurice Harkless","2013-14",0
"Maurice Harkless","2016-17",0
"Maurice Harkless","2017-18",0
"Maurice Harkless","2018-19",0
"Maurice Harkless","2019-20",0
"Maurice Ndour","2016-17",NA
"Max Strus","2021-22",0.35036496350365
"Max Strus","2022-23",0.264840182648402
"Maxi Kleber","2017-18",NA
"Maxi Kleber","2020-21",0
"Michael Carter-Williams","2013-14",NA
"Michael Carter-Williams","2014-15",0.146341463414634
"Michael Carter-Williams","2015-16",0.128048780487805
"Michael Kidd-Gilchrist","2013-14",0.0487804878048781
"Michael Kidd-Gilchrist","2014-15",0.146341463414634
"Michael Kidd-Gilchrist","2016-17",0.23780487804878
"Michael Kidd-Gilchrist","2017-18",0.192682926829268
"Michael Porter Jr.","2020-21",0.0451612903225806
"Michael Porter Jr.","2022-23",0.288025889967638
"Mikal Bridges","2018-19",NA
"Mikal Bridges","2019-20",0
"Mikal Bridges","2020-21",0
"Mikal Bridges","2021-22",0
"Mikal Bridges","2022-23",0
"Mike Conley","2013-14",0
"Mike Conley","2014-15",0
"Mike Conley","2016-17",0
"Mike Conley","2018-19",0
"Mike Conley","2020-21",0
"Mike Conley","2021-22",0
"Mike Conley","2022-23",0
"Mike Dunleavy","2013-14",0
"Mike Dunleavy","2014-15",0
"Miles Bridges","2019-20",0
"Miles Bridges","2021-22",0.0273972602739726
"Miles Plumlee","2013-14",0.530864197530864
"Miles Plumlee","2017-18",0.17156862745098
"Milos Teodosic","2017-18",NA
"Mitchell Robinson","2021-22",0.263636363636364
"Mitchell Robinson","2022-23",0.221854304635762
"Moe Harkless","2015-16",0
"Mohamed Bamba","2021-22",0
"Monta Ellis","2013-14",0.0863192182410423
"Monta Ellis","2014-15",0.0761494252873563
"Monta Ellis","2015-16",0.0694087403598972
"Monta Ellis","2016-17",0.0627906976744186
"Monte Morris","2021-22",0.168284789644013
"Monte Morris","2022-23",0.148337595907928
"Myles Turner","2015-16",NA
"Myles Turner","2016-17",0.25609756097561
"Myles Turner","2017-18",0.134146341463415
"Myles Turner","2018-19",0.158536585365854
"Myles Turner","2019-20",0.134146341463415
"Myles Turner","2020-21",0.134663341645885
"Myles Turner","2021-22",0.164904862579281
"Myles Turner","2022-23",0.210810810810811
"Nemanja Bjelica","2018-19",0.142276422764228
"Nemanja Bjelica","2019-20",0.11280487804878
"Nene Hilario","2013-14",0
"Nene Hilario","2014-15",0
"Nene Hilario","2017-18",0
"Nerlens Noel","2014-15",0
"Nerlens Noel","2015-16",0.0365853658536585
"Nerlens Noel","2016-17",0.0853658536585366
"Nerlens Noel","2020-21",0.150709219858156
"Nickeil Alexander-Walker","2022-23",0.101321585903084
"Nicolas Batum","2013-14",0.0458015267175573
"Nicolas Batum","2014-15",0.0378947368421053
"Nicolas Batum","2016-17",0.0610328638497653
"Nicolas Batum","2017-18",0.0610263522884882
"Nicolas Batum","2018-19",0.062266500622665
"Nicolas Batum","2020-21",0.0747368421052632
"Nicolas Batum","2021-22",0.0724070450097847
"Nicolas Batum","2022-23",0.0860507246376812
"Nicolas Claxton","2022-23",0
"Nikola Jokic","2015-16",NA
"Nikola Jokic","2016-17",0.0121951219512195
"Nikola Jokic","2018-19",0.0691056910569106
"Nikola Jokic","2019-20",0.0518292682926829
"Nikola Jokic","2020-21",0.0423940149625935
"Nikola Jokic","2021-22",0.0359408033826638
"Nikola Jokic","2022-23",0.0414414414414414
"Nikola Mirotic","2015-16",0
"Nikola Mirotic","2016-17",0.0975609756097561
"Nikola Pekovic","2013-14",0.195652173913043
"Nikola Pekovic","2014-15",0.230769230769231
"Nikola Vucevic","2013-14",0.0810810810810811
"Nikola Vucevic","2014-15",0.156521739130435
"Nikola Vucevic","2015-16",0.141025641025641
"Nikola Vucevic","2016-17",0.154822335025381
"Nikola Vucevic","2017-18",0.142857142857143
"Nikola Vucevic","2018-19",0.166666666666667
"Nikola Vucevic","2019-20",0.146875
"Nikola Vucevic","2020-21",0.14726507713885
"Nikola Vucevic","2021-22",0.136132315521628
"Nikola Vucevic","2022-23",0.132488479262673
"Noah Vonleh","2016-17",0.0731707317073171
"Noah Vonleh","2018-19",0.0577507598784195
"Norman Powell","2016-17",0
"Norman Powell","2020-21",0.12
"Norman Powell","2021-22",0.107822410147992
"Norman Powell","2022-23",0.15370705244123
"O.J. Mayo","2013-14",0.00253807106598985
"OG Anunoby","2017-18",NA
"OG Anunoby","2019-20",0
"OG Anunoby","2020-21",0
"OG Anunoby","2021-22",0
"OG Anunoby","2022-23",0
"Ochai Agbaji","2022-23",NA
"Omer Asik","2013-14",0
"Omer Asik","2014-15",0.105769230769231
"Omer Asik","2015-16",0.0989847715736041
"Otto Porter","2015-16",0
"Otto Porter","2016-17",0
"Otto Porter","2017-18",0
"Otto Porter","2021-22",0
"P.J. Tucker","2013-14",0.198630136986301
"P.J. Tucker","2014-15",0.12719298245614
"P.J. Tucker","2015-16",0.0967741935483871
"P.J. Tucker","2017-18",0.0654008438818565
"P.J. Tucker","2018-19",0.0557553956834532
"P.J. Tucker","2019-20",0.04858934169279
"P.J. Tucker","2021-22",0.0563380281690141
"P.J. Tucker","2022-23",0.0625724217844728
"P.J. Washington","2019-20",NA
"P.J. Washington","2020-21",0.107692307692308
"P.J. Washington","2022-23",0.146118721461187
"Paolo Banchero","2022-23",NA
"Pascal Siakam","2018-19",0.024390243902439
"Pascal Siakam","2019-20",0.0203252032520325
"Pascal Siakam","2020-21",0.050314465408805
"Pascal Siakam","2021-22",0.0743589743589744
"Pascal Siakam","2022-23",0.0677966101694915
"Patrick Beverley","2014-15",0.2
"Patrick Beverley","2016-17",0.210884353741497
"Patrick Beverley","2018-19",0.296943231441048
"Patrick Beverley","2019-20",0.259259259259259
"Patrick Beverley","2021-22",0.277777777777778
"Patrick Beverley","2022-23",0.278067885117493
"Patrick Williams","2020-21",NA
"Patrick Williams","2021-22",0.0138888888888889
"Patrick Williams","2022-23",0.428571428571429
"Patty Mills","2016-17",0
"Patty Mills","2017-18",0
"Pau Gasol","2013-14",0.0707497360084477
"Pau Gasol","2014-15",0.0855199222546161
"Pau Gasol","2015-16",0.0828082808280828
"Pau Gasol","2016-17",0.0846605196982397
"Pau Gasol","2017-18",0.0933333333333333
"Paul George","2013-14",0.074235807860262
"Paul George","2015-16",0.0458015267175573
"Paul George","2016-17",0.0378947368421053
"Paul George","2017-18",0.0448833034111311
"Paul George","2018-19",0.0438184663536776
"Paul George","2019-20",0.0443828016643551
"Paul George","2020-21",0.0529634300126103
"Paul Millsap","2013-14",0.0304659498207885
"Paul Millsap","2014-15",0.0375
"Paul Millsap","2015-16",0.0443213296398892
"Paul Millsap","2016-17",0.041044776119403
"Paul Millsap","2017-18",0.0507900677200903
"Paul Millsap","2018-19",0.0919421487603306
"Paul Millsap","2019-20",0.0952380952380952
"Paul Pierce","2013-14",0.0511945392491468
"Paul Pierce","2014-15",0.0526315789473684
"Pero Antic","2013-14",NA
"Quentin Grimes","2022-23",0.268292682926829
"Quincy Pondexter","2014-15",0.282051282051282
"Quinn Cook","2017-18",0
"R.J. Barrett","2019-20",NA
"R.J. Barrett","2020-21",0.151515151515152
"R.J. Barrett","2021-22",0.072463768115942
"R.J. Barrett","2022-23",0.0954545454545455
"Rajon Rondo","2013-14",0.122082585278276
"Rajon Rondo","2014-15",0.122065727699531
"Rajon Rondo","2015-16",0.121338912133891
"Randy Foye","2013-14",0.0716845878136201
"Randy Foye","2016-17",0.0870646766169154
"Raulzinho Neto","2015-16",NA
"Ray McCallum","2013-14",NA
"Raymond Felton","2013-14",0.0487421383647799
"Raymond Felton","2015-16",0.05875
"Reggie Bullock","2017-18",0.217791411042945
"Reggie Bullock","2019-20",0.188139059304703
"Reggie Bullock","2020-21",0.171171171171171
"Reggie Bullock","2021-22",0.162679425837321
"Reggie Bullock","2022-23",0.16361071932299
"Reggie Jackson","2015-16",0
"Reggie Jackson","2017-18",0
"Reggie Jackson","2018-19",0
"Reggie Jackson","2020-21",0
"Reggie Jackson","2021-22",0
"Richard Jefferson","2013-14",0.0687432867883996
"Richaun Holmes","2016-17",0.317073170731707
"Richaun Holmes","2019-20",0.143292682926829
"Richaun Holmes","2020-21",0.18
"Richaun Holmes","2021-22",0.173728813559322
"Ricky Rubio","2013-14",0.195945945945946
"Ricky Rubio","2015-16",0.278846153846154
"Ricky Rubio","2016-17",0.236040609137056
"Ricky Rubio","2017-18",0.207983193277311
"Ricky Rubio","2018-19",0.186379928315412
"Ricky Rubio","2019-20",0.1828125
"Ricky Rubio","2020-21",0.17531556802244
"Robert Covington","2014-15",0.365853658536585
"Robert Covington","2015-16",0.212903225806452
"Robert Covington","2017-18",0.188087774294671
"Robert Covington","2019-20",0.225206611570248
"Robert Covington","2020-21",0.197841726618705
"Robert Covington","2021-22",0.178343949044586
"Robert Williams","2021-22",0
"Robert Williams","2022-23",0
"Robin Lopez","2013-14",0.0583756345177665
"Robin Lopez","2014-15",0.0483193277310924
"Robin Lopez","2015-16",0.0824372759856631
"Robin Lopez","2016-17",0.071875
"Robin Lopez","2017-18",0.0637119113573407
"Robin Lopez","2018-19",0.0621890547263682
"Rodions Kurucs","2018-19",NA
"Rodney Hood","2015-16",0.390243902439024
"Rodney Hood","2019-20",0.216019417475728
"Rodney McGruder","2016-17",NA
"Ron Baker","2016-17",NA
"Rondae Hollis-Jefferson","2016-17",0.634146341463415
"Rondae Hollis-Jefferson","2017-18",0.341463414634146
"Roy Hibbert","2013-14",0.0152671755725191
"Roy Hibbert","2014-15",0.0147368421052632
"Roy Hibbert","2015-16",0.0233393177737881
"Royce O'Neale","2019-20",0
"Royce O'Neale","2020-21",0
"Royce O'Neale","2021-22",0
"Rudy Gay","2014-15",0.07981220657277
"Rudy Gay","2015-16",0.0887656033287101
"Rudy Gay","2018-19",0.156153050672182
"Rudy Gobert","2014-15",0
"Rudy Gobert","2015-16",0
