"Player","Season","Games_Missed_Frequency_Career"
"Rudy Gobert","2016-17",0.0813008130081301
"Rudy Gobert","2017-18",0.0640243902439024
"Rudy Gobert","2018-19",0.114634146341463
"Rudy Gobert","2019-20",0.0955284552845529
"Rudy Gobert","2020-21",0.0868794326241135
"Rudy Gobert","2021-22",0.0786163522012579
"Rudy Gobert","2022-23",0.0919220055710306
"Rui Hachimura","2019-20",NA
"Rui Hachimura","2020-21",0.319444444444444
"Russell Westbrook","2013-14",0
"Russell Westbrook","2014-15",0.0714285714285714
"Russell Westbrook","2015-16",0.0878136200716846
"Russell Westbrook","2016-17",0.0796875
"Russell Westbrook","2017-18",0.07202216066482
"Russell Westbrook","2018-19",0.0671641791044776
"Russell Westbrook","2019-20",0.0677200902934537
"Russell Westbrook","2020-21",0.0709812108559499
"Russell Westbrook","2021-22",0.0679611650485437
"Russell Westbrook","2022-23",0.0656474820143885
"Ryan Anderson","2016-17",0.1640625
"Ryan Anderson","2017-18",0.159279778393352
"Saddiq Bey","2020-21",NA
"Saddiq Bey","2021-22",0
"Samuel Dalembert","2013-14",0.0174621653084983
"Scottie Barnes","2022-23",0.0975609756097561
"Sekou Doumbouya","2019-20",NA
"Serge Ibaka","2013-14",0.00961538461538462
"Serge Ibaka","2014-15",0.0101522842639594
"Serge Ibaka","2015-16",0.0441176470588235
"Serge Ibaka","2016-17",0.0448028673835125
"Serge Ibaka","2017-18",0.0421216848673947
"Serge Ibaka","2018-19",0.0428769017980636
"Serge Ibaka","2020-21",0.0558722919042189
"Seth Curry","2020-21",0.0787589498806683
"Seth Curry","2021-22",0.0957230142566191
"Shai Gilgeous-Alexander","2018-19",NA
"Shai Gilgeous-Alexander","2019-20",0
"Shai Gilgeous-Alexander","2020-21",0.00649350649350649
"Shai Gilgeous-Alexander","2021-22",0.163716814159292
"Shai Gilgeous-Alexander","2022-23",0.201298701298701
"Shane Battier","2013-14",0.0495867768595041
"Shaun Livingston","2013-14",0.113945578231293
"Shawn Marion","2013-14",0.0609645131938126
"Shelvin Mack","2016-17",0.0396600566572238
"Skal Labissiere","2016-17",NA
"Solomon Hill","2014-15",0.170731707317073
"Solomon Hill","2016-17",0.0569105691056911
"Spencer Dinwiddie","2017-18",0.12
"Spencer Dinwiddie","2019-20",0.107969151670951
"Spencer Dinwiddie","2022-23",0.2
"Stanley Johnson","2017-18",0.0426829268292683
"Stephen Curry","2013-14",0.169871794871795
"Stephen Curry","2014-15",0.142131979695431
"Stephen Curry","2015-16",0.121848739495798
"Stephen Curry","2016-17",0.109318996415771
"Stephen Curry","2017-18",0.1
"Stephen Curry","2018-19",0.131578947368421
"Stephen Curry","2020-21",0.192174913693901
"Stephen Curry","2021-22",0.185972369819341
"Stephen Curry","2022-23",0.187683284457478
"Steven Adams","2014-15",0
"Steven Adams","2015-16",0.0731707317073171
"Steven Adams","2016-17",0.0569105691056911
"Steven Adams","2017-18",0.0487804878048781
"Steven Adams","2018-19",0.0536585365853659
"Steven Adams","2019-20",0.0487804878048781
"Steven Adams","2020-21",0.0531914893617021
"Steven Adams","2021-22",0.0676100628930818
"Svi Mykhailiuk","2019-20",0
"T.J. McConnell","2016-17",0.0121951219512195
"T.J. Warren","2016-17",0.24390243902439
"T.J. Warren","2017-18",0.227642276422764
"T.J. Warren","2018-19",0.222560975609756
"T.J. Warren","2019-20",0.273170731707317
"Taj Gibson","2015-16",0.0882352941176471
"Taj Gibson","2016-17",0.0896057347670251
"Taj Gibson","2017-18",0.084375
"Taj Gibson","2018-19",0.074792243767313
"Taurean Prince","2016-17",NA
"Taurean Prince","2017-18",0.0609756097560976
"Taurean Prince","2018-19",0.0304878048780488
"Taurean Prince","2019-20",0.130081300813008
"Tayshaun Prince","2015-16",0.0532825880114177
"Terrance Ferguson","2018-19",0.0121951219512195
"Terrance Ferguson","2019-20",0.0548780487804878
"Terrence Jones","2013-14",0
"Terrence Jones","2015-16",0.211382113821138
"Terrence Ross","2013-14",0.0487804878048781
"Terrence Ross","2014-15",0.0304878048780488
"Terrence Ross","2016-17",0.0426829268292683
"Terry Rozier","2019-20",0.0457317073170732
"Terry Rozier","2020-21",0.0432569974554707
"Terry Rozier","2021-22",0.043010752688172
"Terry Rozier","2022-23",0.0511882998171846
"Thabo Sefolosha","2013-14",0.0698924731182796
"Thaddeus Young","2013-14",0.0609243697478992
"Thaddeus Young","2014-15",0.0573476702508961
"Thaddeus Young","2015-16",0.0608424336973479
"Thaddeus Young","2016-17",0.0622406639004149
"Thaddeus Young","2017-18",0.0658385093167702
"Thaddeus Young","2018-19",0.0608793686583991
"Theo Maledon","2020-21",NA
"Thomas Bryant","2018-19",0.24390243902439
"Thomas Bryant","2019-20",0.121951219512195
"Thon Maker","2016-17",NA
"Tiago Splitter","2013-14",0.0652173913043478
"Tiago Splitter","2014-15",0.112179487179487
"Tim Duncan","2013-14",0.0473895582329317
"Tim Duncan","2014-15",0.0497362471740769
"Tim Duncan","2015-16",0.0503903477643719
"Tim Hardaway Jr.","2014-15",0
"Tim Hardaway Jr.","2016-17",0.113821138211382
"Tim Hardaway Jr.","2017-18",0.0914634146341463
"Tim Hardaway Jr.","2019-20",0.140529531568228
"Tim Hardaway Jr.","2022-23",0.158333333333333
"Timofey Mozgov","2014-15",0.0551948051948052
"Timothe Luwawu-Cabarrot","2016-17",NA
"Tobias Harris","2014-15",0.0829694323144105
"Tobias Harris","2015-16",0.102893890675241
"Tobias Harris","2018-19",0.0631768953068592
"Tobias Harris","2019-20",0.0549450549450549
"Tobias Harris","2020-21",0.0492957746478873
"Tobias Harris","2021-22",0.0562659846547315
"Tobias Harris","2022-23",0.0613425925925926
"Tomas Satoransky","2017-18",0
"Tomas Satoransky","2018-19",0
"Tomas Satoransky","2019-20",0.00813008130081301
"Tony Allen","2013-14",0.156509695290859
"Tony Allen","2014-15",0.172885572139303
"Tony Allen","2015-16",0.17607223476298
"Tony Parker","2013-14",0
"Tony Parker","2014-15",0
"Tony Parker","2015-16",0
"Tony Snell","2016-17",0
"Tony Snell","2017-18",0
"Tony Snell","2019-20",0.0285132382892057
"Tony Wroten","2013-14",0
"Trae Young","2018-19",NA
"Trae Young","2019-20",0
"Trae Young","2020-21",0.0469798657718121
"Trae Young","2021-22",0.0723981900452489
"Trae Young","2022-23",0.0726072607260726
"Tre Jones","2022-23",0.0584415584415584
"Trevor Ariza","2013-14",0.185338865836791
"Trevor Ariza","2014-15",0.172670807453416
"Trevor Ariza","2015-16",0.156708004509583
"Trevor Ariza","2016-17",0.144478844169247
"Trevor Ariza","2018-19",0.135922330097087
"Trey Burke","2013-14",NA
"Trey Burke","2014-15",0
"Trey Lyles","2019-20",0.00609756097560976
"Trey Murphy III","2022-23",0
"Tristan Thompson","2013-14",0.0405405405405405
"Tristan Thompson","2014-15",0.0260869565217391
"Tristan Thompson","2015-16",0.0192307692307692
"Tristan Thompson","2016-17",0.0152284263959391
"Tristan Thompson","2017-18",0.0210084033613445
"Tristan Thompson","2018-19",0.0698924731182796
"Tristan Thompson","2020-21",0.117730496453901
"Ty Lawson","2013-14",0.102564102564103
"Ty Lawson","2014-15",0.129441624365482
"Ty Lawson","2016-17",0.118918918918919
"Tyler Ennis","2016-17",0.272727272727273
"Tyler Johnson","2017-18",0.262135922330097
"Tyler Ulis","2016-17",NA
"Tyler Zeller","2014-15",0.0792682926829268
"Tyreke Evans","2014-15",0.157360406091371
"Tyrese Haliburton","2021-22",0.180555555555556
"Tyrese Haliburton","2022-23",0.11038961038961
"Tyrese Maxey","2021-22",0.0277777777777778
"Tyrese Maxey","2022-23",0.0584415584415584
"Tyson Chandler","2013-14",0.141630901287554
"Tyson Chandler","2014-15",0.155818540433925
"Tyson Chandler","2015-16",0.14963503649635
"Tyson Chandler","2017-18",0.15
"Tyus Jones","2021-22",0.107594936708861
"Victor Oladipo","2013-14",NA
"Victor Oladipo","2014-15",0.024390243902439
"Victor Oladipo","2015-16",0.0182926829268293
"Victor Oladipo","2016-17",0.0487804878048781
"Victor Oladipo","2017-18",0.0640243902439024
"Victor Oladipo","2018-19",0.0682926829268293
"Victor Oladipo","2020-21",0.136283185840708
"Vince Carter","2015-16",0.0781954887218045
"Vince Carter","2016-17",0.0764872521246459
"Walker Kessler","2022-23",NA
"Wayne Ellington","2014-15",0.0790816326530612
"Wayne Ellington","2015-16",0.0928270042194093
"Wayne Ellington","2018-19",0.0763888888888889
"Wayne Ellington","2020-21",0.0807381776239908
"Wendell Carter Jr.","2018-19",NA
"Wendell Carter Jr.","2019-20",0.451219512195122
"Wendell Carter, Jr.","2020-21",0
"Wendell Carter, Jr.","2021-22",0
"Wendell Carter, Jr.","2022-23",0
"Wesley Johnson","2013-14",0
"Wesley Johnson","2014-15",0
"Wesley Johnson","2017-18",0
"Wesley Matthews","2013-14",0
"Wesley Matthews","2015-16",0
"Wesley Matthews","2016-17",0
"Wesley Matthews","2017-18",0
"Wesley Matthews","2019-20",0
"Wesley Matthews","2021-22",0
"Will Barton","2018-19",0.0731707317073171
"Will Barton","2019-20",0.130662020905923
"Will Barton","2020-21",0.126738794435858
"Will Barton","2021-22",0.134909596662031
"Willie Cauley-Stein","2015-16",NA
"Willie Cauley-Stein","2016-17",0.195121951219512
"Willie Cauley-Stein","2017-18",0.0975609756097561
"Willie Cauley-Stein","2018-19",0.101626016260163
"Willy Hernangomez","2016-17",NA
"Wilson Chandler","2013-14",0.234192037470726
"Wilson Chandler","2014-15",0.223968565815324
"Wilson Chandler","2016-17",0.175334323922734
"Wilson Chandler","2017-18",0.16953642384106
"Xavier Tillman, Sr.","2022-23",0
"Yogi Ferrell","2016-17",NA
"Zach LaVine","2014-15",NA
"Zach LaVine","2018-19",0.155487804878049
"Zach LaVine","2019-20",0.168292682926829
"Zach LaVine","2020-21",0.155789473684211
"Zach LaVine","2021-22",0.159049360146252
"Zach LaVine","2022-23",0.160572337042925
"Zach Randolph","2013-14",0.134843581445523
"Zach Randolph","2014-15",0.126858275520317
"Zach Randolph","2015-16",0.127406049495875
"Zach Randolph","2016-17",0.130434782608696
"Zach Randolph","2017-18",0.129083665338645
"Zaza Pachulia","2014-15",0
"Zaza Pachulia","2015-16",0
"Zaza Pachulia","2016-17",0
"Zion Williamson","2020-21",0.0138888888888889
