"Date","MP","Rolling_Avg_MP","Season","Player","Team","Position","Age","MPG","G"
"2021-11-01",34.9166666666667,31.2766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-03",39.6333333333333,31.88,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-05",38.6833333333333,33.3766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-07",34.45,34.0333333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-10",38.0166666666667,37.14,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-12",29.2166666666667,36,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-13",28.2166666666667,33.7166666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-15",0,25.98,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-17",0,19.09,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-18",0,11.4866666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-22",36.7,12.9833333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-24",38.4833333333333,15.0366666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-27",35.7,22.1766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-11-29",34.15,29.0066666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-01",30.6833333333333,35.1433333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-03",36.8333333333333,35.17,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-05",32.1833333333333,33.91,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-06",38.3833333333333,34.4466666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-08",32.1833333333333,34.0533333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-10",26.5,33.2166666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-11",38.8,33.61,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-13",32,33.5733333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-15",18.15,29.5266666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-18",29.1166666666667,28.9133333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-22",0,23.6133333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-26",0,15.8533333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-28",0,9.45333333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-30",0,5.82333333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2021-12-31",37.2666666666667,7.45333333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-02",32.1166666666667,13.8766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-04",34.35,20.7466666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-07",33.4,27.4266666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-09",29.8166666666667,33.39,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-10",30.5333333333333,32.0433333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-12",30.4833333333333,31.7166666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-14",31.5,31.1466666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-15",33.2666666666667,31.12,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-17",33.1,31.7766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-19",35.7666666666667,32.8233333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-22",34.3833333333333,33.6033333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-24",0,27.3033333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-26",33.1833333333333,27.2866666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-30",35.0333333333333,27.6733333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-01-31",33.5333333333333,27.2266666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-02",23.25,25,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-04",33.8833333333333,31.7766666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-06",31.3333333333333,31.4066666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-09",31.6666666666667,30.7333333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-11",33.6833333333333,30.7633333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-12",33.1666666666667,32.7466666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-15",32.9833333333333,32.5666666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-24",32.5166666666667,32.8033333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-26",34.4,33.35,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-02-28",33.5166666666667,33.3166666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-02",33.2,33.3233333333333,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-04",35.45,33.8166666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-06",10.0333333333333,29.32,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-08",0,22.44,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-11",0,15.7366666666667,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-12",0,9.09666666666666,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-14",0,2.00666666666666,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-16",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-18",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-19",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-21",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-24",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-26",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-28",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-30",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-03-31",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-04-02",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-04-03",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-04-05",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-04-08",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-04-10",0,-2.48689957516035e-15,"2021-22","Jarrett Allen","Cleveland Cavaliers","C",23,32.3,56
"2022-10-19",33.8666666666667,33.8666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-10-22",28.6,31.2333333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-10-23",37.5166666666667,33.3277777777778,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-10-26",29.65,32.4083333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-10-28",39.65,33.8566666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-10-30",25.8166666666667,32.2466666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-02",36.3833333333333,33.8033333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-04",31.5166666666667,32.6033333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-06",27.75,32.2233333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-07",32.8666666666667,30.8666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-09",32.8333333333333,32.27,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-11",33.1833333333333,31.63,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-13",0,25.3266666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-16",0,19.7766666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-18",45.6,22.3233333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-20",27.15,21.1866666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-21",33.1666666666667,21.1833333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-23",36.0666666666667,28.3966666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-25",12.0666666666667,30.81,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-27",0,21.69,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-28",0,16.26,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-11-30",0,9.62666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-02",0,2.41333333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-04",0,0,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-06",38.4166666666667,7.68333333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-09",32.05,14.0933333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-10",36.7333333333333,21.44,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-12",36.1333333333333,28.6666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-14",35.8833333333333,35.8433333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-16",38.8,35.92,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-17",39.5,37.41,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-19",30.0833333333333,36.08,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-21",39.7666666666667,36.8066666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-23",30.5333333333333,35.7366666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-26",31.9833333333333,34.3733333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-29",37.5666666666667,33.9866666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2022-12-31",34.8666666666667,34.9433333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-02",38.5833333333333,34.7066666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-04",32.6333333333333,35.1266666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-06",35.5833333333333,35.8466666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-08",28.8166666666667,34.0966666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-10",6.75,28.4733333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-12",38.75,28.5066666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-14",34.1666666666667,28.8133333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-16",37.0666666666667,29.11,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-18",36.2166666666667,30.59,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-20",31.2333333333333,35.4866666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-21",27.3333333333333,33.2033333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-24",38.7833333333333,34.1266666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-26",34.6,33.6333333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-27",35.6,33.51,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-29",25.7833333333333,32.42,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-01-31",34.0666666666667,33.7666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-02",37.95,33.6,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-05",29.7333333333333,32.6266666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-06",37.3833333333333,32.9833333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-08",29.8,33.7866666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-10",30.65,33.1033333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-11",33.1666666666667,32.1466666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-13",38.8333333333333,33.9666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-15",38.0666666666667,34.1033333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-23",29.8833333333333,34.12,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-24",29.4666666666667,33.8833333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-02-26",32.7833333333333,33.8066666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-01",39.4666666666667,33.9333333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-04",25.7833333333333,31.4766666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-06",25.6333333333333,30.6266666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-08",32.75,31.2833333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-10",34.1833333333333,31.5633333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-12",0,23.67,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-14",0,18.5133333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-15",0,13.3866666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-17",0,6.83666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-21",35.0833333333333,7.01666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-23",29.5666666666667,12.93,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-26",35.6833333333333,20.0666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-28",0,20.0666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-03-31",0,20.0666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-04-02",26.5833333333333,18.3666666666667,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-04-04",33.6333333333333,19.18,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-04-06",0,12.0433333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2023-04-09",12,14.4433333333333,"2022-23","Jarrett Allen","Cleveland Cavaliers","C",24,32.6,68
"2019-10-23",15.7666666666667,15.7666666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-10-25",13.7166666666667,14.7416666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-10-27",12.75,14.0777777777778,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-10-30",15.8,14.5083333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-02",26.1833333333333,16.8433333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-04",24.1333333333333,18.5166666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-06",29.9666666666667,21.7666666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-08",22.8333333333333,23.7833333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-10",30.5833333333333,26.74,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-11",22.55,26.0133333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-13",27.3,26.6466666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-15",30.15,26.6833333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-16",28.7166666666667,27.86,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-18",23.9833333333333,26.54,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-20",23.85,26.8,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-23",26.9333333333333,26.7266666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-25",23.9833333333333,25.4933333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-11-27",25.55,24.86,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-01",25.6,25.1833333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-04",28.25,26.0633333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-06",26.45,25.9666666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-08",23.0666666666667,25.7833333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-09",14.65,23.6033333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-11",21.2333333333333,22.73,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-13",17.5666666666667,20.5933333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-18",0,15.3033333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-20",12.7666666666667,13.2433333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-21",14.5,13.2133333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-23",13.7,11.7066666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-26",14.3833333333333,11.07,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-28",23.75,15.82,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2019-12-30",38.3166666666667,20.93,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-01",32.9333333333333,24.6166666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-02",32.2833333333333,28.3333333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-05",28.1333333333333,31.0833333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-07",28.2833333333333,31.99,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-09",30.0333333333333,30.3333333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-11",33.1333333333333,30.3733333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-13",31.8666666666667,30.29,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-15",31.25,30.9133333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-17",35.6,32.3766666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-18",30.5,32.47,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-20",27.2166666666667,31.2866666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-22",24.9666666666667,29.9066666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-24",17.8166666666667,27.22,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-25",28.45,25.79,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-01-27",26.1166666666667,24.9133333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-01",22.1666666666667,23.9033333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-03",17.5666666666667,22.4233333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-05",30.3,24.92,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-08",23.0333333333333,23.8366666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-10",21.2166666666667,22.8566666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-12",15.6833333333333,21.56,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-21",21.5166666666667,22.35,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-23",25.8166666666667,21.4533333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-24",22.1,21.2666666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-26",21.0833333333333,21.24,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-02-28",16.9833333333333,21.5,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-01",25.0166666666667,22.2,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-03",19.0166666666667,20.84,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-04",21.0833333333333,20.6366666666667,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-06",26.6666666666667,21.7533333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-08",20.5333333333333,22.4633333333333,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2020-03-10",18.2,21.1,"2019-20","Jarrett Culver","Minnesota Timberwolves","SF",20,23.9,63
"2013-10-30",22.5,22.5,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-01",27.6666666666667,25.0833333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-02",24.4666666666667,24.8777777777778,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-04",26.8166666666667,25.3625,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-06",18.9,24.07,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-08",25.15,24.6,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-09",36.6,26.3866666666667,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-11",25.2,26.5333333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-13",23.5,25.87,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-15",23.8166666666667,26.8533333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-16",33.65,28.5533333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-20",28.3833333333333,26.91,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-22",32.7,28.41,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-23",17.3666666666667,27.1833333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-27",37.2166666666667,29.8633333333333,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-29",21.9666666666667,27.5266666666667,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
"2013-11-30",23.8333333333333,26.6166666666667,"2013-14","Jarrett Jack","Cleveland Cavaliers","SG",30,28.2,80
