"Date","MP","Rolling_Avg_MP","Season","Player","Team","Position","Age","MPG","G"
"2015-10-28",17.0166666666667,17.0166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-10-30",17.85,17.4333333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-01",24.5833333333333,19.8166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-03",4.46666666666667,15.9791666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-04",32.0333333333333,19.19,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-06",11.8333333333333,18.1533333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-07",22.3666666666667,19.0566666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-09",17.3666666666667,17.6133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-11",15.8333333333333,19.8866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-13",27.3333333333333,18.9466666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-14",31.7,22.92,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-18",13.7666666666667,21.2,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-21",20.5666666666667,21.84,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-23",24.8333333333333,23.64,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-25",17.0833333333333,21.59,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-27",18.4,18.93,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-11-29",21.7833333333333,20.5333333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-01",13.3333333333333,19.0866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-03",6.36666666666667,15.3933333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-05",21.0166666666667,16.18,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-08",0,12.5,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-09",12.3333333333333,10.61,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-11",31.3666666666667,14.2166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-14",22.45,17.4333333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-16",24.8,18.19,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-18",12.15,20.62,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-20",16.7833333333333,21.51,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-21",11.0333333333333,17.4433333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-23",11.8,15.3133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-26",11.1666666666667,12.5866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-28",10.5833333333333,12.2733333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2015-12-30",26.0333333333333,14.1233333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-01",24.9833333333333,16.9133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-02",26.25,19.8033333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-04",25.2333333333333,22.6166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-06",16.4333333333333,23.7866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-08",22.8666666666667,23.1533333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-09",29.7833333333333,24.1133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-14",6.55,20.1733333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-18",26.6833333333333,20.4633333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-20",32.2666666666667,23.63,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-22",24.3,23.9166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-25",24.3,22.82,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-26",37.25,28.96,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-29",26.3166666666667,28.8866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-01-31",39.1333333333333,30.26,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-01",31.4833333333333,31.6966666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-03",25.5666666666667,31.95,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-05",29.3666666666667,30.3733333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-07",33.9333333333333,31.8966666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-08",28.35,29.74,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-10",30.0833333333333,29.46,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-19",27.9666666666667,29.94,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-21",29.6166666666667,29.99,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-23",29.95,29.1933333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-25",30.2333333333333,29.57,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-26",34.25,30.4033333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-02-28",35.9,31.99,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-01",19.1,29.8866666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-02",33.2,30.5366666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-04",15.85,27.66,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-07",36.0333333333333,28.0166666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-08",27.9833333333333,26.4333333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-11",27.3166666666667,28.0766666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-12",32.6833333333333,27.9733333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-15",26.7166666666667,30.1466666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-16",12.8666666666667,25.5133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-18",31.4333333333333,26.2033333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-20",18.25,24.39,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-21",28.7666666666667,23.6066666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-23",28.5333333333333,23.97,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-25",34.7,28.3366666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-26",26.7833333333333,27.4066666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-29",26.6166666666667,29.08,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-03-31",19.6833333333333,27.2633333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-01",31.9666666666667,27.95,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-03",28.7833333333333,26.7666666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-06",32.2833333333333,27.8666666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-08",0,22.5433333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-10",0,18.6066666666667,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-11",0,12.2133333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-04-13",24.4833333333333,11.3533333333333,"2015-16","Aaron Gordon","Orlando Magic","PF",20,23.9,78
"2016-10-26",35.1,35.1,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-10-28",29.15,32.125,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-10-29",25.5666666666667,29.9388888888889,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-01",31.6333333333333,30.3625,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-03",30.7166666666667,30.4333333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-05",24.45,28.3033333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-07",30.4333333333333,28.56,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-09",30.6333333333333,29.5733333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-11",24.5666666666667,28.16,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-13",21.5666666666667,26.33,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-14",22.05,25.85,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-16",26.1666666666667,24.9966666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-19",25.2166666666667,23.9133333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-21",21.1,23.22,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-23",20.4,22.9866666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-25",24.9166666666667,23.56,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-27",31.9666666666667,24.72,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-11-29",18.85,23.4466666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-01",20.8166666666667,23.39,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-02",25.2333333333333,24.3566666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-04",22.1,23.7933333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-06",28.1166666666667,23.0233333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-07",25.65,24.3833333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-09",28.95,26.01,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-10",22.4666666666667,25.4566666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-13",18.25,24.6866666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-14",40.3333333333333,27.13,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-16",28.9166666666667,27.7833333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-18",20.0666666666667,26.0066666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-20",28.0333333333333,27.12,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-22",18.75,27.22,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-23",23.6,23.8733333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-26",34.2166666666667,24.9333333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2016-12-28",25,25.92,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-01",27.6666666666667,25.8466666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-02",31.8333333333333,28.4633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-04",25.0333333333333,28.75,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-06",35.7833333333333,29.0633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-08",24,28.8633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-11",39.2,31.17,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-13",36.2666666666667,32.0566666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-14",39.3166666666667,34.9133333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-16",27.7833333333333,33.3133333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-18",30.85,34.6833333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-20",32.1,33.2633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-22",33.8,32.77,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-24",35.6666666666667,32.04,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-27",22.7666666666667,31.0366666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-29",26.15,30.0966666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-01-30",27.9333333333333,29.2633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-01",31.5333333333333,28.81,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-03",28.2833333333333,27.3333333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-04",25.6333333333333,27.9066666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-07",19.3333333333333,26.5433333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-09",0,20.9566666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-11",0,14.65,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-13",29.4333333333333,14.88,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-15",32.6833333333333,16.29,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-23",29.4833333333333,18.32,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-02-25",23.55,23.03,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-01",23.8166666666667,27.7933333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-03",32.05,28.3166666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-05",34.5333333333333,28.6866666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-06",29.9,28.77,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-08",28.8166666666667,29.8233333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-10",28.2166666666667,30.7033333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-11",30.95,30.4833333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-13",29.05,29.3866666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-16",21.2833333333333,27.6633333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-17",34.1166666666667,28.7233333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-20",31.5833333333333,29.3966666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-22",28.65,28.9366666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-24",29.6666666666667,29.06,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-27",36.2,32.0433333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-29",40.5166666666667,33.3233333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-03-31",36.35,34.2766666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-01",35.4333333333333,35.6333333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-04",32.15,36.13,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-06",32.65,35.42,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-08",37.4833333333333,34.8133333333333,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-10",28.6166666666667,33.2666666666667,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-04-12",34.9,33.16,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80
"2017-10-18",34.2166666666667,34.2166666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-20",0,17.1083333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-21",0,11.4055555555556,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-24",36.6333333333333,17.7125,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-27",25.9333333333333,19.3566666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-29",36.15,19.7433333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-10-30",18.3333333333333,23.41,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-01",34.4,30.29,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-03",29.2833333333333,28.82,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-05",34.2666666666667,30.4866666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-08",36.5333333333333,30.5633333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-10",30.7166666666667,33.04,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-11",29.9833333333333,32.1566666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-13",33.2333333333333,32.9466666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-15",31.55,32.4033333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-18",29.6666666666667,31.03,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-20",35.3333333333333,31.9533333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-22",36.7333333333333,33.3033333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-24",25.7,31.7966666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-25",35.3,32.5466666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-27",39.1333333333333,34.44,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-11-29",43.95,36.1633333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-01",36.5,36.1166666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-03",38.5833333333333,38.6933333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-04",35.4666666666667,38.7266666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-06",45.1666666666667,39.9333333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-08",28.55,36.8533333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-09",0,29.5533333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-13",0,21.8366666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-15",24.8,19.7033333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-17",0,10.67,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-20",0,4.96,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-22",0,4.96,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-23",0,4.96,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-26",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-28",30.0166666666667,6.00333333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2017-12-30",35.85,13.1733333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-01",40.6,21.2933333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-03",32.85,27.8633333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-06",31.6333333333333,34.19,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-09",32.6666666666667,34.72,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-10",29.55,33.46,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-12",38.4166666666667,33.0233333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-16",38.6833333333333,34.19,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-18",35.8,35.0233333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-21",37.65,36.02,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-23",35.2,37.15,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-27",39.9833333333333,37.4633333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-30",0,29.7266666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-01-31",0,22.5666666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-03",0,15.0366666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-05",0,7.99666666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-06",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-08",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-10",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-12",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-14",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-22",24.65,4.93,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-24",31,11.13,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-26",33.2833333333333,17.7866666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-02-28",31.2166666666667,24.03,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-02",35.6166666666667,31.1533333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-03",32.55,32.7333333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-05",32.6666666666667,33.0666666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-07",35.8166666666667,33.5733333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-09",0,27.33,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-10",0,20.2066666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-13",0,13.6966666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-14",0,7.16333333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-16",0,-7.105427357601e-16,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-20",33.8833333333333,6.77666666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-22",27.65,12.3066666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-24",35.6833333333333,19.4433333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-28",31.5333333333333,25.75,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-03-30",37.1833333333333,33.1866666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-01",36.85,33.78,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-03",27.8833333333333,33.8266666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-04",25.6833333333333,31.8266666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-06",0,25.52,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-08",26.9833333333333,23.48,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-09",31.7166666666667,22.4533333333333,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-04-11",12,19.2766666666667,"2017-18","Aaron Gordon","Orlando Magic","PF",22,32.9,58
"2018-10-17",38.3,38.3,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-19",24.9,31.6,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-20",32.1166666666667,31.7722222222222,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-22",38.5833333333333,33.475,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-25",28.4166666666667,32.4633333333333,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-27",30.75,30.9533333333333,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-10-30",34.35,32.8433333333333,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-11-02",23.5666666666667,31.1333333333333,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
"2018-11-04",41.2166666666667,31.66,"2018-19","Aaron Gordon","Orlando Magic","SF",23,33.8,78
