"Date","MP","Rolling_Avg_MP","Season","Player","Team","Position","Age","MPG","G","Travel","Distance","Injury_Indicator","Injury_Severity","Injury_Notes","PG","SG","SF","PF","C","Is_2019_20","Is_2020_21","Is_2021_22","treatment","distance_average","Is_3rd_Game_in_4_Days","Is_4th_Game_in_5_Days","Is_5th_Game_in_7_Days","Season_Phase","Early_Treatment","Mid_Treatment","Late_Treatment","Total_Early_Treatment","Total_Mid_Treatment","Total_Late_Treatment","Rows_In_Phase","Total_Games","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency"
2023-01-16,36.6833333333333,30.3366666666667,"2022-23","Mitchell Robinson","New York Knicks","C",24,27,59,1,488,0,0,"",0,0,0,0,1,0,0,0,0,443.5,1,0,0,"Mid",0,0,0,0,0,0,2,8,0,0,0,0
2014-11-29,36.1166666666667,35.74,"2014-15","Monta Ellis","Dallas Mavericks","SG",29,33.7,80,1,333,0,0,"",0,1,0,0,0,0,0,0,0,767.5,1,0,0,"Early",0,0,0,0,0,0,6,17,0,0,0.2,0.0588235294117647
2022-12-18,28.9333333333333,19.8466666666667,"2022-23","Monte Morris","Washington Wizards","PG",27,27.3,62,0,0,0,0,"",1,0,0,0,0,0,0,0,0,421.5,0,0,0,"Mid",0,0,0,0,0,0,5,12,0,0.2,0,0.0833333333333333
2016-11-12,29.6166666666667,26.0866666666667,"2016-17","Myles Turner","Indiana Pacers","C",20,31.4,81,1,584,0,0,"",0,0,0,0,1,0,0,0,0,584,1,0,0,"Early",0,0,0,0,0,0,6,17,0.166666666666667,0,0,0.0588235294117647
2019-12-29,32.5333333333333,26.51,"2019-20","Nemanja Bjelica","Sacramento Kings","PF",31,27.9,72,1,892,0,0,"",0,0,0,1,0,1,0,0,0,446,1,0,0,"Mid",0,0,0,0,0,0,4,10,0,0,0,0
2015-03-25,33.4,30.13,"2014-15","Nerlens Noel","Philadelphia 76ers","C",20,30.8,75,1,892,0,0,"",0,0,0,0,1,0,0,0,0,622,1,0,0,"Late",0,0,0,0,0,0,7,21,0,0,0,0
2014-03-28,35.4666666666667,36.5966666666667,"2013-14","Nicolas Batum","Portland Trail Blazers","SF",25,36,82,1,586,0,0,"",0,0,1,0,0,0,0,0,0,496,1,1,1,"Late",0,0,0,0,0,0,4,19,0,0,0,0
2016-11-23,22.65,22.7633333333333,"2016-17","Nikola Jokic","Denver Nuggets","C",21,27.9,73,1,379,0,0,"",0,0,0,0,1,0,0,0,0,189.5,1,0,0,"Early",0,0,0,0,0,0,4,15,0,0,0,0
2016-11-10,22.0833333333333,23.04,"2016-17","Nikola Mirotic","Chicago Bulls","PF",25,24,70,1,607,0,0,"",0,0,0,1,0,0,0,0,0,596.5,1,0,1,"Early",0,0,0,0,0,0,5,13,0,0,0,0
2014-11-05,36.2333333333333,35.5333333333333,"2014-15","Nikola Vucevic","Orlando Magic","C",24,34.2,74,1,667,0,0,"",0,0,0,0,1,0,0,0,0,827.5,0,0,0,"Early",0,0,0,0,0,0,4,14,0,0,0,0
2018-11-21,30.35,26.1866666666667,"2018-19","Noah Vonleh","New York Knicks","C",23,25.3,68,1,190,0,0,"",0,0,0,0,1,0,0,0,0,565.5,1,0,0,"Early",0,0,0,0,0,0,5,13,0,0,0.25,0.0769230769230769
2021-01-25,39.5333333333333,24.2,"2020-21","Norman Powell","Portland Trail Blazers","SF",27,32,69,0,0,0,0,"",0,0,1,0,0,0,1,0,0,422,1,0,0,"Early",0,0,0,0,0,0,3,16,0,0,0,0
2014-03-24,16.7666666666667,-4.44089209850063e-16,"2013-14","O.J. Mayo","Milwaukee Bucks","SG",26,25.9,52,1,352,1,23,"sprained right ankle (DNP)",0,1,0,0,0,0,0,0,0,214.5,0,0,0,"Late",0,0,0,0,0,1,2,16,0,0,0.5,0.0625
2019-12-29,26.1833333333333,32.81,"2019-20","OG Anunoby","Toronto Raptors","SF",22,29.9,69,1,432,0,0,"",0,0,1,0,0,1,0,0,0,432,0,0,0,"Mid",0,0,0,0,0,0,5,10,0,0,0,0
2014-04-09,24.25,35.7166666666667,"2013-14","Omer Asik","Houston Rockets","C",27,20.2,48,1,843,0,0,"",0,0,0,0,1,0,0,0,0,1111.5,1,0,0,"Late",0,0,0,0,0,0,7,11,0,-Inf,0,0
2016-03-30,27.9333333333333,35.3566666666667,"2015-16","Otto Porter","Washington Wizards","PF",22,30.3,75,1,77,0,0,"",0,0,0,1,0,0,0,0,0,208,1,0,0,"Late",0,0,0,0,0,0,7,18,0,0,0,0
2021-03-01,30.0333333333333,23.2033333333333,"2020-21","P.J. Washington","Charlotte Hornets","PF",22,30.5,64,1,486,0,0,"",0,0,0,1,0,0,1,0,0,281.5,1,0,0,"Mid",0,0,0,0,0,0,4,15,0,0,0,0
2020-01-18,24.3833333333333,12.02,"2019-20","Pascal Siakam","Toronto Raptors","PF",25,35.2,60,1,692,0,0,"",0,0,0,1,0,1,0,0,0,904,1,0,0,"Mid",0,0,0,0,0,0,2,7,0,0,0,0
2017-11-15,28.2333333333333,28.1933333333333,"2017-18","Patty Mills","San Antonio Spurs","PG",29,25.7,82,1,862,0,0,"",1,0,0,0,0,0,0,0,0,557,0,0,0,"Early",0,0,0,0,0,0,6,14,0,0,0,0
2014-03-22,35.6166666666667,36.72,"2013-14","Paul George","Indiana Pacers","SF",23,36.2,80,1,386,0,0,"",0,0,1,0,0,0,0,0,0,516.5,1,0,0,"Late",0,0,0,0,0,0,5,20,0,0,0,0
2014-03-27,34.9666666666667,36.7633333333333,"2013-14","Paul Millsap","Atlanta Hawks","PF",28,33.5,74,1,906,0,0,"",0,0,0,1,0,0,0,0,0,906,1,1,1,"Late",0,0,0,1,0,0,6,19,0.166666666666667,0,0,0.0526315789473684
2014-04-09,0,25.11,"2013-14","Paul Pierce","Brooklyn Nets","PF",36,28,75,0,0,0,0,"",0,0,0,1,0,0,0,0,1,1026,0,0,0,"Late",0,0,1,1,0,1,7,19,0.25,0,0.285714285714286,0.157894736842105
2014-03-27,0,27.2533333333333,"2013-14","Pero Antic","Atlanta Hawks","C",31,18.5,50,0,0,0,0,"",0,0,0,0,1,0,0,0,1,906,1,1,1,"Late",0,0,1,0,0,1,6,9,0,0,0.5,0.333333333333333
2015-04-13,24.1666666666667,29.2066666666667,"2014-15","Quincy Pondexter","New Orleans Pelicans","SF",26,23.9,75,1,1056,0,0,"",0,0,1,0,0,0,0,0,0,692,1,0,1,"Late",0,0,0,0,1,0,8,17,0,0.166666666666667,0,0.0588235294117647
2021-03-16,40.55,31.8466666666667,"2020-21","R.J. Barrett","New York Knicks","SG",20,34.9,72,1,78,0,0,"",0,1,0,0,0,0,1,0,0,703,1,0,0,"Mid",0,0,0,0,0,0,4,14,0,0,0,0
2014-04-05,0,27,"2013-14","Rajon Rondo","Boston Celtics","PG",27,33.3,30,0,0,0,0,"",1,0,0,0,0,0,0,0,1,394,1,0,1,"Late",0,0,1,0,3,5,5,8,-Inf,1,1,1
2014-04-13,28.3666666666667,45.0833333333333,"2013-14","Ray McCallum","Sacramento Kings","SG",22,19.9,45,1,352,0,0,"",0,1,0,0,0,0,0,0,0,586.5,0,0,0,"Late",0,0,0,1,1,0,7,11,1,0.333333333333333,0,0.181818181818182
2015-10-29,25.25,23.7866666666667,"2015-16","Raymond Felton","Dallas Mavericks","PG",31,27.4,80,1,366,0,0,"",1,0,0,0,0,0,0,0,0,626,0,0,0,"Early",0,0,0,0,0,0,6,17,0,0,0,0
2016-04-06,31.7833333333333,30.74,"2015-16","Reggie Jackson","Detroit Pistons","PG",25,30.7,79,1,201,0,0,"",1,0,0,0,0,0,0,0,0,695,0,0,0,"Late",0,0,0,0,0,0,8,19,0,0,0,0
2014-03-17,23.0333333333333,28.4566666666667,"2013-14","Richard Jefferson","Utah Jazz","SF",33,27,82,1,189,0,0,"",0,0,1,0,0,0,0,0,0,638,1,0,0,"Late",0,0,0,0,0,0,6,21,0,0,0,0
2019-10-26,15.2833333333333,17.4166666666667,"2019-20","Richaun Holmes","Sacramento Kings","C",26,28.2,44,1,530,0,0,"",0,0,0,0,1,1,0,0,0,579.5,1,0,0,"Early",0,0,0,0,0,0,2,6,0,0,0,0
2014-04-05,33.25,29.85,"2013-14","Ricky Rubio","Minnesota Timberwolves","PG",23,32.2,82,1,201,0,0,"",1,0,0,0,0,0,0,0,0,856.5,1,0,1,"Late",0,0,0,0,0,0,7,21,0,0,0,0
2015-04-05,28.9,28.4933333333333,"2014-15","Robert Covington","Philadelphia 76ers","SG",24,27.9,70,1,533,0,0,"",0,1,0,0,0,0,0,0,0,432.5,0,0,0,"Late",0,0,0,0,1,0,5,18,0,0.125,0,0.0555555555555556
2014-03-28,32.6,33.1033333333333,"2013-14","Robin Lopez","Portland Trail Blazers","C",25,31.7,82,1,586,0,0,"",0,0,0,0,1,0,0,0,0,496,1,1,1,"Late",0,0,0,0,0,0,4,19,0,0,0,0
2019-10-28,33.6333333333333,30.775,"2019-20","Rodney Hood","Portland Trail Blazers","SF",27,29.5,21,1,252,0,0,"",0,0,1,0,0,1,0,0,0,845,1,0,0,"Early",0,0,0,0,0,0,4,4,0,-Inf,-Inf,0
2017-12-15,21.4666666666667,29.3633333333333,"2017-18","Rondae Hollis-Jefferson","Brooklyn Nets","PF",23,28.2,68,1,346,0,0,"",0,0,0,1,0,0,0,0,0,173,1,0,0,"Mid",0,0,0,1,0,0,5,11,0.333333333333333,0,0,0.0909090909090909
2014-03-22,20.6166666666667,30.58,"2013-14","Roy Hibbert","Indiana Pacers","C",27,29.7,81,1,386,0,0,"",0,0,0,0,1,0,0,0,0,516.5,1,0,0,"Late",0,0,0,0,0,0,5,20,0,0,0,0
2021-04-13,0,30.0066666666667,"2020-21","Royce O'Neale","Utah Jazz","PF",27,31.6,71,0,0,0,0,"",0,0,0,1,0,0,1,0,1,0,1,0,1,"Late",0,0,1,0,0,1,6,14,0,0,0.166666666666667,0.0714285714285714
2015-10-31,31.05,31.35,"2015-16","Rudy Gay","Sacramento Kings","SF",29,34,70,1,352,0,0,"",0,0,1,0,0,0,0,0,0,176,1,0,0,"Early",0,0,0,0,0,0,6,16,0,0.2,0.2,0.125
2015-04-11,35.0333333333333,34.4966666666667,"2014-15","Rudy Gobert","Utah Jazz","C",22,26.3,82,1,632,0,0,"",0,0,0,0,1,0,0,0,0,316,1,0,0,"Late",0,0,0,0,0,0,6,19,0,0,0,0
2021-03-13,38.3333333333333,26.83,"2020-21","Rui Hachimura","Washington Wizards","PF",22,31.5,57,0,0,0,0,"",0,0,0,1,0,0,1,0,0,381.5,1,0,0,"Mid",0,0,0,0,0,0,6,13,0,0,0,0
2017-11-12,32.6666666666667,31.3366666666667,"2017-18","Ryan Anderson","Houston Rockets","PF",29,26.1,66,1,867,0,0,"",0,0,0,1,0,0,0,0,0,433.5,1,0,0,"Early",0,0,0,0,0,0,3,10,0,0.25,0.333333333333333,0.2
2021-11-13,31.35,32.48,"2021-22","Saddiq Bey","Detroit Pistons","SF",22,33,82,1,190,0,0,"",0,0,1,0,0,0,0,1,0,652.5,1,0,0,"Early",0,0,0,0,0,0,4,13,0,0,0,0
2014-11-19,36.8333333333333,35.3966666666667,"2014-15","Serge Ibaka","Oklahoma City Thunder","PF",25,33.1,64,1,379,0,0,"",0,0,0,1,0,0,0,0,0,621.5,1,0,0,"Early",0,0,0,0,0,0,6,14,0,0,0,0
2022-01-15,40.3666666666667,28.4666666666667,"2021-22","Seth Curry","Brooklyn Nets","SG",31,33.4,64,1,1026,0,0,"",0,1,0,0,0,0,0,1,0,513,1,0,0,"Mid",0,0,0,1,0,0,2,8,0.333333333333333,0,0,0.125
2019-12-27,36.0166666666667,36.2833333333333,"2019-20","Shai Gilgeous-Alexander","Oklahoma City Thunder","SG",21,34.7,70,1,940,0,0,"",0,1,0,0,0,1,0,0,0,470,0,0,0,"Mid",0,0,0,0,0,0,3,10,0,0,0,0
2017-04-12,32.5333333333333,30.7,"2016-17","Skal Labissiere","Sacramento Kings","PF",20,18.5,33,1,352,0,0,"",0,0,0,1,0,0,0,0,0,176,1,0,0,"Late",0,0,0,0,0,0,6,6,-Inf,-Inf,0,0
2016-10-29,26.85,27.05,"2016-17","Solomon Hill","New Orleans Pelicans","SG",25,29.7,80,1,516,0,0,"",0,1,0,0,0,0,0,0,0,258,1,0,0,"Early",0,0,0,0,0,0,7,16,0,0,0,0
2020-01-07,36.0333333333333,31.7466666666667,"2019-20","Spencer Dinwiddie","Brooklyn Nets","PG",26,31.2,64,1,941,0,0,"",1,0,0,0,0,1,0,0,0,941,1,0,0,"Mid",0,0,0,0,0,0,3,9,0,0,0,0
2014-11-26,23.6333333333333,30.5566666666667,"2014-15","Stephen Curry","Golden State Warriors","PG",26,32.7,80,1,201,0,0,"",1,0,0,0,0,0,0,0,0,713,1,0,0,"Early",0,0,0,0,0,0,6,19,0,0,0.125,0.0526315789473684
2015-11-02,19.2,32.7333333333333,"2015-16","Steven Adams","Oklahoma City Thunder","C",22,25.2,80,1,413,0,0,"",0,0,0,0,1,0,0,0,0,736.5,1,0,0,"Early",0,0,0,0,0,0,6,16,0,0,0,0
2017-11-17,38.95,34.2,"2017-18","T.J. Warren","Phoenix Suns","SG",24,33,65,1,366,0,0,"",0,1,0,0,0,0,0,0,0,183,0,0,0,"Early",0,0,0,0,0,0,7,14,0,0,0,0
2016-11-10,22.55,26.65,"2016-17","Taj Gibson","Oklahoma City Thunder","PF",31,25.5,78,1,607,0,0,"",0,0,0,1,0,0,0,0,0,596.5,1,0,1,"Early",0,0,0,0,0,0,6,16,0,0,0.25,0.0625
2017-10-23,36.9666666666667,27.45,"2017-18","Taurean Prince","Atlanta Hawks","SF",23,30,82,1,1091,0,0,"",0,0,1,0,0,0,0,0,0,812,1,0,0,"Early",0,0,0,0,0,0,6,15,0,0,0,0
2014-04-09,17.4,17.0533333333333,"2013-14","Terrence Jones","Houston Rockets","PF",22,27.3,76,1,843,0,0,"",0,0,0,1,0,0,0,0,0,1111.5,1,0,0,"Late",0,0,0,0,0,1,7,20,0,0,0.142857142857143,0.05
2014-11-02,17.15,28.2833333333333,"2014-15","Terrence Ross","Toronto Raptors","SF",23,25.5,82,1,201,0,0,"",0,0,1,0,0,0,0,0,0,627,0,0,0,"Early",0,0,0,0,0,0,6,19,0,0,0,0
2021-03-01,35.2333333333333,37.0333333333333,"2020-21","Terry Rozier","Charlotte Hornets","PG",26,34.5,69,1,486,0,0,"",1,0,0,0,0,0,1,0,0,281.5,1,0,0,"Mid",0,0,0,0,0,0,4,16,0,0,0.166666666666667,0.0625
2014-04-05,38.4166666666667,34.5133333333333,"2013-14","Thaddeus Young","Philadelphia 76ers","C",25,34.4,79,1,268,0,0,"",0,0,0,0,1,0,0,0,0,268,1,0,0,"Late",0,0,0,0,0,0,5,19,0,0,0,0
2014-04-11,16.0666666666667,18.62,"2013-14","Tiago Splitter","San Antonio Spurs","C",29,21.5,59,1,252,0,0,"",0,0,0,0,1,0,0,0,0,557,1,0,0,"Late",0,0,0,0,0,1,5,13,0,0,0.2,0.0769230769230769
2014-04-11,0,25.52,"2013-14","Tim Duncan","San Antonio Spurs","PF",37,29.2,74,0,0,0,0,"",0,0,0,1,0,0,0,0,1,862,1,0,0,"Late",0,0,1,3,1,3,6,19,0.375,0.2,0.5,0.368421052631579
2015-11-07,25.55,29.9033333333333,"2015-16","Tobias Harris","Detroit Pistons","PF",23,33.1,76,1,871,0,0,"",0,0,0,1,0,0,0,0,0,861,1,1,1,"Early",0,0,0,0,0,0,4,18,0,0,0.111111111111111,0.0555555555555556
2018-12-19,21.6,28.5833333333333,"2018-19","Tomas Satoransky","Washington Wizards","PG",27,27.1,80,1,701,0,0,"",1,0,0,0,0,0,0,0,0,622.5,1,0,0,"Mid",0,0,0,0,0,0,6,15,0,0,0,0
2014-11-01,33.75,33.2166666666667,"2014-15","Tony Allen","Memphis Grizzlies","SF",33,26.2,63,1,430,0,0,"",0,0,1,0,0,0,0,0,0,408,1,0,0,"Early",0,0,0,0,0,0,3,13,0,0,0.166666666666667,0.0769230769230769
2017-10-21,34.4833333333333,29.4833333333333,"2017-18","Tony Snell","Milwaukee Bucks","SG",26,27.4,75,0,0,0,0,"",0,1,0,0,0,0,0,0,0,430.5,1,0,0,"Early",0,0,0,0,0,0,3,12,0,0,0,0
2014-04-05,30.7166666666667,11.9233333333333,"2013-14","Tony Wroten","Philadelphia 76ers","SG",20,24.5,72,1,268,0,0,"",0,1,0,0,0,0,0,0,0,268,1,0,0,"Late",0,0,0,0,0,0,4,16,0,0,0,0
2014-04-05,29.7166666666667,33.3966666666667,"2013-14","Trevor Ariza","Washington Wizards","SF",28,35.4,77,1,204,0,0,"",0,0,1,0,0,0,0,0,0,204,1,0,0,"Late",0,0,0,0,0,0,6,18,0,0,0,0
2014-03-17,36.0666666666667,33.8733333333333,"2013-14","Trey Burke","Utah Jazz","PG",21,32.3,70,1,189,0,0,"",1,0,0,0,0,0,0,0,0,638,1,0,0,"Late",0,0,0,0,0,0,6,17,0,0,0,0
2014-04-05,30.2166666666667,27.3133333333333,"2013-14","Tristan Thompson","Cleveland Cavaliers","PF",22,31.6,82,1,554,0,0,"",0,0,0,1,0,0,0,0,0,480,1,0,0,"Late",0,0,0,0,0,0,8,20,0,0,0,0
2014-12-14,38.5,40.0233333333333,"2014-15","Ty Lawson","Denver Nuggets","PG",27,35.5,75,1,875,0,0,"",1,0,0,0,0,0,0,0,0,875,0,0,0,"Early",0,0,0,0,0,0,6,21,0,0,0.375,0.142857142857143
2015-04-08,26.7166666666667,31.6966666666667,"2014-15","Tyreke Evans","New Orleans Pelicans","PG",25,34.1,79,1,348,0,0,"",1,0,0,0,0,0,0,0,0,1205,0,0,0,"Late",0,0,0,0,0,1,8,20,0,0,0.125,0.05
2022-11-19,33.9666666666667,34.93,"2022-23","Tyrese Haliburton","Indiana Pacers","PG",22,33.6,56,1,867,0,0,"",1,0,0,0,0,0,0,0,0,897,1,0,0,"Early",0,0,0,0,0,0,5,10,0,0,0,0
2023-02-11,33.6666666666667,26.5933333333333,"2022-23","Tyrese Maxey","Philadelphia 76ers","SG",22,33.6,60,1,78,0,0,"",0,1,0,0,0,0,0,0,0,173,1,0,0,"Late",0,0,0,0,1,0,5,9,0,0.5,0,0.111111111111111
2014-11-07,29.8333333333333,28.2,"2014-15","Tyson Chandler","Dallas Mavericks","C",32,30.5,75,1,632,0,0,"",0,0,0,0,1,0,0,0,0,1132.5,0,0,0,"Early",0,0,0,0,0,0,6,16,0,0.166666666666667,0.25,0.125
2016-10-30,31.8166666666667,28.0833333333333,"2016-17","Vince Carter","Memphis Grizzlies","SG",40,24.6,73,1,955,0,0,"",0,1,0,0,0,0,0,0,0,955,0,0,0,"Early",0,0,0,0,0,0,5,15,0,0,0,0
2015-11-14,13.3,14.2833333333333,"2015-16","Wayne Ellington","Brooklyn Nets","SG",28,21.3,76,1,77,0,0,"",0,1,0,0,0,0,0,0,0,840.5,1,0,0,"Early",0,0,0,0,0,0,5,14,0,0,0,0
2019-12-14,36.2333333333333,31.03,"2019-20","Wendell Carter Jr.","Chicago Bulls","C",20,29.2,43,0,0,0,0,"",0,0,0,0,1,1,0,0,0,0,1,0,1,"Mid",0,0,0,0,0,0,2,5,0,0,-Inf,0
2014-04-14,37.9166666666667,31.6366666666667,"2013-14","Wesley Johnson","Los Angeles Lakers","SF",26,28.4,79,1,582,0,0,"",0,0,1,0,0,0,0,0,0,291,1,0,0,"Late",0,0,0,0,0,0,6,18,0,0,0,0
2014-03-28,30.8333333333333,34.6033333333333,"2013-14","Wesley Matthews","Portland Trail Blazers","SG",27,33.9,82,1,586,0,0,"",0,1,0,0,0,0,0,0,0,496,1,1,1,"Late",0,0,0,0,0,0,4,19,0,0,0,0
2020-01-12,31.9666666666667,27.4066666666667,"2019-20","Will Barton","Denver Nuggets","SF",29,33,58,0,0,0,0,"",0,0,1,0,0,1,0,0,0,330,0,0,0,"Mid",0,0,0,0,0,0,6,9,0,0,0,0
2016-04-02,38.7333333333333,27.11,"2015-16","Willie Cauley-Stein","Sacramento Kings","C",22,21.4,66,1,892,0,0,"",0,0,0,0,1,0,0,0,0,446,1,0,1,"Late",0,0,0,0,0,0,5,14,0,0,0,0
2014-12-14,36.0333333333333,33.27,"2014-15","Wilson Chandler","Denver Nuggets","SF",27,31.7,78,1,875,0,0,"",0,0,1,0,0,0,0,0,0,875,0,0,0,"Early",0,0,0,0,0,0,6,20,0,0,0.142857142857143,0.05
2015-04-11,44.75,39.5833333333333,"2014-15","Zach LaVine","Minnesota Timberwolves","PG",19,24.7,77,1,339,0,0,"",1,0,0,0,0,0,0,0,0,580,1,1,0,"Late",0,0,0,0,0,0,7,17,0,0,0,0
2014-11-01,28.8,34.6166666666667,"2014-15","Zach Randolph","Memphis Grizzlies","PF",33,32.5,71,1,430,0,0,"",0,0,0,1,0,0,0,0,0,408,1,0,0,"Early",0,0,0,0,0,0,4,17,0,0,0.2,0.117647058823529
2015-03-18,17.3,25.76,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73,1,904,0,0,"",0,0,0,0,1,0,0,0,0,626,0,0,0,"Late",0,0,0,0,0,0,7,18,0,0,0,0
2016-10-29,25.5666666666667,35.1,"2016-17","Aaron Gordon","Orlando Magic","PF",21,28.7,80,1,96,0,0,"",0,0,0,1,0,0,0,0,0,530,1,0,0,"Early",0,0,0,0,0,0,6,15,0,0,0,0
2015-10-31,33.7333333333333,31.1333333333333,"2015-16","Al-Farouq Aminu","Portland Trail Blazers","SF",25,28.5,82,1,1001,0,0,"",0,0,1,0,0,0,0,0,0,1001,1,0,0,"Early",0,0,0,0,0,0,7,19,0,0,0,0
2015-04-08,33.2,21.8,"2014-15","Al Horford","Atlanta Hawks","C",28,30.5,76,1,748,0,0,"",0,0,0,0,1,0,0,0,0,374,0,0,0,"Late",0,0,0,0,1,3,7,21,0,0.142857142857143,0.571428571428571,0.238095238095238
2014-03-31,28,33.1133333333333,"2013-14","Al Jefferson","Charlotte Hornets","C",29,35,73,1,464,0,0,"",0,0,0,0,1,0,0,0,0,232,1,0,0,"Late",0,0,0,0,0,0,6,21,0,0,0,0
2015-11-23,6.36666666666667,18.3866666666667,"2015-16","Alex Len","Phoenix Suns","C",22,23.3,78,1,516,0,0,"",0,0,0,0,1,0,0,0,0,797,1,0,0,"Early",0,0,0,0,0,0,5,14,0,0,0,0
2014-04-12,16.1833333333333,16.4566666666667,"2013-14","Anderson Varejao","Cleveland Cavaliers","C",31,27.7,65,1,340,1,4,"DNP",0,0,0,0,1,0,0,0,0,340,1,0,0,"Late",0,0,0,0,0,0,4,15,0,0,0,0
2014-04-09,29.3,33.2766666666667,"2013-14","Andre Drummond","Detroit Pistons","C",20,32.3,81,1,554,0,0,"",0,0,0,0,1,0,0,0,0,577,0,0,0,"Late",0,0,0,0,0,0,6,20,0,0,0,0
2015-11-05,14.8166666666667,19.5333333333333,"2015-16","Andre Roberson","Oklahoma City Thunder","SG",24,22.2,70,1,689,0,0,"",0,1,0,0,0,0,0,0,0,551,1,1,1,"Early",0,0,0,0,0,0,6,15,0.166666666666667,0,0.142857142857143,0.133333333333333
2015-11-10,0,31.1033333333333,"2015-16","Andrew Wiggins","Minnesota Timberwolves","SG",20,35.1,81,0,0,0,0,"",0,1,0,0,0,0,0,0,1,586,1,0,0,"Early",1,0,0,1,0,0,4,14,0.25,0,0,0.0714285714285714
2022-12-04,35.7166666666667,41.3,"2022-23","Anfernee Simons","Portland Trail Blazers","SG",23,35,62,1,632,0,0,"",0,1,0,0,0,0,0,0,0,607,0,0,0,"Early",0,0,0,0,0,0,4,9,0,0,0,0
2014-11-04,36.8,39.5666666666667,"2014-15","Anthony Davis","New Orleans Pelicans","PF",21,36.1,68,1,348,0,0,"",0,0,0,1,0,0,0,0,0,348,1,0,0,"Early",0,0,0,0,0,0,7,17,0,0,0,0
2014-11-26,34.65,35.32,"2014-15","Arron Afflalo","Portland Trail Blazers","SG",29,32.1,78,1,587,0,0,"",0,1,0,0,0,0,0,0,0,715,1,0,0,"Early",0,0,0,0,0,0,6,20,0,0,0,0
2016-04-13,30.95,9.77666666666667,"2015-16","Austin Rivers","Los Angeles Clippers","SG",23,21.9,67,1,366,0,0,"",0,1,0,0,0,0,0,0,0,183,1,0,0,"Late",0,0,0,0,0,0,6,17,0,0,0,0
2014-04-12,31.1833333333333,9.71,"2013-14","Avery Bradley","Boston Celtics","SG",23,30.9,60,1,551,0,0,"",0,1,0,0,0,0,0,0,0,744.5,1,0,0,"Late",0,0,0,0,0,0,3,14,0,0,0,0
2021-04-14,30.3333333333333,31.48,"2020-21","Bam Adebayo","Miami Heat","C",23,33.5,64,1,587,0,0,"",0,0,0,0,1,0,1,0,0,794,1,0,0,"Late",0,0,0,0,0,0,6,12,0,0,0.333333333333333,0.166666666666667
2014-11-03,19.4666666666667,29.0833333333333,"2014-15","Ben McLemore","Sacramento Kings","SG",21,32.6,82,1,843,0,0,"",0,1,0,0,0,0,0,0,0,597.5,1,0,0,"Early",0,0,0,0,0,0,4,18,0,0,0,0
2018-12-17,29.4333333333333,35.62,"2018-19","Ben Simmons","Philadelphia 76ers","PG",22,34.2,79,1,1256,0,0,"",1,0,0,0,0,0,0,0,0,807,1,0,0,"Mid",0,0,0,1,0,0,3,13,0.2,0,0.2,0.153846153846154
2021-01-09,21.1666666666667,27.1733333333333,"2020-21","Bismack Biyombo","Charlotte Hornets","C",28,20.4,66,1,637,0,0,"",0,0,0,0,1,0,1,0,0,524.5,1,0,0,"Early",0,0,0,0,0,0,5,15,0,0,0,0
2014-11-20,29.9833333333333,34.4466666666667,"2014-15","Blake Griffin","Los Angeles Clippers","PF",25,35.2,67,1,201,0,0,"",0,0,0,1,0,0,0,0,0,1205.5,1,0,0,"Early",0,0,0,0,0,0,7,17,0,0,0,0
2021-02-27,27.7333333333333,28.64,"2020-21","Bogdan Bogdanovic","Atlanta Hawks","SG",28,29.7,44,0,0,0,0,"",0,1,0,0,0,0,1,0,0,0,1,0,0,"Mid",0,0,0,0,0,0,4,14,0,0,0,0
2015-10-31,33.7833333333333,28.7333333333333,"2015-16","Bojan Bogdanovic","Brooklyn Nets","SF",26,26.8,79,1,631,0,0,"",0,0,1,0,0,0,0,0,0,1107.5,1,0,0,"Early",0,0,0,0,0,0,5,14,0,0,0,0
2014-04-12,36.9,38.2833333333333,"2013-14","Bradley Beal","Washington Wizards","SG",20,34.7,73,1,762,0,0,"",0,1,0,0,0,0,0,0,0,762,1,0,0,"Late",0,0,0,0,0,0,6,17,0,0,0,0
2014-04-12,34.4,28.7466666666667,"2013-14","Brandon Bass","Boston Celtics","PF",28,27.6,82,1,551,0,0,"",0,0,0,1,0,0,0,0,0,744.5,1,0,0,"Late",0,0,0,0,0,0,6,20,0,0,0,0
2017-11-09,35.0166666666667,34.8566666666667,"2017-18","Brandon Ingram","Los Angeles Lakers","PF",20,33.5,59,1,394,0,0,"",0,0,0,1,0,0,0,0,0,1497.5,0,0,0,"Early",0,0,0,0,0,0,6,9,0,0,0,0
2014-04-09,31.2166666666667,28.86,"2013-14","Brandon Jennings","Detroit Pistons","PG",24,34.1,80,1,554,0,0,"",1,0,0,0,0,0,0,0,0,577,0,0,0,"Late",0,0,0,0,0,0,6,20,0,0,0,0
2014-04-05,33.0333333333333,39.8533333333333,"2013-14","Brandon Knight","Milwaukee Bucks","PG",22,33.3,72,1,86,0,0,"",1,0,0,0,0,0,0,0,0,637.5,1,0,0,"Late",0,0,0,0,0,0,6,17,0,0,0.166666666666667,0.0588235294117647
