"Player","Season","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency","Early_Quantile","Mid_Quantile","Late_Quantile","Total_Quantile","Injury_Frequency","Games_Missed_Frequency"
"Giannis Antetokounmpo","2018-19",0.25,0,0.6,0.333333333333333,"Q2","Q1","Q3","Q3",0.0555555555555556,0.0609756097560976
"Giannis Antetokounmpo","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.087719298245614,0.123076923076923
"Giannis Antetokounmpo","2020-21",0.25,0.5,0.4,0.363636363636364,"Q2","Q3","Q3","Q3",0.0327868852459016,0.0972222222222222
"Giannis Antetokounmpo","2021-22",0,0.333333333333333,0.4,0.272727272727273,"Q1","Q3","Q3","Q3",0.104477611940299,0.134146341463415
"Giannis Antetokounmpo","2022-23",0.666666666666667,0,0,0.2,"Q3","Q1","Q1","Q3",0.111111111111111,0.182926829268293
"Glenn Robinson","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Goran Dragic","2013-14",0,0,0.4,0.117647058823529,"Q1","Q1","Q3","Q2",0.0263157894736842,0.0365853658536585
"Goran Dragic","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0416666666666667,0.121951219512195
"Goran Dragic","2016-17",0,0,0.166666666666667,0.0833333333333333,"Q1","Q1","Q2","Q2",0.0547945205479452,0.0975609756097561
"Goran Dragic","2017-18",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.04,0.0609756097560976
"Gordon Hayward","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.012987012987013,0.0609756097560976
"Gordon Hayward","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0394736842105263,0.0609756097560976
"Gordon Hayward","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Gordon Hayward","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0410958904109589,0.0365853658536585
"Gordon Hayward","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0888888888888889,0.296875
"Gordon Hayward","2020-21",0.166666666666667,0,-Inf,0.111111111111111,"Q2","Q1",NA,"Q2",0.0681818181818182,0.361111111111111
"Gordon Hayward","2021-22",0,0.333333333333333,-Inf,0.111111111111111,"Q1","Q3",NA,"Q2",0.0612244897959184,0.378048780487805
"Gordon Hayward","2022-23",0,0.25,0,0.111111111111111,"Q1","Q2","Q1","Q2",0.08,0.365853658536585
"Gorgui Dieng","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0136986301369863,0.0975609756097561
"Gorgui Dieng","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Gorgui Dieng","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Grayson Allen","2020-21",0,0.25,0,0.1,"Q1","Q2","Q1","Q2",0.1,0.222222222222222
"Grayson Allen","2021-22",0,0,0.75,0.333333333333333,"Q1","Q1","Q3","Q3",0.0909090909090909,0.146341463414634
"Grayson Allen","2022-23",0,0.333333333333333,0,0.0909090909090909,"Q1","Q3","Q1","Q2",0.0694444444444444,0.0975609756097561
"Greg Monroe","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Greg Monroe","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0144927536231884,0.134146341463415
"Greg Monroe","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0126582278481013,0.024390243902439
"Harrison Barnes","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Harrison Barnes","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0151515151515152,0.195121951219512
"Harrison Barnes","2017-18",0,0,0.333333333333333,0.133333333333333,"Q1","Q1","Q3","Q3",0.025974025974026,0.0365853658536585
"Harrison Barnes","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Harrison Barnes","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Harrison Barnes","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0344827586206897,0.180555555555556
"Harrison Barnes","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.012987012987013,0.0609756097560976
"Harrison Barnes","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Hassan Whiteside","2014-15",0,0,1,0.285714285714286,"Q1","Q1","Q3","Q3",0.125,0.159420289855072
"Hassan Whiteside","2015-16",0,0.2,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0.0273972602739726,0.0853658536585366
"Hassan Whiteside","2016-17",0,0.333333333333333,0,0.0714285714285714,"Q1","Q3","Q1","Q2",0.012987012987013,0.0487804878048781
"Hassan Whiteside","2017-18",0,0.2,0,0.1,"Q1","Q2","Q1","Q2",0.0555555555555556,0.329268292682927
"Hassan Whiteside","2018-19",0,0,0.25,0.1,"Q1","Q1","Q2","Q2",0.0555555555555556,0.109756097560976
"Hassan Whiteside","2019-20",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0491803278688525,0.0606060606060606
"Henry Sims","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Herb Jones","2021-22",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Herb Jones","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Hollis Thompson","2013-14",0.166666666666667,0,0,0.0526315789473684,"Q2","Q1","Q1","Q2",0.012987012987013,0.0365853658536585
"Ian Mahinmi","2015-16",0.166666666666667,0.5,0,0.142857142857143,"Q2","Q3","Q1","Q3",0.0704225352112676,0.0975609756097561
"Ian Mahinmi","2019-20",1,0,0,0.166666666666667,"Q3","Q1","Q1","Q3",0,0
"Iman Shumpert","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0405405405405405,0.0975609756097561
"Iman Shumpert","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0483870967741935,0.261904761904762
"Isaac Bonga","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0172413793103448,0.015625
"Isaac Okoro","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0149253731343284,0.0694444444444444
"Isaac Okoro","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0447761194029851,0.182926829268293
"Isaiah Canaan","2015-16",0,0.2,0,0.0555555555555556,"Q1","Q2","Q1","Q2",0.012987012987013,0.0365853658536585
"Isaiah Canaan","2016-17",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0769230769230769,0.0853658536585366
"Isaiah Stewart II","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Isaiah Stewart II","2022-23",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0,0
"Isaiah Thomas","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0138888888888889,0.121951219512195
"Isaiah Thomas","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ish Smith","2016-17",0,0.333333333333333,0,0.0588235294117647,"Q1","Q3","Q1","Q2",0,0
"Ish Smith","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ivica Zubac","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ivica Zubac","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ivica Zubac","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0263157894736842,0.0731707317073171
"Ivica Zubac","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0394736842105263,0.0731707317073171
"J.J. Hickson","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"J.J. Redick","2013-14",0,0,1,0.125,"Q1","Q1","Q3","Q3",0,0
"J.J. Redick","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"J.J. Redick","2016-17",0.2,0,0.142857142857143,0.117647058823529,"Q2","Q1","Q2","Q2",0,0
"J.J. Redick","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"J.J. Redick","2019-20",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0,0
"J.R. Smith","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"J.R. Smith","2016-17",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0,0
"J.R. Smith","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ja Morant","2019-20",1,0,0,0.125,"Q3","Q1","Q1","Q3",0,0
"Ja Morant","2020-21",0,0,0.125,0.0666666666666667,"Q1","Q1","Q2","Q2",0,0
"Ja Morant","2022-23",0.333333333333333,0.25,0.666666666666667,0.4,"Q3","Q2","Q3","Q3",0.0983606557377049,0.0731707317073171
"JaKarr Sampson","2014-15",0.25,0,0,0.05,"Q2","Q1","Q1","Q2",0.0135135135135135,0.0609756097560976
"JaMychal Green","2017-18",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0727272727272727,0.304878048780488
"JaVale McGee","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0133333333333333,0.0853658536585366
"JaVale McGee","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0163934426229508,0.0317460317460317
"Jabari Parker","2015-16",0.166666666666667,0,0,0.0526315789473684,"Q2","Q1","Q1","Q2",0.0131578947368421,0.0121951219512195
"Jabari Smith Jr.","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0126582278481013,0.024390243902439
"Jaden Ivey","2022-23",0.142857142857143,0,0,0.0769230769230769,"Q2","Q1","Q1","Q2",0.0405405405405405,0.0853658536585366
"Jae Crowder","2015-16",0,0,0.2,0.0588235294117647,"Q1","Q1","Q2","Q2",0.0136986301369863,0.0975609756097561
"Jae Crowder","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0277777777777778,0.121951219512195
"Jae Crowder","2019-20",0,0.5,0,0.25,"Q1","Q3","Q1","Q3",0.0517241379310345,0.0606060606060606
"Jae Crowder","2020-21",0,0,0.333333333333333,0.0769230769230769,"Q1","Q1","Q3","Q2",0.0333333333333333,0.152777777777778
"Jae Crowder","2021-22",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0746268656716418,0.158536585365854
"Jae'Sean Tate","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0142857142857143,0.0277777777777778
"Jae'Sean Tate","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0487804878048781
"Jahlil Okafor","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0754716981132075,0.317073170731707
"Jakob Poeltl","2020-21",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Jakob Poeltl","2021-22",0,0.142857142857143,0.666666666666667,0.230769230769231,"Q1","Q2","Q3","Q3",0,0
"Jakob Poeltl","2022-23",0.2,0.25,0,0.166666666666667,"Q2","Q2","Q1","Q3",0,0
"Jalen Brunson","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jalen Brunson","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0379746835443038,0.0365853658536585
"Jalen Brunson","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0735294117647059,0.121951219512195
"Jalen Duren","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0597014925373134,0.182926829268293
"Jalen Green","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0149253731343284,0.170731707317073
"Jalen Green","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0263157894736842,0.0609756097560976
"Jalen Suggs","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.104166666666667,0.402439024390244
"Jalen Williams","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0133333333333333,0.024390243902439
"Jamal Murray","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0121951219512195,0
"Jamal Murray","2017-18",0,0.142857142857143,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0,0
"Jamal Murray","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0133333333333333,0.0731707317073171
"Jamal Murray","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0181818181818182,0.153846153846154
"Jamal Murray","2020-21",0.333333333333333,0,-Inf,0.142857142857143,"Q3","Q1",NA,"Q3",0.0625,0.305555555555556
"Jamal Murray","2022-23",1,0.5,0.333333333333333,0.5,"Q3","Q3","Q3","Q3",0.0615384615384615,0.121951219512195
"Jameer Nelson","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"James Anderson","2013-14",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0,0
"James Ennis","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"James Ennis","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"James Harden","2013-14",0.166666666666667,0,0,0.0555555555555556,"Q2","Q1","Q1","Q2",0.0547945205479452,0.0853658536585366
"James Harden","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"James Harden","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"James Harden","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"James Harden","2017-18",0,0,0.285714285714286,0.153846153846154,"Q1","Q1","Q3","Q3",0.0277777777777778,0.0975609756097561
"James Harden","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0487804878048781
"James Harden","2019-20",0,0.25,0,0.125,"Q1","Q2","Q1","Q3",0.0163934426229508,0.03125
"James Harden","2020-21",0,0.333333333333333,1,0.333333333333333,"Q1","Q3","Q3","Q3",0.0909090909090909,0.323529411764706
"James Harden","2021-22",0,0.333333333333333,0.6,0.307692307692308,"Q1","Q3","Q3","Q3",0.0461538461538462,0.168674698795181
"James Harden","2022-23",0,0.5,0.5,0.428571428571429,"Q1","Q3","Q3","Q3",0.0689655172413793,0.24390243902439
"James Johnson","2016-17",-Inf,1,0.166666666666667,0.285714285714286,NA,"Q3","Q2","Q3",0.0344827586206897,0
"James Johnson","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0487804878048781,0
"James Johnson","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.038961038961039,0
"Jared Dudley","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jared Sullinger","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0405405405405405,0.0731707317073171
"Jarell Martin","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0410958904109589,0.0731707317073171
"Jaren Jackson, Jr.","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jaren Jackson, Jr.","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jaren Jackson, Jr.","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jaren Jackson, Jr.","2022-23",1,0.2,0.25,0.3,"Q3","Q2","Q2","Q3",0,0
"Jarred Vanderbilt","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0540540540540541,0.0975609756097561
"Jarrett Allen","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Jarrett Allen","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jarrett Allen","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0317460317460317,0.136986301369863
"Jarrett Allen","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0714285714285714,0.304878048780488
"Jarrett Allen","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0735294117647059,0.170731707317073
"Jarrett Culver","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0158730158730159,0.015625
"Jarrett Jack","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Jason Smith","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jason Terry","2015-16",0.142857142857143,0.25,0,0.117647058823529,"Q2","Q2","Q1","Q2",0,0
"Jason Thompson","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jason Thompson","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jaxson Hayes","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jaylen Brown","2017-18",0.333333333333333,0.2,0.2,0.230769230769231,"Q3","Q2","Q2","Q3",0.0428571428571429,0.109756097560976
"Jaylen Brown","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.14,0.21875
"Jaylen Brown","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.120689655172414,0.180555555555556
"Jaylen Brown","2021-22",0.5,0,0.2,0.181818181818182,"Q3","Q1","Q2","Q3",0.0454545454545455,0.170731707317073
"Jaylen Brown","2022-23",0.4,0.5,0.25,0.363636363636364,"Q3","Q3","Q2","Q3",0.0746268656716418,0.121951219512195
"Jaylin Williams","2022-23",-Inf,0.333333333333333,0,0.111111111111111,NA,"Q3","Q1","Q2",0,0
"Jayson Tatum","2017-18",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0125,0.0121951219512195
"Jayson Tatum","2018-19",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0253164556962025,0.024390243902439
"Jayson Tatum","2019-20",0,0.2,0.5,0.222222222222222,"Q1","Q2","Q3","Q3",0.0169491525423729,0.046875
"Jayson Tatum","2020-21",0,0.166666666666667,0.4,0.214285714285714,"Q1","Q2","Q3","Q3",0.015625,0.0694444444444444
"Jayson Tatum","2021-22",0,0,0.4,0.133333333333333,"Q1","Q1","Q3","Q3",0.0131578947368421,0.0487804878048781
"Jayson Tatum","2022-23",0,0,0.6,0.25,"Q1","Q1","Q3","Q3",0.027027027027027,0.024390243902439
"Jeff Green","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jeff Green","2018-19",0.333333333333333,0,0,0.0666666666666667,"Q3","Q1","Q1","Q2",0.012987012987013,0.0121951219512195
"Jeff Green","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0294117647058824,0.0555555555555556
"Jeff Green","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jeff Teague","2013-14",0,0,0.125,0.05,"Q1","Q1","Q2","Q2",0.0253164556962025,0.024390243902439
"Jeff Teague","2014-15",0,0,0.5,0.166666666666667,"Q1","Q1","Q3","Q3",0.0273972602739726,0.0609756097560976
"Jeff Teague","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0253164556962025,0.0365853658536585
"Jeff Teague","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jeff Teague","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0428571428571429,0.146341463414634
"Jeff Teague","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.119047619047619,0.475609756097561
"Jerami Grant","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.038961038961039,0.0609756097560976
"Jerami Grant","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Jerami Grant","2020-21",0,0.25,0.666666666666667,0.25,"Q1","Q2","Q3","Q3",0.0925925925925926,0.194444444444444
"Jerami Grant","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.106382978723404,0.414634146341463
"Jerami Grant","2022-23",0.2,0.25,0,0.181818181818182,"Q2","Q2","Q1","Q3",0.0317460317460317,0.195121951219512
"Jeremiah Robinson-Earl","2021-22",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0408163265306122,0.365853658536585
"Jeremy Lamb","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0126582278481013,0.0365853658536585
"Jeremy Lamb","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0869565217391304,0.292307692307692
"Jeremy Lin","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0422535211267606,0.121951219512195
"Jeremy Lin","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.138888888888889,0.548780487804878
"Jeremy Sochan","2022-23",0,0.25,1,0.272727272727273,"Q1","Q2","Q3","Q3",0.107142857142857,0.25609756097561
"Jerian Grant","2016-17",0,0.2,0,0.1,"Q1","Q2","Q1","Q2",0,0
"Jerryd Bayless","2017-18",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0512820512820513,0.158536585365854
"Jimmy Butler","2013-14",0,0.2,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0.0447761194029851,0.170731707317073
"Jimmy Butler","2014-15",0,0,0.5,0.0625,"Q1","Q1","Q3","Q2",0.0615384615384615,0.170731707317073
"Jimmy Butler","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0447761194029851,0.182926829268293
"Jimmy Butler","2017-18",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0508474576271186,0.280487804878049
"Jimmy Butler","2018-19",0.666666666666667,0,0,0.25,"Q3","Q1","Q1","Q3",0.123076923076923,0.148148148148148
"Jimmy Butler","2019-20",0,0.25,0,0.111111111111111,"Q1","Q2","Q1","Q2",0.0925925925925926,0.0923076923076923
"Jimmy Butler","2020-21",-Inf,0.25,0,0.125,NA,"Q2","Q1","Q3",0.115384615384615,0.25
"Jimmy Butler","2021-22",0,0.25,0.6,0.333333333333333,"Q1","Q2","Q3","Q3",0.12280701754386,0.24390243902439
"Jimmy Butler","2022-23",0.333333333333333,1,0.166666666666667,0.363636363636364,"Q3","Q3","Q2","Q3",0.09375,0.158536585365854
"Joakim Noah","2013-14",0.166666666666667,0,0,0.0588235294117647,"Q2","Q1","Q1","Q2",0.0125,0.0121951219512195
"Joakim Noah","2014-15",0.166666666666667,0,0,0.0625,"Q2","Q1","Q1","Q2",0.0895522388059701,0.158536585365854
"Jodie Meeks","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.012987012987013,0.0609756097560976
"Joe Harris","2018-19",0,0.2,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0.0394736842105263,0.0487804878048781
"Joe Harris","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0317460317460317,0.015625
"Joe Harris","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0144927536231884,0.0277777777777778
"Joe Ingles","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Joe Ingles","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Joe Ingles","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Joe Ingles","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0,0
"Joe Johnson","2013-14",0,0,0.142857142857143,0.05,"Q1","Q1","Q2","Q2",0.0253164556962025,0.024390243902439
"Joe Johnson","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Joe Johnson","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Joel Embiid","2017-18",1,0.5,0,0.4,"Q3","Q3","Q1","Q3",0.0793650793650794,0.170731707317073
"Joel Embiid","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.09375,0.158536585365854
"Joel Embiid","2019-20",0.333333333333333,0.25,0,0.25,"Q3","Q2","Q1","Q3",0.113636363636364,0.261538461538462
"Joel Embiid","2020-21",0.2,-Inf,0.166666666666667,0.181818181818182,"Q2",NA,"Q2","Q3",0.176470588235294,0.236111111111111
"Joel Embiid","2021-22",0,0,0.333333333333333,0.2,"Q1","Q1","Q3","Q3",0.0441176470588235,0.134146341463415
"Joel Embiid","2022-23",0,0,0.2,0.111111111111111,"Q1","Q1","Q2","Q2",0.0757575757575758,0.146341463414634
"John Collins","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"John Collins","2019-20",0,0.333333333333333,0,0.142857142857143,"Q1","Q3","Q1","Q3",0,0
"John Collins","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"John Collins","2021-22",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0,0
"John Collins","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"John Henson","2017-18",0,0,0.333333333333333,0.0714285714285714,"Q1","Q1","Q3","Q2",0.0394736842105263,0.0609756097560976
"John Wall","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"John Wall","2014-15",0,0,0.166666666666667,0.0526315789473684,"Q1","Q1","Q2","Q2",0,0
"John Wall","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"John Wall","2016-17",0.333333333333333,0,0,0.125,"Q3","Q1","Q1","Q3",0,0
"John Wall","2017-18",-Inf,0,1,0.4,NA,"Q1","Q3","Q3",0,0
"John Wall","2020-21",-Inf,0,-Inf,0,NA,"Q1",NA,"Q1",0,0
"Jon Leuer","2016-17",0,0.5,0,0.0625,"Q1","Q3","Q1","Q2",0.0133333333333333,0.0609756097560976
"Jonas Jerebko","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0128205128205128,0.0365853658536585
"Jonas Jerebko","2017-18",0,0.2,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0,0
"Jonas Valanciunas","2013-14",0,0,0.166666666666667,0.0555555555555556,"Q1","Q1","Q2","Q2",0,0
"Jonas Valanciunas","2014-15",0.166666666666667,0,0,0.0526315789473684,"Q2","Q1","Q1","Q2",0.0125,0.0121951219512195
"Jonas Valanciunas","2015-16",0,0,0.2,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0333333333333333,0.25609756097561
"Jonas Valanciunas","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Jonas Valanciunas","2017-18",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0.012987012987013,0.0487804878048781
"Jonas Valanciunas","2019-20",0,0.25,0,0.111111111111111,"Q1","Q2","Q1","Q2",0.0161290322580645,0.0307692307692308
"Jonas Valanciunas","2020-21",0,0,0.25,0.133333333333333,"Q1","Q1","Q2","Q3",0.032258064516129,0.111111111111111
"Jonas Valanciunas","2021-22",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0540540540540541,0.0853658536585366
"Jonas Valanciunas","2022-23",0,0,0.25,0.0833333333333333,"Q1","Q1","Q2","Q2",0.0126582278481013,0.024390243902439
"Jonathan Isaac","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0266666666666667,0.0731707317073171
"Jonathan Isaac","2019-20",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0625,0.507692307692308
"Jonathon Simmons","2016-17",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0128205128205128,0.0365853658536585
"Jonathon Simmons","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0289855072463768,0.146341463414634
"Jordan Bell","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.087719298245614,0.280487804878049
"Jordan Clarkson","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0169491525423729,0
"Jordan Clarkson","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0253164556962025,0.0365853658536585
"Jordan Clarkson","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jordan Clarkson","2022-23",0,0.2,-Inf,0.0833333333333333,"Q1","Q2",NA,"Q2",0.0327868852459016,0.219512195121951
"Jordan Farmar","2015-16",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0,0
"Jordan Hill","2013-14",0,0.2,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0138888888888889,0.0975609756097561
"Jordan Hill","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Jose Calderon","2013-14",0.125,0,0,0.0625,"Q2","Q1","Q1","Q2",0,0
"Jose Calderon","2014-15",0,0.142857142857143,-Inf,0.111111111111111,"Q1","Q2",NA,"Q2",0.0238095238095238,0.296296296296296
