"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	4	218	1834.9 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	2	221	905.0 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	4	224	1785.7 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	3	228	1315.8 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	3	230	1304.3 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	6	232	2586.2 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	2	236	847.5 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	2	239	836.8 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	6	243	2469.1 (Unreliable)
"Total"	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Female"	"F"			33	2274	1451.2
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	2	148	1351.4 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	5	155	3225.8 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	4	154	2597.4 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	2	154	1298.7 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	3	155	1935.5 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	4	154	2597.4 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	1	152	657.9 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	1	154	649.4 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	2	154	1298.7 (Unreliable)
	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	6	158	3797.5 (Unreliable)
"Total"	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"	"Male"	"M"			30	1538	1950.6
"Total"	"Randolph County, NC"	"37151"	"Black or African American"	"2054-5"					63	3812	1652.7
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	21	3160	664.6
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	18	3268	550.8 (Unreliable)
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	32	3368	950.1
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	28	3455	810.4
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	24	3548	676.4
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	20	3635	550.2
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	18	3700	486.5 (Unreliable)
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	34	3814	891.5
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	21	3929	534.5
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	19	4049	469.3 (Unreliable)
"Total"	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Female"	"F"			235	35926	654.1
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	41	2467	1661.9
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	48	2514	1909.3
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	63	2551	2469.6
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	42	2610	1609.2
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	41	2671	1535.0
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	47	2730	1721.6
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	49	2778	1763.9
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	42	2869	1463.9
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	44	2952	1490.5
	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	45	3040	1480.3
"Total"	"Randolph County, NC"	"37151"	"White"	"2106-3"	"Male"	"M"			462	27182	1699.7
"Total"	"Randolph County, NC"	"37151"	"White"	"2106-3"					697	63108	1104.5
"Total"	"Randolph County, NC"	"37151"							760	66920	1135.7
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	10	506	1976.3 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	8	508	1574.8 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	6	514	1167.3 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	3	515	582.5 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	5	518	965.3 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	6	521	1151.6 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	3	525	571.4 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	9	526	1711.0 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	5	525	952.4 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	5	530	943.4 (Unreliable)
"Total"	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Female"	"F"			60	5188	1156.5
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	9	365	2465.8 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	5	382	1308.9 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	11	376	2925.5 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	5	365	1369.9 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	6	361	1662.0 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	10	356	2809.0 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	11	352	3125.0 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	6	347	1729.1 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	11	339	3244.8 (Unreliable)
	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	6	339	1769.9 (Unreliable)
"Total"	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"	"Male"	"M"			80	3582	2233.4
"Total"	"Richmond County, NC"	"37153"	"Black or African American"	"2054-5"					140	8770	1596.4
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	10	1455	687.3 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	11	1488	739.2 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	19	1516	1253.3 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	16	1527	1047.8 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	21	1557	1348.7
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	12	1583	758.1 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	9	1619	555.9 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	22	1648	1335.0
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	13	1659	783.6 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	10	1684	593.8 (Unreliable)
"Total"	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Female"	"F"			143	15736	908.7
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	12	1009	1189.3 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	24	1042	2303.3
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	19	1062	1789.1 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	24	1074	2234.6
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	26	1101	2361.5
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	19	1123	1691.9 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	24	1156	2076.1
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	26	1186	2192.2
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	19	1199	1584.7 (Unreliable)
	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	28	1221	2293.2
"Total"	"Richmond County, NC"	"37153"	"White"	"2106-3"	"Male"	"M"			221	11173	1978.0
"Total"	"Richmond County, NC"	"37153"	"White"	"2106-3"					364	26909	1352.7
"Total"	"Richmond County, NC"	"37153"							504	35679	1412.6
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	8	943	848.4 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	10	950	1052.6 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	7	982	712.8 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	11	1004	1095.6 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	11	1023	1075.3 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	24	1039	2309.9
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	16	1048	1526.7 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	10	1059	944.3 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	14	1076	1301.1 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	12	1093	1097.9 (Unreliable)
"Total"	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Female"	"F"			123	10217	1203.9
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	13	698	1862.5 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	18	698	2578.8 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	13	694	1873.2 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	18	689	2612.5 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	15	684	2193.0 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	15	676	2218.9 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	13	665	1954.9 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	23	655	3511.5
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	13	649	2003.1 (Unreliable)
	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	17	643	2643.9 (Unreliable)
"Total"	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"	"Male"	"M"			158	6751	2340.4
"Total"	"Robeson County, NC"	"37155"	"Black or African American"	"2054-5"					281	16968	1656.1
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	14	1895	738.8 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	11	1926	571.1 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	13	1947	667.7 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	12	1956	613.5 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	17	1966	864.7 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	22	1961	1121.9
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	14	1951	717.6 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	21	1943	1080.8
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	14	1951	717.6 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	12	1937	619.5 (Unreliable)
"Total"	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Female"	"F"			150	19433	771.9
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	32	1222	2618.7
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	24	1261	1903.3
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	24	1292	1857.6
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	23	1313	1751.7
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	27	1339	2016.4
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	18	1355	1328.4 (Unreliable)
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	29	1368	2119.9
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	35	1388	2521.6
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	20	1415	1413.4
	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	29	1423	2037.9
"Total"	"Robeson County, NC"	"37155"	"White"	"2106-3"	"Male"	"M"			261	13376	1951.3
"Total"	"Robeson County, NC"	"37155"	"White"	"2106-3"					411	32809	1252.7
"Total"	"Robeson County, NC"	"37155"							692	49777	1390.2
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	11	592	1858.1 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	6	609	985.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	13	621	2093.4 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	7	627	1116.4 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	3	629	476.9 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	5	628	796.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	11	626	1757.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	12	629	1907.8 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	7	631	1109.4 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	3	639	469.5 (Unreliable)
"Total"	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Female"	"F"			78	6231	1251.8
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	11	415	2650.6 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	9	432	2083.3 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	9	438	2054.8 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	8	439	1822.3 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	7	440	1590.9 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	9	438	2054.8 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	5	437	1144.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	8	440	1818.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	5	442	1131.2 (Unreliable)
	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	13	448	2901.8 (Unreliable)
"Total"	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"	"Male"	"M"			84	4369	1922.6
"Total"	"Rockingham County, NC"	"37157"	"Black or African American"	"2054-5"					162	10600	1528.3
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	23	3088	744.8
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	23	3161	727.6
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	23	3243	709.2
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	20	3288	608.3
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	25	3333	750.1
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	22	3351	656.5
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	24	3374	711.3
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	28	3411	820.9
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	31	3459	896.2
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	19	3493	543.9 (Unreliable)
"Total"	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Female"	"F"			238	33201	716.8
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	30	2108	1423.1
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	41	2133	1922.2
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	37	2199	1682.6
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	44	2246	1959.0
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	45	2297	1959.1
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	38	2328	1632.3
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	32	2365	1353.1
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	41	2422	1692.8
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	28	2477	1130.4
	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	40	2524	1584.8
"Total"	"Rockingham County, NC"	"37157"	"White"	"2106-3"	"Male"	"M"			376	23099	1627.8
"Total"	"Rockingham County, NC"	"37157"	"White"	"2106-3"					614	56300	1090.6
"Total"	"Rockingham County, NC"	"37157"							776	66900	1159.9
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	10	562	1779.4 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	3	581	516.4 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	6	595	1008.4 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	2	608	328.9 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	12	612	1960.8 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	8	614	1302.9 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	13	624	2083.3 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	8	634	1261.8 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	7	639	1095.5 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	7	654	1070.3 (Unreliable)
"Total"	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Female"	"F"			76	6123	1241.2
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	3	418	717.7 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	7	441	1587.3 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	8	441	1814.1 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	5	442	1131.2 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	8	439	1822.3 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	10	435	2298.9 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	10	441	2267.6 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	6	443	1354.4 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	3	441	680.3 (Unreliable)
	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	12	449	2672.6 (Unreliable)
"Total"	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"	"Male"	"M"			72	4390	1640.1
"Total"	"Rowan County, NC"	"37159"	"Black or African American"	"2054-5"					148	10513	1407.8
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	24	4020	597.0
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	27	4118	655.7
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	32	4222	757.9
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	24	4312	556.6
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	32	4378	730.9
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	38	4405	862.7
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	24	4511	532.0
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	35	4610	759.2
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	26	4667	557.1
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	23	4775	481.7
"Total"	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Female"	"F"			285	44018	647.5
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	44	3043	1445.9
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	53	3129	1693.8
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	63	3185	1978.0
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	50	3248	1539.4
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	60	3297	1819.8
	"Rowan County, NC"	"37159"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	62	3313	1871.4
