"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	10	652	1533.7 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	4	640	625.0 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	8	633	1263.8 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	6	626	958.5 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	10	619	1615.5 (Unreliable)
"Total"	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Female"	"F"			68	6544	1039.1
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	9	443	2031.6 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	8	446	1793.7 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	5	441	1133.8 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	12	441	2721.1 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	10	435	2298.9 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	10	430	2325.6 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	11	429	2564.1 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	7	428	1635.5 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	13	425	3058.8 (Unreliable)
	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	6	427	1405.2 (Unreliable)
"Total"	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"	"Male"	"M"			91	4345	2094.4
"Total"	"Buncombe County, NC"	"37021"	"Black or African American"	"2054-5"					159	10889	1460.2
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	35	6903	507.0
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	71	7041	1008.4
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	43	7207	596.6
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	56	7383	758.5
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	46	7479	615.1
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	47	7597	618.7
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	60	7708	778.4
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	51	7872	647.9
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	63	8010	786.5
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	38	8131	467.3
"Total"	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Female"	"F"			510	75331	677.0
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	108	4990	2164.3
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	87	5059	1719.7
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	83	5206	1594.3
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	69	5377	1283.2
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	89	5490	1621.1
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	74	5617	1317.4
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	83	5753	1442.7
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	93	5938	1566.2
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	63	6085	1035.3
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	79	6227	1268.7
"Total"	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"Male"	"M"			828	55742	1485.4
"Total"	"Buncombe County, NC"	"37021"	"White"	"2106-3"					1338	131073	1020.8
"Total"	"Buncombe County, NC"	"37021"							1497	141962	1054.5
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	3	167	1796.4 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	1	172	581.4 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	4	178	2247.2 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	0	182	0.0 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	3	187	1604.3 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	1	189	529.1 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	193	518.1 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	2	194	1030.9 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	1	197	507.6 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	0	202	0.0 (Unreliable)
"Total"	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Female"	"F"			16	1861	859.8 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	2	130	1538.5 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	3	134	2238.8 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	2	134	1492.5 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	3	135	2222.2 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	2	133	1503.8 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	2	132	1515.2 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	7	131	5343.5 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	1	132	757.6 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	2	131	1526.7 (Unreliable)
	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	1	132	757.6 (Unreliable)
"Total"	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"	"Male"	"M"			25	1324	1888.2
"Total"	"Burke County, NC"	"37023"	"Black or African American"	"2054-5"					41	3185	1287.3
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	12	2499	480.2 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	16	2571	622.3 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	18	2651	679.0 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	16	2735	585.0 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	28	2769	1011.2
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	16	2826	566.2 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	20	2882	694.0
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	8	2945	271.6 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	19	2998	633.8 (Unreliable)
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	11	3062	359.2 (Unreliable)
"Total"	"Burke County, NC"	"37023"	"White"	"2106-3"	"Female"	"F"			164	27938	587.0
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	26	1814	1433.3
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	25	1859	1344.8
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	34	1919	1771.8
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	44	1985	2216.6
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	40	2021	1979.2
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	32	2070	1545.9
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	53	2125	2494.1
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	45	2188	2056.7
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	36	2235	1610.7
	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	40	2295	1742.9
"Total"	"Burke County, NC"	"37023"	"White"	"2106-3"	"Male"	"M"			375	20511	1828.3
"Total"	"Burke County, NC"	"37023"	"White"	"2106-3"					539	48449	1112.5
"Total"	"Burke County, NC"	"37023"							580	51634	1123.3
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	3	462	649.4 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	8	462	1731.6 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	4	465	860.2 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	2	466	429.2 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	4	464	862.1 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	7	460	1521.7 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	5	453	1103.8 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	7	450	1555.6 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	3	446	672.6 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	5	446	1121.1 (Unreliable)
"Total"	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Female"	"F"			48	4574	1049.4
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	3	302	993.4 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	5	302	1655.6 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	10	300	3333.3 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	7	298	2349.0 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	7	293	2389.1 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	5	290	1724.1 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	7	283	2473.5 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	6	281	2135.2 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	6	280	2142.9 (Unreliable)
	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	7	279	2509.0 (Unreliable)
"Total"	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"	"Male"	"M"			63	2908	2166.4
"Total"	"Cabarrus County, NC"	"37025"	"Black or African American"	"2054-5"					111	7482	1483.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	27	3399	794.4
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	31	3437	901.9
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	35	3534	990.4
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	29	3615	802.2
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	26	3667	709.0
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	29	3715	780.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	22	3741	588.1
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	19	3800	500.0 (Unreliable)
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	32	3866	827.7
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	28	3922	713.9
"Total"	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Female"	"F"			278	36696	757.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	53	2431	2180.2
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	54	2473	2183.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	60	2523	2378.1
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	45	2575	1747.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	59	2610	2260.5
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	49	2639	1856.8
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	45	2659	1692.4
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	41	2707	1514.6
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	41	2753	1489.3
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	47	2794	1682.2
"Total"	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"Male"	"M"			494	26164	1888.1
"Total"	"Cabarrus County, NC"	"37025"	"White"	"2106-3"					772	62860	1228.1
"Total"	"Cabarrus County, NC"	"37025"							883	70342	1255.3
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	0	135	0.0 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	1	140	714.3 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	1	144	694.4 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	1	145	689.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	3	144	2083.3 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	4	148	2702.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	150	666.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	1	148	675.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	0	149	0.0 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	0	154	0.0 (Unreliable)
"Total"	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Female"	"F"			12	1457	823.6 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	2	96	2083.3 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	1	95	1052.6 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	3	94	3191.5 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	1	94	1063.8 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	1	92	1087.0 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	3	93	3225.8 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	1	94	1063.8 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	0	93	0.0 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	2	94	2127.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	3	94	3191.5 (Unreliable)
"Total"	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"	"Male"	"M"			17	939	1810.4 (Unreliable)
"Total"	"Caldwell County, NC"	"37027"	"Black or African American"	"2054-5"					29	2396	1210.4
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	12	2197	546.2 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	14	2293	610.6 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	7	2351	297.7 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	16	2396	667.8 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	14	2418	579.0 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	25	2481	1007.7
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	21	2548	824.2
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	28	2587	1082.3
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	19	2638	720.2 (Unreliable)
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	24	2693	891.2
"Total"	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Female"	"F"			180	24602	731.6
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	34	1599	2126.3
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	31	1674	1851.9
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	32	1722	1858.3
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	26	1765	1473.1
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	34	1792	1897.3
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	33	1849	1784.7
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	21	1913	1097.8
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	30	1960	1530.6
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	28	2008	1394.4
	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	28	2063	1357.2
"Total"	"Caldwell County, NC"	"37027"	"White"	"2106-3"	"Male"	"M"			297	18345	1619.0
"Total"	"Caldwell County, NC"	"37027"	"White"	"2106-3"					477	42947	1110.7
"Total"	"Caldwell County, NC"	"37027"							506	45343	1115.9
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	1	59	1694.9 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	3	61	4918.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	2	59	3389.8 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	1	60	1666.7 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	1	59	1694.9 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	0	58	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	58	1724.1 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	1	58	1724.1 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	0	58	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	0	59	0.0 (Unreliable)
"Total"	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Female"	"F"			10	589	1697.8 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	0	53	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	2	52	3846.2 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	0	50	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	0	50	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	2	48	4166.7 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	1	47	2127.7 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	2	47	4255.3 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	4	46	8695.7 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	0	47	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	2	47	4255.3 (Unreliable)
"Total"	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"	"Male"	"M"			13	487	2669.4 (Unreliable)
"Total"	"Camden County, NC"	"37029"	"Black or African American"	"2054-5"					23	1076	2137.5
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	3	172	1744.2 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	2	174	1149.4 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	2	176	1136.4 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	0	179	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	0	185	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	2	187	1069.5 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	2	185	1081.1 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	2	187	1069.5 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	1	193	518.1 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	1	198	505.1 (Unreliable)
"Total"	"Camden County, NC"	"37029"	"White"	"2106-3"	"Female"	"F"			15	1836	817.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	0	146	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	4	146	2739.7 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	1	147	680.3 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	0	152	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	3	158	1898.7 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	5	163	3067.5 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	0	162	0.0 (Unreliable)
	"Camden County, NC"	"37029"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	3	168	1785.7 (Unreliable)
