Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,Trp-Dbl
2018-19,19,DAL,NBA,SG,72,72,2318,506,1186,.427,168,514,.327,338,672,.503,.497,346,485,.713,86,477,563,429,77,25,247,137,1526,,8
2019-20,20,DAL,NBA,PG,61,61,2047,581,1255,.463,171,541,.316,410,714,.574,.531,426,562,.758,78,495,573,538,62,14,260,153,1759,,17
2020-21,21,DAL,NBA,PG,66,66,2262,647,1351,.479,192,548,.350,455,803,.567,.550,344,471,.730,54,473,527,567,64,36,281,152,1830,,11
2021-22,22,DAL,NBA,PG,65,65,2301,641,1403,.457,201,569,.353,440,834,.528,.529,364,489,.744,56,537,593,568,75,36,292,145,1847,,10
2022-23,23,DAL,NBA,PG,66,66,2391,719,1449,.496,185,541,.342,534,908,.588,.560,515,694,.742,54,515,569,529,90,33,236,166,2138,,10
2023-24,24,DAL,NBA,PG,70,70,2624,804,1652,.487,284,744,.382,520,908,.573,.573,478,608,.786,59,588,647,686,99,38,282,149,2370,,21
Career,,,NBA,,400,400,13943,3898,8296,.470,1201,3457,.347,2697,4839,.557,.542,2473,3309,.747,387,3085,3472,3317,467,182,1598,902,11470,,77
