game_date,at_bat_number,pitch_number,stand,pitch_type,pitch_name,release_speed,effective_speed,release_spin_rate,description,launch_speed,launch_angle,events
3/29/2019,7,4,L,FF,4-Seam Fastball,96.6,94.4,2288,called_strike,null,null,null
3/29/2019,13,1,R,SL,Slider,82.9,81.1,2272,called_strike,null,null,null
3/29/2019,13,2,R,FF,4-Seam Fastball,94.9,93.1,2216,hit_into_play,93.3,-26,field_out
3/29/2019,14,1,R,FF,4-Seam Fastball,95.2,92.9,2219,hit_into_play,97.6,24,field_out
3/29/2019,15,1,L,FF,4-Seam Fastball,95.5,93.5,2194,ball,null,null,null
3/29/2019,15,2,L,FF,4-Seam Fastball,95.8,93.5,2232,called_strike,null,null,null
3/29/2019,15,3,L,FT,2-Seam Fastball,94,92.1,2191,ball,null,null,null
3/29/2019,15,4,L,FF,4-Seam Fastball,94.6,92.6,2097,foul,null,null,null
3/29/2019,15,5,L,KC,Knuckle Curve,84,81.5,2725,swinging_strike_blocked,null,null,strikeout
3/29/2019,20,1,R,FF,4-Seam Fastball,93.8,91.2,2216,foul,null,null,null
3/29/2019,20,2,R,SL,Slider,83.8,81.6,2442,foul,null,null,null
3/29/2019,20,3,R,KC,Knuckle Curve,84.4,82.4,2788,swinging_strike,null,null,strikeout
3/29/2019,21,1,R,FT,2-Seam Fastball,94.6,92.5,2121,called_strike,null,null,null
3/29/2019,21,2,R,FF,4-Seam Fastball,96.3,94.6,2249,swinging_strike,null,null,null
3/29/2019,21,3,R,KC,Knuckle Curve,85.1,82.8,2703,swinging_strike,null,null,strikeout
3/29/2019,22,1,R,FF,4-Seam Fastball,95.7,93.9,2242,ball,null,null,null
3/29/2019,22,2,R,FF,4-Seam Fastball,94.7,92.7,2256,called_strike,null,null,null
3/29/2019,22,3,R,FF,4-Seam Fastball,95.9,93.7,2339,hit_into_play,99.5,-10,field_out
3/29/2019,26,1,L,KC,Knuckle Curve,79.2,76.8,2502,called_strike,null,null,null
3/29/2019,26,2,L,KC,Knuckle Curve,82.3,80.6,2366,ball,null,null,null
3/29/2019,26,3,L,KC,Knuckle Curve,81.1,78.8,2256,ball,null,null,null
3/29/2019,26,4,L,FF,4-Seam Fastball,94.5,92.9,2043,ball,null,null,null
3/29/2019,26,5,L,FF,4-Seam Fastball,93.8,92,2179,hit_into_play_score,101.9,27,home_run
3/29/2019,27,1,R,FF,4-Seam Fastball,95.2,92.5,2268,called_strike,null,null,null
3/29/2019,27,2,R,SL,Slider,86.5,84.6,2394,swinging_strike,null,null,null
3/29/2019,27,3,R,SL,Slider,87.4,85.6,2430,hit_into_play,69.8,-13,field_out
3/29/2019,28,1,L,CH,Changeup,83,81.6,1665,ball,null,null,null
3/29/2019,28,2,L,FF,4-Seam Fastball,94.8,92.7,2240,hit_into_play,94.4,-24,field_out
3/29/2019,29,1,R,FF,4-Seam Fastball,95.8,93.4,2159,foul,null,null,null
3/29/2019,29,2,R,FT,2-Seam Fastball,95.5,93.2,2204,called_strike,null,null,null
3/29/2019,29,3,R,KC,Knuckle Curve,84,82.1,2761,hit_into_play,92.1,-21,field_out
3/29/2019,33,1,R,FF,4-Seam Fastball,94.5,92.5,2261,called_strike,null,null,null
3/29/2019,33,2,R,FF,4-Seam Fastball,94.5,92.3,2277,ball,null,null,null
3/29/2019,33,3,R,SL,Slider,85,82.7,2309,hit_into_play,85.7,-6,field_out
3/29/2019,34,1,L,KC,Knuckle Curve,80.3,78.1,2574,called_strike,null,null,null
3/29/2019,34,2,L,CH,Changeup,85.3,83.3,1904,called_strike,null,null,null
3/29/2019,34,3,L,FT,2-Seam Fastball,96.6,95.1,2265,hit_into_play,84.7,-36,field_out
3/29/2019,35,1,R,FT,2-Seam Fastball,95,93.2,2237,ball,null,null,null
3/29/2019,35,2,R,SL,Slider,86.4,84.4,2299,swinging_strike,null,null,null
3/29/2019,35,3,R,FT,2-Seam Fastball,96.4,95.1,2304,ball,null,null,null
3/29/2019,35,4,R,SL,Slider,85.5,83.7,2291,foul,null,null,null
3/29/2019,35,5,R,KC,Knuckle Curve,84.7,82.7,2707,swinging_strike,null,null,strikeout
3/29/2019,41,2,R,SL,Slider,84.3,82.5,2337,ball,null,null,null
3/29/2019,41,3,R,FF,4-Seam Fastball,93.5,91.1,2180,foul,null,null,null
3/29/2019,41,4,R,FF,4-Seam Fastball,94.6,92.7,2177,swinging_strike,null,null,null
3/29/2019,41,5,R,SL,Slider,83.8,82,2674,swinging_strike_blocked,null,null,strikeout
3/29/2019,42,1,L,SL,Slider,84.2,82.7,2299,ball,null,null,null
3/29/2019,42,2,L,FF,4-Seam Fastball,94.7,92.5,2174,ball,null,null,null
3/29/2019,42,3,L,FF,4-Seam Fastball,94.9,93,2199,called_strike,null,null,null
3/29/2019,42,4,L,SL,Slider,83,81.3,2334,foul,null,null,null
3/29/2019,42,5,L,FF,4-Seam Fastball,96.8,94.5,2253,hit_into_play_no_out,96.4,-20,single
3/29/2019,43,1,L,SL,Slider,83.2,81.8,2188,ball,null,null,null
3/29/2019,43,2,L,SL,Slider,82.8,81.1,2222,foul,null,null,null
3/29/2019,43,3,L,FF,4-Seam Fastball,95,93.3,2127,ball,null,null,null
3/29/2019,43,4,L,CH,Changeup,82.2,80.8,1517,ball,null,null,null
3/29/2019,43,5,L,FT,2-Seam Fastball,95.4,93.7,2069,ball,null,null,walk
3/29/2019,44,1,R,FF,4-Seam Fastball,95.5,94.3,2285,foul,null,null,null
3/29/2019,44,2,R,SL,Slider,86.2,84,2428,swinging_strike_blocked,null,null,null
3/29/2019,44,3,R,KC,Knuckle Curve,84.4,81.7,2750,ball,null,null,null
3/29/2019,44,4,R,FF,4-Seam Fastball,96.6,94.1,2264,ball,null,null,null
3/29/2019,44,5,R,KC,Knuckle Curve,85.7,83.5,2664,ball,null,null,null
3/29/2019,44,6,R,SL,Slider,86.3,84.8,2280,ball,null,null,walk
3/29/2019,45,1,L,FF,4-Seam Fastball,95,93.1,2315,called_strike,null,null,null
3/29/2019,45,2,L,KC,Knuckle Curve,81.1,78.8,2687,hit_by_pitch,null,null,hit_by_pitch
3/29/2019,46,1,R,SL,Slider,84.6,82.8,2358,swinging_strike,null,null,null
3/29/2019,46,2,R,SL,Slider,85.7,83.9,2409,ball,null,null,null
3/29/2019,46,3,R,SL,Slider,86.9,85,2293,swinging_strike,null,null,null
3/29/2019,46,4,R,SL,Slider,87.3,85.1,2451,foul,null,null,null
3/29/2019,46,5,R,KC,Knuckle Curve,85.1,82.9,2872,blocked_ball,null,null,null
3/29/2019,46,6,R,FF,4-Seam Fastball,97.4,95.1,2203,hit_into_play,75,-16,field_out
4/3/2019,6,1,L,FF,4-Seam Fastball,95.5,93.2,2164,ball,null,null,null
4/3/2019,6,2,L,FF,4-Seam Fastball,95.2,93.9,2211,called_strike,null,null,null
4/3/2019,6,3,L,FT,2-Seam Fastball,94.5,92.8,2150,ball,null,null,null
4/3/2019,6,4,L,FF,4-Seam Fastball,96.3,94.2,2208,hit_into_play,91.7,24,field_out
4/3/2019,7,1,R,FF,4-Seam Fastball,97,95.5,2256,hit_into_play_no_out,98.3,9,single
4/3/2019,8,1,L,SL,Slider,83.9,81.7,2432,called_strike,null,null,null
4/3/2019,8,2,L,FF,4-Seam Fastball,95.4,93.6,2236,foul,null,null,null
4/3/2019,8,3,L,KC,Knuckle Curve,84.3,82.1,2784,blocked_ball,null,null,null
4/3/2019,8,4,L,FF,4-Seam Fastball,95.9,94.2,2237,swinging_strike,null,null,strikeout
4/3/2019,9,1,L,FT,2-Seam Fastball,94.6,93,2239,ball,null,null,null
4/3/2019,9,2,L,SL,Slider,85.1,83.5,2434,swinging_strike,null,null,null
4/3/2019,9,3,L,SL,Slider,85.6,83.8,2405,swinging_strike,null,null,null
4/3/2019,9,4,L,FF,4-Seam Fastball,96.6,94.7,2275,ball,null,null,null
4/3/2019,9,5,L,KC,Knuckle Curve,83.9,81.8,2699,foul,null,null,null
4/3/2019,9,6,L,FF,4-Seam Fastball,97.4,95.4,2346,hit_into_play,85.3,38,field_out
4/3/2019,14,1,R,SL,Slider,84.6,82.4,2169,called_strike,null,null,null
4/3/2019,14,2,R,FF,4-Seam Fastball,95.6,94.1,2129,hit_into_play,105.3,-22,field_out
4/3/2019,15,1,R,FF,4-Seam Fastball,96.7,94.7,2075,ball,null,null,null
4/3/2019,15,2,R,FT,2-Seam Fastball,93.5,91.7,2163,hit_into_play,86.6,-28,field_out
4/3/2019,16,1,L,FT,2-Seam Fastball,95.7,94.3,2159,called_strike,null,null,null
4/3/2019,16,2,L,KC,Knuckle Curve,83.7,81.5,2676,hit_into_play,100,38,field_out
4/3/2019,20,1,R,FT,2-Seam Fastball,93.9,91.8,2142,hit_into_play,85.5,40,field_out
4/3/2019,21,1,R,FF,4-Seam Fastball,96,93.8,2202,ball,null,null,null
4/3/2019,21,2,R,SL,Slider,86.2,84,2343,swinging_strike,null,null,null
4/3/2019,21,3,R,FF,4-Seam Fastball,97.3,94.9,2309,called_strike,null,null,null
4/3/2019,21,4,R,KC,Knuckle Curve,86.6,84.7,2764,ball,null,null,null
4/3/2019,21,5,R,KC,Knuckle Curve,85.6,83.5,2669,ball,null,null,null
4/3/2019,21,6,R,SL,Slider,86.6,84.7,2323,called_strike,null,null,strikeout
4/3/2019,22,1,L,FF,4-Seam Fastball,96.4,94.7,2284,called_strike,null,null,null
4/3/2019,22,2,L,CH,Changeup,85,83.6,1715,called_strike,null,null,null
4/3/2019,22,3,L,CH,Changeup,86.6,85.1,1676,ball,null,null,null
4/3/2019,22,4,L,KC,Knuckle Curve,85.5,83.1,2755,ball,null,null,null
4/3/2019,22,5,L,SL,Slider,86.3,84.4,2421,hit_into_play,82.5,29,field_out
4/3/2019,26,1,R,SL,Slider,85.2,83.5,2267,called_strike,null,null,null
4/3/2019,26,2,R,SL,Slider,86.2,84.4,2231,swinging_strike,null,null,null
4/3/2019,26,3,R,FF,4-Seam Fastball,95.6,94.2,2261,ball,null,null,null
4/3/2019,26,4,R,KC,Knuckle Curve,85,83.4,2640,foul,null,null,null
4/3/2019,26,5,R,SL,Slider,86.1,84.1,2695,ball,null,null,null
4/3/2019,26,6,R,SL,Slider,86.3,84.8,2397,swinging_strike,null,null,strikeout
4/3/2019,27,1,L,FF,4-Seam Fastball,96.1,94.6,2271,ball,null,null,null
4/3/2019,27,2,L,KC,Knuckle Curve,81.4,79.2,2510,swinging_strike,null,null,null
4/3/2019,27,3,L,FF,4-Seam Fastball,96.1,94.3,2259,ball,null,null,null
4/3/2019,27,4,L,SL,Slider,85.6,83.9,2328,swinging_strike,null,null,null
4/3/2019,27,5,L,FF,4-Seam Fastball,96.4,94.8,2148,hit_into_play,85,28,field_out
4/3/2019,28,1,L,SL,Slider,84.8,83.1,2408,ball,null,null,null
4/3/2019,28,2,L,SL,Slider,84.6,82.8,2360,ball,null,null,null
4/3/2019,28,3,L,FT,2-Seam Fastball,93.7,92.4,2197,ball,null,null,null
4/3/2019,28,4,L,FF,4-Seam Fastball,95.8,94,2184,ball,null,null,walk
4/3/2019,29,1,R,SL,Slider,87,85.9,2326,ball,null,null,null
4/3/2019,29,2,R,SL,Slider,86.2,84.7,2305,swinging_strike,null,null,null
4/3/2019,29,3,R,SL,Slider,85.4,83.2,2263,hit_into_play,79.7,-22,field_out
4/3/2019,34,1,R,SL,Slider,83.4,82,2365,called_strike,null,null,null
4/3/2019,34,2,R,FF,4-Seam Fastball,95.2,92.9,2255,ball,null,null,null
4/3/2019,34,3,R,KC,Knuckle Curve,80.8,79.2,2615,swinging_strike,null,null,null
4/3/2019,34,4,R,KC,Knuckle Curve,82.4,80.5,2668,swinging_strike_blocked,null,null,strikeout
4/3/2019,35,1,L,FF,4-Seam Fastball,95.4,93.7,2146,foul,null,null,null
4/3/2019,35,2,L,FT,2-Seam Fastball,93.9,92.4,2185,hit_into_play,108.1,-7,field_out
4/3/2019,36,1,R,FF,4-Seam Fastball,95.5,93.8,2152,swinging_strike,null,null,null
4/3/2019,36,2,R,KC,Knuckle Curve,80.1,77.9,2517,ball,null,null,null
4/3/2019,36,3,R,FT,2-Seam Fastball,93.1,91.3,2124,foul,null,null,null
4/3/2019,36,4,R,SL,Slider,87,85.7,2480,swinging_strike,null,null,strikeout
4/3/2019,40,1,R,KC,Knuckle Curve,80,77.5,2576,called_strike,null,null,null
4/3/2019,40,2,R,SL,Slider,86,84.4,2349,called_strike,null,null,null
4/3/2019,40,3,R,KC,Knuckle Curve,85.3,83.2,2741,swinging_strike,null,null,strikeout
4/3/2019,41,1,L,KC,Knuckle Curve,82.9,81.4,2345,hit_into_play_no_out,83.6,10,single
4/3/2019,42,1,R,FT,2-Seam Fastball,93.2,91.1,2208,called_strike,null,null,null
4/3/2019,42,2,R,FT,2-Seam Fastball,92.2,90.6,2098,hit_into_play_no_out,89.7,4,single
4/3/2019,43,1,L,KC,Knuckle Curve,83.1,81.1,2674,ball,null,null,null
4/3/2019,43,2,L,FF,4-Seam Fastball,96.8,94.5,2163,ball,null,null,null
4/3/2019,43,3,L,FF,4-Seam Fastball,95.7,94.1,2171,foul,null,null,null
4/3/2019,43,4,L,SL,Slider,85.8,84.1,2511,blocked_ball,null,null,null
4/3/2019,43,5,L,SL,Slider,86.4,84.5,2425,ball,null,null,walk
4/3/2019,44,1,L,SL,Slider,85.9,84.9,2466,foul,null,null,null
4/3/2019,44,2,L,SL,Slider,85,83.2,2474,ball,null,null,null
4/3/2019,44,3,L,FF,4-Seam Fastball,94.9,93,2202,hit_into_play,100.4,-18,grounded_into_double_play
4/3/2019,48,1,R,FF,4-Seam Fastball,95.4,93.2,2267,hit_into_play_no_out,103.1,23,field_error
4/3/2019,49,1,R,SL,Slider,83.8,82.3,2222,foul_bunt,null,null,null
4/3/2019,49,2,R,SL,Slider,82.1,80.6,2556,ball,null,null,null
4/3/2019,49,3,R,SL,Slider,84,82.8,2366,hit_into_play,89.8,35,field_out
4/3/2019,50,1,L,FF,4-Seam Fastball,96.7,95.5,2057,called_strike,null,null,null
4/3/2019,50,2,L,FF,4-Seam Fastball,96.7,95.5,2113,ball,null,null,null
4/3/2019,50,3,L,FF,4-Seam Fastball,96.8,95.7,2090,ball,null,null,null
4/3/2019,50,4,L,KC,Knuckle Curve,85.7,83.7,2697,blocked_ball,null,null,null
4/3/2019,50,5,L,FF,4-Seam Fastball,97.3,96.5,2387,called_strike,null,null,null
4/3/2019,50,6,L,SL,Slider,86,84,2786,foul,null,null,null
4/3/2019,50,7,L,FF,4-Seam Fastball,96.9,95.2,2217,blocked_ball,null,null,walk
4/3/2019,51,1,R,SL,Slider,84.2,82.1,2308,foul_bunt,null,null,null
4/3/2019,51,2,R,SL,Slider,86.1,84.3,2331,called_strike,null,null,null
4/3/2019,51,3,R,KC,Knuckle Curve,84.7,82.8,2651,swinging_strike,null,null,strikeout
4/3/2019,52,1,R,SL,Slider,85.9,84.3,2418,called_strike,null,null,null
4/3/2019,52,2,R,SL,Slider,85.1,83,2350,hit_into_play,null,null,field_out
4/9/2019,1,1,L,FF,4-Seam Fastball,96.6,95.1,2293,ball,null,null,null
4/9/2019,1,2,L,FF,4-Seam Fastball,94.5,92.7,2217,ball,null,null,null
4/9/2019,1,3,L,FF,4-Seam Fastball,94.9,93.7,2258,called_strike,null,null,null
4/9/2019,1,4,L,FF,4-Seam Fastball,96,94.6,2301,foul,null,null,null
4/9/2019,1,5,L,FF,4-Seam Fastball,97,95,2230,foul,null,null,null
4/9/2019,1,6,L,KC,Knuckle Curve,86.7,84.7,2894,ball,null,null,null
4/9/2019,1,7,L,FF,4-Seam Fastball,97.1,95.6,2296,foul,null,null,null
4/9/2019,1,8,L,FF,4-Seam Fastball,97,95.6,2339,foul,null,null,null
4/9/2019,1,9,L,FF,4-Seam Fastball,97,95.9,2358,foul,null,null,null
4/9/2019,1,10,L,SL,Slider,85.5,83.7,2580,foul,null,null,null
4/9/2019,1,11,L,FF,4-Seam Fastball,98.7,97.3,2360,hit_into_play,97.4,4,field_out
4/9/2019,2,1,R,FF,4-Seam Fastball,97.2,95.4,2451,foul,null,null,null
4/9/2019,2,2,R,FF,4-Seam Fastball,95.6,94.4,2337,ball,null,null,null
4/9/2019,2,3,R,FF,4-Seam Fastball,95.7,93.6,2329,foul,null,null,null
4/9/2019,2,4,R,FF,4-Seam Fastball,97.7,96,2408,foul,null,null,null
4/9/2019,2,5,R,KC,Knuckle Curve,86.7,85.2,2741,ball,null,null,null
4/9/2019,2,6,R,KC,Knuckle Curve,85.3,84,2763,ball,null,null,null
4/9/2019,2,7,R,FF,4-Seam Fastball,97.7,95.8,2476,hit_into_play,86.3,-11,field_out
4/9/2019,3,1,L,KC,Knuckle Curve,85.1,83.7,2435,ball,null,null,null
4/9/2019,3,2,L,FT,2-Seam Fastball,95.2,93.2,2291,ball,null,null,null
4/9/2019,3,3,L,FF,4-Seam Fastball,96.4,94.8,2374,hit_into_play,102.1,6,field_out
4/9/2019,8,1,R,FF,4-Seam Fastball,95.5,93.8,2251,hit_into_play_score,103.5,34,home_run
4/9/2019,9,1,L,FF,4-Seam Fastball,96.5,94.8,2260,called_strike,null,null,null
4/9/2019,9,2,L,FF,4-Seam Fastball,95.3,93.8,2261,ball,null,null,null
4/9/2019,9,3,L,FF,4-Seam Fastball,95.6,95,2288,foul,null,null,null
4/9/2019,9,4,L,KC,Knuckle Curve,85.7,84.3,2702,ball,null,null,null
4/9/2019,9,5,L,FF,4-Seam Fastball,96.7,96.6,2346,foul,null,null,null
4/9/2019,9,6,L,FF,4-Seam Fastball,96.1,95.2,2366,hit_into_play,79.4,-27,field_out
4/9/2019,10,1,R,SL,Slider,87.6,86.7,2398,ball,null,null,null
4/9/2019,10,2,R,SL,Slider,85.9,84.8,2468,called_strike,null,null,null
4/9/2019,10,3,R,SL,Slider,87.1,85.9,2364,called_strike,null,null,null
4/9/2019,10,4,R,KC,Knuckle Curve,86.8,85.3,2816,ball,null,null,null
4/9/2019,10,5,R,FF,4-Seam Fastball,97.2,96.4,2354,hit_into_play,92.4,21,field_out
4/9/2019,11,1,L,KC,Knuckle Curve,82,80.4,2631,called_strike,null,null,null
4/9/2019,11,2,L,SL,Slider,85,83.5,2409,hit_into_play,89.2,39,field_out
4/9/2019,15,1,R,FF,4-Seam Fastball,95.7,94.5,2305,called_strike,null,null,null
4/9/2019,15,2,R,SL,Slider,86.1,85.3,2366,ball,null,null,null
4/9/2019,15,3,R,FF,4-Seam Fastball,93.1,92.7,2111,ball,null,null,null
4/9/2019,15,4,R,FF,4-Seam Fastball,96.1,95.3,2168,called_strike,null,null,null
4/9/2019,15,5,R,SL,Slider,87.1,86.4,2411,hit_into_play,102.7,7,field_out
4/9/2019,16,1,L,FF,4-Seam Fastball,95.4,94.3,2178,called_strike,null,null,null
4/9/2019,16,2,L,FF,4-Seam Fastball,95.7,94.6,2275,foul,null,null,null
4/9/2019,16,3,L,KC,Knuckle Curve,85.3,83.8,2684,hit_into_play,96.8,-8,field_out
4/9/2019,17,1,L,SL,Slider,87.6,86.4,2426,called_strike,null,null,null
4/9/2019,17,2,L,FF,4-Seam Fastball,95.9,94.5,2348,foul,null,null,null
4/9/2019,17,3,L,KC,Knuckle Curve,88,86.9,2829,hit_into_play,79.5,-10,field_out
4/9/2019,22,1,R,FF,4-Seam Fastball,95.7,94,2294,called_strike,null,null,null
4/9/2019,22,2,R,FT,2-Seam Fastball,94.4,93.4,2233,called_strike,null,null,null
4/9/2019,22,3,R,FF,4-Seam Fastball,97.9,96.4,2375,hit_into_play_no_out,96.8,20,double
4/9/2019,23,1,L,FF,4-Seam Fastball,95.1,94.3,2252,called_strike,null,null,null
4/9/2019,23,2,L,FF,4-Seam Fastball,93.8,92.8,2241,ball,null,null,null
4/9/2019,23,3,L,FF,4-Seam Fastball,95.7,95.1,2305,hit_into_play_score,106.1,12,single
4/9/2019,24,1,R,SL,Slider,88.6,88.1,2425,foul,null,null,null
4/9/2019,24,2,R,SL,Slider,88.5,86.9,2512,called_strike,null,null,null
4/9/2019,24,3,R,SL,Slider,87.1,85.5,2850,swinging_strike,null,null,strikeout
4/9/2019,25,1,L,KC,Knuckle Curve,85.4,83.9,2406,called_strike,null,null,null
4/9/2019,25,2,L,FF,4-Seam Fastball,95.5,94,2363,hit_into_play_no_out,94,7,single
4/9/2019,26,1,R,FT,2-Seam Fastball,93.7,92.6,2156,ball,null,null,null
4/9/2019,26,2,R,KC,Knuckle Curve,83.9,82.5,2710,swinging_strike_blocked,null,null,null
4/9/2019,26,3,R,SL,Slider,87.7,86.6,2427,swinging_strike,null,null,null
4/9/2019,26,4,R,SL,Slider,87.8,86.1,2469,ball,null,null,null
4/9/2019,26,5,R,FF,4-Seam Fastball,94.9,94.5,2233,ball,null,null,null
4/9/2019,26,6,R,FF,4-Seam Fastball,95.9,94.5,2266,hit_into_play_score,102.8,23,home_run
4/9/2019,27,1,L,SL,Slider,86.8,85.7,2452,called_strike,null,null,null
4/9/2019,27,2,L,KC,Knuckle Curve,84.3,83,2637,hit_into_play_no_out,84.6,18,single
4/9/2019,28,1,R,FF,4-Seam Fastball,95.4,94.2,2258,foul,null,null,null
4/9/2019,28,2,R,FF,4-Seam Fastball,95.1,94,2288,swinging_strike,null,null,null
4/9/2019,28,3,R,SL,Slider,87.3,86.3,2518,ball,null,null,null
4/9/2019,28,4,R,SL,Slider,86.1,84.4,2351,blocked_ball,null,null,null
4/9/2019,28,5,R,KC,Knuckle Curve,84.4,83.3,2762,hit_into_play_no_out,97.3,-9,single
4/9/2019,29,1,L,FF,4-Seam Fastball,91.5,90.2,2192,hit_into_play,null,null,sac_bunt
4/9/2019,30,1,L,KC,Knuckle Curve,83,81.5,2586,foul,null,null,null
4/9/2019,30,2,L,SL,Slider,86,85.9,2582,blocked_ball,null,null,null
4/9/2019,30,3,L,SL,Slider,86.9,85.8,2423,foul,null,null,null
4/9/2019,30,4,L,KC,Knuckle Curve,84,82.7,2800,hit_into_play,85.8,44,field_out
4/9/2019,36,1,R,SL,Slider,85.6,83.2,2317,ball,null,null,null
4/9/2019,36,2,R,FF,4-Seam Fastball,92.3,91,2257,ball,null,null,null
4/9/2019,36,3,R,FF,4-Seam Fastball,94,92.4,2194,ball,null,null,null
4/9/2019,36,4,R,FF,4-Seam Fastball,93.8,92.9,2278,called_strike,null,null,null
4/9/2019,36,5,R,FF,4-Seam Fastball,93.8,92.9,2249,swinging_strike,null,null,null
4/9/2019,36,6,R,FF,4-Seam Fastball,94.9,94,2330,hit_into_play,83.7,35,field_out
4/9/2019,37,1,L,CH,Changeup,86.1,84.7,1921,called_strike,null,null,null
4/9/2019,37,2,L,FF,4-Seam Fastball,96.4,94.8,2270,ball,null,null,null
4/9/2019,37,3,L,SL,Slider,83.4,82,1847,ball,null,null,null
4/9/2019,37,4,L,FF,4-Seam Fastball,94.9,93.4,2258,hit_into_play,92.1,6,field_out
4/9/2019,38,1,R,FF,4-Seam Fastball,94.7,93.2,2281,foul,null,null,null
4/9/2019,38,2,R,KC,Knuckle Curve,87.1,85.9,2754,ball,null,null,null
4/9/2019,38,3,R,KC,Knuckle Curve,84,83.2,2704,swinging_strike,null,null,null
4/9/2019,38,4,R,KC,Knuckle Curve,85.8,84.5,2722,foul,null,null,null
4/9/2019,38,5,R,KC,Knuckle Curve,86,84.9,2760,foul,null,null,null
4/9/2019,38,6,R,FF,4-Seam Fastball,97.7,97,2293,ball,null,null,null
4/9/2019,38,7,R,SL,Slider,87,85.9,2452,called_strike,null,null,strikeout
4/14/2019,5,1,L,FF,4-Seam Fastball,94,91.9,2255,called_strike,null,null,null
4/14/2019,5,2,L,FT,2-Seam Fastball,93.8,91.3,2096,called_strike,null,null,null
4/14/2019,5,3,L,KC,Knuckle Curve,85.5,83.5,2711,ball,null,null,null
4/14/2019,5,4,L,KC,Knuckle Curve,85.8,84.1,2686,swinging_strike_blocked,null,null,strikeout
4/14/2019,6,1,L,FF,4-Seam Fastball,96.3,93.6,2229,called_strike,null,null,null
4/14/2019,6,2,L,CH,Changeup,85.9,84.9,1562,ball,null,null,null
4/14/2019,6,3,L,FT,2-Seam Fastball,93.1,91.4,1977,ball,null,null,null
4/14/2019,6,4,L,FF,4-Seam Fastball,95.4,92.7,2227,hit_into_play,92.6,20,field_out
4/14/2019,7,1,R,FF,4-Seam Fastball,96.6,95.2,2089,ball,null,null,null
4/14/2019,7,2,R,FF,4-Seam Fastball,95.9,94.6,2266,foul,null,null,null
4/14/2019,7,3,R,SL,Slider,86.1,84.8,2368,called_strike,null,null,null
4/14/2019,7,4,R,KC,Knuckle Curve,84.5,81.7,2729,swinging_strike_blocked,null,null,strikeout
4/14/2019,13,1,L,SL,Slider,84.4,82.5,2427,called_strike,null,null,null
4/14/2019,13,2,L,FT,2-Seam Fastball,93.5,91.2,2165,hit_into_play,92,-2,field_out
4/14/2019,14,1,L,FF,4-Seam Fastball,95,92.5,2183,ball,null,null,null
4/14/2019,14,2,L,FT,2-Seam Fastball,95.4,93.8,2135,foul,null,null,null
4/14/2019,14,3,L,FT,2-Seam Fastball,94.7,92.8,2173,hit_into_play,85.8,-1,field_out
4/14/2019,15,1,R,FF,4-Seam Fastball,96,94.2,2274,called_strike,null,null,null
4/14/2019,15,2,R,KC,Knuckle Curve,82.7,80.9,2787,hit_into_play,100.7,21,field_out
4/14/2019,21,1,R,FF,4-Seam Fastball,94.6,93,2087,foul,null,null,null
4/14/2019,21,2,R,FF,4-Seam Fastball,94.8,92.3,2190,ball,null,null,null
4/14/2019,21,3,R,SL,Slider,86.5,85.1,2360,foul,null,null,null
4/14/2019,21,4,R,KC,Knuckle Curve,84.1,82.7,2669,swinging_strike,null,null,strikeout
4/14/2019,22,1,L,FF,4-Seam Fastball,95.9,94.5,2161,hit_into_play,95.1,20,field_out
4/14/2019,23,1,L,FF,4-Seam Fastball,95.8,94.1,2226,called_strike,null,null,null
4/14/2019,23,2,L,CH,Changeup,87.3,85.7,1698,ball,null,null,null
4/14/2019,23,3,L,FT,2-Seam Fastball,94.6,92.7,2117,swinging_strike,null,null,null
4/14/2019,27,1,L,SL,Slider,84.5,82.7,2283,called_strike,null,null,null
4/14/2019,27,2,L,FF,4-Seam Fastball,94.5,92.7,2177,ball,null,null,null
4/14/2019,27,3,L,CH,Changeup,85.4,83.3,1736,ball,null,null,null
4/14/2019,27,4,L,FT,2-Seam Fastball,94.2,92.4,2022,hit_into_play,95.3,-18,field_out
4/14/2019,28,1,L,SL,Slider,85,83.2,2395,ball,null,null,null
4/14/2019,28,2,L,SL,Slider,87.1,84.5,2342,ball,null,null,null
4/14/2019,28,3,L,FT,2-Seam Fastball,94.9,93.1,2160,hit_into_play,98.8,15,field_out
4/14/2019,29,1,R,FF,4-Seam Fastball,96.3,93.5,2259,ball,null,null,null
4/14/2019,29,2,R,FF,4-Seam Fastball,96.8,94.5,2163,called_strike,null,null,null
4/14/2019,29,3,R,KC,Knuckle Curve,86.2,83.8,2790,swinging_strike,null,null,null
4/14/2019,29,4,R,KC,Knuckle Curve,87.2,84.5,2757,foul,null,null,null
4/14/2019,29,5,R,KC,Knuckle Curve,86.5,84.9,2866,ball,null,null,null
4/14/2019,29,6,R,KC,Knuckle Curve,85.6,83.7,2423,ball,null,null,null
4/14/2019,29,7,R,SL,Slider,86.3,84.6,2466,swinging_strike,null,null,strikeout
4/14/2019,36,1,L,SL,Slider,83.4,81.5,2337,called_strike,null,null,null
4/14/2019,36,2,L,FT,2-Seam Fastball,93.9,92,2097,called_strike,null,null,null
4/14/2019,36,3,L,KC,Knuckle Curve,84.7,82.3,2694,ball,null,null,null
4/14/2019,36,4,L,KC,Knuckle Curve,83.6,81.3,2690,foul,null,null,null
