game_date,at_bat_number,pitch_number,stand,pitch_type,pitch_name,release_speed,effective_speed,release_spin_rate,description,launch_speed,launch_angle,events
6/8/2018,1,1,L,FF,4-Seam Fastball,96.4,95.6,2246,called_strike,null,null,null
6/8/2018,1,2,L,FT,2-Seam Fastball,96.3,94.9,2230,foul,null,null,null
6/8/2018,1,3,L,KC,Knuckle Curve,84.1,82.3,2819,ball,null,null,null
6/8/2018,1,4,L,KC,Knuckle Curve,82.3,80.4,2761,ball,null,null,null
6/8/2018,1,5,L,CH,Changeup,89.5,89.3,1917,ball,null,null,null
6/8/2018,1,6,L,FF,4-Seam Fastball,97.4,96.3,2342,swinging_strike,null,null,strikeout
6/8/2018,2,1,R,FF,4-Seam Fastball,97.2,96.1,2317,ball,null,null,null
6/8/2018,2,2,R,SL,Slider,84.4,83.8,2458,ball,null,null,null
6/8/2018,2,3,R,FF,4-Seam Fastball,97.8,97.2,2257,hit_into_play_no_out,108.6,17,double
6/8/2018,3,1,L,FF,4-Seam Fastball,95.2,94.8,2137,hit_into_play,100.7,-12,field_out
6/8/2018,4,1,L,FF,4-Seam Fastball,96.4,95.5,2298,called_strike,null,null,null
6/8/2018,4,2,L,KC,Knuckle Curve,81.3,79.8,2682,hit_into_play_score,80.3,12,single
6/8/2018,5,1,L,FF,4-Seam Fastball,96.3,95.5,2316,called_strike,null,null,null
6/8/2018,5,2,L,FF,4-Seam Fastball,96,95.3,2293,foul,null,null,null
6/8/2018,5,3,L,FF,4-Seam Fastball,98.5,98.2,2434,hit_into_play_no_out,90.3,-17,single
6/8/2018,6,1,L,KC,Knuckle Curve,85.4,84.6,2420,swinging_strike,null,null,null
6/8/2018,6,2,L,SL,Slider,86.2,85.2,2405,swinging_strike,null,null,null
6/8/2018,6,3,L,KC,Knuckle Curve,84.9,83.8,2393,ball,null,null,null
6/8/2018,6,4,L,KC,Knuckle Curve,81.9,80.4,2721,ball,null,null,null
6/8/2018,6,5,L,KC,Knuckle Curve,80.7,79.1,2807,foul_tip,null,null,strikeout
6/8/2018,11,1,L,FF,4-Seam Fastball,96,94.4,2243,foul,null,null,null
6/8/2018,11,2,L,FF,4-Seam Fastball,96.1,95.6,2328,ball,null,null,null
6/8/2018,11,3,L,FF,4-Seam Fastball,96.3,95.2,2281,called_strike,null,null,null
6/8/2018,11,4,L,FF,4-Seam Fastball,96.7,96.6,2308,hit_into_play,90.1,-3,field_out
6/8/2018,12,1,R,SL,Slider,83.4,82.6,2384,ball,null,null,null
6/8/2018,12,2,R,FF,4-Seam Fastball,96.7,95.9,2192,hit_into_play,93.7,23,field_out
6/8/2018,13,1,R,FF,4-Seam Fastball,96.3,94.5,2215,called_strike,null,null,null
6/8/2018,13,2,R,KC,Knuckle Curve,83.9,83.1,2347,ball,null,null,null
6/8/2018,13,3,R,FF,4-Seam Fastball,96.3,94.6,2272,ball,null,null,null
6/8/2018,13,4,R,FF,4-Seam Fastball,96.1,94.4,2245,foul,null,null,null
6/8/2018,13,5,R,SL,Slider,85.3,84.7,2311,hit_into_play,82.9,-21,field_out
6/8/2018,20,1,L,KC,Knuckle Curve,79.4,77.6,2655,ball,null,null,null
6/8/2018,20,2,L,FF,4-Seam Fastball,95.2,93.8,2351,ball,null,null,null
6/8/2018,20,3,L,FF,4-Seam Fastball,94.7,93.4,2288,ball,null,null,null
6/8/2018,20,4,L,FF,4-Seam Fastball,93.6,93.1,2222,called_strike,null,null,null
6/8/2018,20,5,L,FF,4-Seam Fastball,94.8,93.3,2324,swinging_strike,null,null,null
6/8/2018,20,6,L,FF,4-Seam Fastball,94.1,92.6,2278,ball,null,null,walk
6/8/2018,21,1,R,SL,Slider,85.8,85.5,2469,called_strike,null,null,null
6/8/2018,21,2,R,CH,Changeup,85.1,84.1,1748,hit_into_play_score,104.5,32,home_run
6/8/2018,22,1,L,FF,4-Seam Fastball,95.7,94.7,2246,called_strike,null,null,null
6/8/2018,22,2,L,KC,Knuckle Curve,76.8,75.4,2654,hit_into_play_score,98.9,34,home_run
6/8/2018,23,1,L,FF,4-Seam Fastball,96,94.9,2320,ball,null,null,null
6/8/2018,23,2,L,FF,4-Seam Fastball,94.3,93.1,2203,foul,null,null,null
6/8/2018,23,3,L,CH,Changeup,88.2,87.1,1783,foul,null,null,null
6/8/2018,23,4,L,FF,4-Seam Fastball,97.4,97.1,2266,called_strike,null,null,strikeout
6/8/2018,24,1,L,FF,4-Seam Fastball,97.8,97,2313,called_strike,null,null,null
6/8/2018,24,2,L,FT,2-Seam Fastball,90.5,89.2,1842,ball,null,null,null
6/8/2018,24,3,L,FF,4-Seam Fastball,96.5,96,2251,foul,null,null,null
6/8/2018,24,4,L,KC,Knuckle Curve,83.1,82.1,2774,ball,null,null,null
6/8/2018,24,5,L,SL,Slider,84.1,83.2,2420,hit_into_play_score,102.3,39,home_run
6/8/2018,25,1,L,FF,4-Seam Fastball,96.1,94.8,2332,hit_into_play,70.6,36,field_out
6/8/2018,26,1,L,FF,4-Seam Fastball,97.7,95.6,2316,ball,null,null,null
6/8/2018,26,2,L,FF,4-Seam Fastball,95.4,93.6,2340,ball,null,null,null
6/8/2018,26,3,L,FF,4-Seam Fastball,96.7,94.9,2335,ball,null,null,null
6/8/2018,26,4,L,FF,4-Seam Fastball,94.6,93.8,2279,called_strike,null,null,null
6/8/2018,26,5,L,FF,4-Seam Fastball,94.2,92.6,2251,hit_into_play,95.6,-22,field_out
6/8/2018,30,1,R,FF,4-Seam Fastball,95.3,93.9,2131,called_strike,null,null,null
6/8/2018,30,2,R,SL,Slider,86.4,85.3,2286,ball,null,null,null
6/8/2018,30,3,R,FF,4-Seam Fastball,95.5,94.7,2270,ball,null,null,null
6/8/2018,30,4,R,FF,4-Seam Fastball,95.6,94.4,2172,foul,null,null,null
6/8/2018,30,5,R,SL,Slider,84.7,83.5,2325,foul,null,null,null
6/8/2018,30,6,R,FF,4-Seam Fastball,97.2,96.4,2290,foul,null,null,null
6/8/2018,30,7,R,KC,Knuckle Curve,85.3,84.1,2351,hit_into_play,83.3,-17,field_out
6/8/2018,31,1,R,FF,4-Seam Fastball,94.6,94.1,2154,ball,null,null,null
6/8/2018,31,2,R,FF,4-Seam Fastball,95.5,94.9,2192,called_strike,null,null,null
6/8/2018,31,3,R,SL,Slider,86.8,85.8,2340,swinging_strike,null,null,null
6/8/2018,31,4,R,SL,Slider,87.4,85.9,2465,swinging_strike_blocked,null,null,strikeout
6/8/2018,32,1,L,FF,4-Seam Fastball,93.6,93.3,2146,ball,null,null,null
6/8/2018,32,2,L,FF,4-Seam Fastball,95.4,94.4,2184,hit_into_play,70.2,-24,field_out
6/14/2018,4,1,L,FF,4-Seam Fastball,91.9,91,1918,ball,null,null,null
6/14/2018,4,2,L,FF,4-Seam Fastball,94.1,93,1883,ball,null,null,null
6/14/2018,4,3,L,FF,4-Seam Fastball,92.4,92.3,1856,called_strike,null,null,null
6/14/2018,4,4,L,FF,4-Seam Fastball,92.7,91.7,1899,called_strike,null,null,null
6/14/2018,4,5,L,FF,4-Seam Fastball,94.3,93.1,1908,called_strike,null,null,strikeout
6/14/2018,5,1,R,FF,4-Seam Fastball,94.1,92.9,2031,hit_into_play_score,107.5,19,home_run
6/14/2018,6,1,L,FF,4-Seam Fastball,94.9,93.8,2157,ball,null,null,null
6/14/2018,6,2,L,CH,Changeup,84.6,83.2,1798,ball,null,null,null
6/14/2018,6,3,L,FF,4-Seam Fastball,95.3,93.3,2190,swinging_strike,null,null,null
6/14/2018,6,4,L,FF,4-Seam Fastball,94.1,92.4,2153,foul,null,null,null
6/14/2018,6,5,L,CH,Changeup,85.6,84.5,1466,ball,null,null,null
6/14/2018,6,6,L,FF,4-Seam Fastball,96,94.7,2239,swinging_strike,null,null,strikeout
6/14/2018,7,1,L,FF,4-Seam Fastball,96.4,94.5,2286,ball,null,null,null
6/14/2018,7,2,L,CH,Changeup,85.3,83.8,1804,called_strike,null,null,null
6/14/2018,7,3,L,FF,4-Seam Fastball,94.2,93.2,2087,ball,null,null,null
6/14/2018,7,4,L,FF,4-Seam Fastball,94.3,93.4,2175,called_strike,null,null,null
6/14/2018,7,5,L,SL,Slider,82,79.7,2608,ball,null,null,null
6/14/2018,7,6,L,FF,4-Seam Fastball,95.5,94.5,2229,hit_into_play,78.9,-18,field_out
6/14/2018,11,1,L,KC,Knuckle Curve,77,75.7,2449,called_strike,null,null,null
6/14/2018,11,2,L,CH,Changeup,84.9,83.7,1662,ball,null,null,null
6/14/2018,11,3,L,KC,Knuckle Curve,80.9,79.3,2608,hit_into_play_score,110.7,19,home_run
6/14/2018,12,1,L,FF,4-Seam Fastball,95.1,94.5,2256,called_strike,null,null,null
6/14/2018,12,2,L,FT,2-Seam Fastball,93.5,92,2122,ball,null,null,null
6/14/2018,12,3,L,FF,4-Seam Fastball,95.2,93.7,2207,hit_into_play,83.4,42,field_out
6/14/2018,13,1,L,FF,4-Seam Fastball,93.9,92.6,2133,called_strike,null,null,null
6/14/2018,13,2,L,SL,Slider,83.2,80.8,2405,called_strike,null,null,null
6/14/2018,13,3,L,FF,4-Seam Fastball,97,95.3,2181,called_strike,null,null,strikeout
6/14/2018,14,1,R,FF,4-Seam Fastball,96.7,95.9,2266,ball,null,null,null
6/14/2018,14,2,R,FF,4-Seam Fastball,94.3,93.1,2192,hit_into_play,96.8,5,field_out
6/14/2018,18,1,L,FF,4-Seam Fastball,95,93.6,2208,called_strike,null,null,null
6/14/2018,18,2,L,FF,4-Seam Fastball,94.9,93.4,2233,ball,null,null,null
6/14/2018,18,3,L,CH,Changeup,84.9,84.3,1667,ball,null,null,null
6/14/2018,18,4,L,FF,4-Seam Fastball,94.7,94.8,2140,foul,null,null,null
6/14/2018,18,5,L,FF,4-Seam Fastball,97.3,96.5,2190,hit_into_play,86,-6,field_out
6/14/2018,19,1,L,FF,4-Seam Fastball,95.7,94.5,2237,foul,null,null,null
6/14/2018,19,2,L,KC,Knuckle Curve,82.7,80,2689,ball,null,null,null
6/14/2018,19,3,L,KC,Knuckle Curve,79.5,77.4,2583,swinging_strike,null,null,null
6/14/2018,19,4,L,FF,4-Seam Fastball,97,96.8,2260,ball,null,null,null
6/14/2018,19,5,L,CH,Changeup,84.3,83.4,1577,foul,null,null,null
6/14/2018,19,6,L,KC,Knuckle Curve,83,80.5,2831,swinging_strike,null,null,strikeout
6/14/2018,20,1,R,FT,2-Seam Fastball,96.7,95.4,2228,called_strike,null,null,null
6/14/2018,20,2,R,SL,Slider,85.9,85,2452,swinging_strike,null,null,null
6/14/2018,20,3,R,FF,4-Seam Fastball,97.9,97,2262,foul,null,null,null
6/14/2018,20,4,R,KC,Knuckle Curve,83.5,81.8,2640,foul,null,null,null
6/14/2018,20,5,R,KC,Knuckle Curve,84.5,83.2,2801,swinging_strike,null,null,strikeout
6/14/2018,24,1,L,KC,Knuckle Curve,81.5,80.2,2222,called_strike,null,null,null
6/14/2018,24,2,L,CH,Changeup,85.1,84.1,3210,ball,null,null,null
6/14/2018,24,3,L,FF,4-Seam Fastball,95.6,94.6,2229,foul,null,null,null
6/14/2018,24,4,L,FF,4-Seam Fastball,96.9,95.9,2166,ball,null,null,null
6/14/2018,24,5,L,KC,Knuckle Curve,82.8,81.2,2813,foul,null,null,null
6/14/2018,24,6,L,FF,4-Seam Fastball,98.6,97.2,2198,ball,null,null,null
6/14/2018,24,7,L,FT,2-Seam Fastball,95,94.1,2155,foul,null,null,null
6/14/2018,24,8,L,FF,4-Seam Fastball,97.2,96.6,2096,foul,null,null,null
6/14/2018,24,9,L,FF,4-Seam Fastball,95.6,94.5,2274,hit_into_play_no_out,97,7,single
6/14/2018,25,1,L,FF,4-Seam Fastball,95.6,93.6,2247,hit_into_play,43.6,50,field_out
6/14/2018,26,1,L,FT,2-Seam Fastball,95.3,94.2,2205,ball,null,null,null
6/14/2018,26,2,L,FF,4-Seam Fastball,94.5,93.2,2265,foul,null,null,null
6/14/2018,26,3,L,FF,4-Seam Fastball,94.9,94.1,2267,ball,null,null,null
6/14/2018,26,4,L,CH,Changeup,86.7,85.1,1778,called_strike,null,null,null
6/14/2018,26,5,L,FF,4-Seam Fastball,96.8,95.2,2254,called_strike,null,null,strikeout
6/14/2018,27,1,L,FT,2-Seam Fastball,94.8,94.1,2123,hit_into_play,95.2,26,field_out
6/14/2018,31,1,L,KC,Knuckle Curve,77,75.2,2485,hit_into_play,93.5,22,field_out
6/14/2018,32,1,R,SL,Slider,83.1,81.4,2203,called_strike,null,null,null
6/14/2018,32,2,R,FF,4-Seam Fastball,94.1,93.1,2187,called_strike,null,null,null
6/14/2018,32,3,R,KC,Knuckle Curve,80.8,78.6,2760,foul,null,null,null
6/14/2018,32,4,R,FF,4-Seam Fastball,94.7,92.9,2064,ball,null,null,null
6/14/2018,32,5,R,KC,Knuckle Curve,79.6,77.8,2687,ball,null,null,null
6/14/2018,32,6,R,SL,Slider,84.2,82.8,2462,hit_into_play,57.1,-12,field_out
6/14/2018,33,1,L,SL,Slider,82.5,80.7,2219,ball,null,null,null
6/14/2018,33,2,L,FT,2-Seam Fastball,92.8,91.4,2189,ball,null,null,null
6/14/2018,33,3,L,FF,4-Seam Fastball,95,93.8,2229,hit_into_play,53.6,56,field_out
6/14/2018,37,1,L,FF,4-Seam Fastball,93.3,92,2160,called_strike,null,null,null
6/14/2018,37,2,L,CH,Changeup,84.6,83.1,1724,ball,null,null,null
6/14/2018,37,3,L,FT,2-Seam Fastball,93.7,92.8,2082,ball,null,null,null
6/14/2018,37,4,L,KC,Knuckle Curve,79.7,77.8,2624,ball,null,null,null
6/14/2018,37,5,L,FF,4-Seam Fastball,94.5,92.8,2110,foul,null,null,null
6/14/2018,37,6,L,FF,4-Seam Fastball,94.6,93.7,2272,ball,null,null,walk
6/14/2018,38,1,R,SL,Slider,84.5,83.3,2353,ball,null,null,null
6/14/2018,38,2,R,SL,Slider,82.7,80.8,2508,ball,null,null,null
6/14/2018,38,3,R,FT,2-Seam Fastball,95.2,94,2326,called_strike,null,null,null
6/14/2018,38,4,R,FT,2-Seam Fastball,94.6,93.2,2144,called_strike,null,null,null
6/14/2018,38,5,R,FF,4-Seam Fastball,97,95.5,2231,called_strike,null,null,strikeout
6/14/2018,39,1,L,FF,4-Seam Fastball,95,93.9,2213,hit_into_play,83.6,40,field_out
6/14/2018,40,1,L,FF,4-Seam Fastball,96.6,95.4,2296,ball,null,null,null
6/14/2018,40,2,L,CH,Changeup,84.4,83.4,1567,called_strike,null,null,null
6/14/2018,40,3,L,KC,Knuckle Curve,82.5,80.6,2613,blocked_ball,null,null,null
6/14/2018,40,4,L,FF,4-Seam Fastball,92.9,91.3,2138,blocked_ball,null,null,null
6/14/2018,40,5,L,SL,Slider,83.9,82.6,2408,called_strike,null,null,null
6/14/2018,40,6,L,FF,4-Seam Fastball,96.1,95.5,2172,hit_into_play_no_out,96.5,-13,single
6/14/2018,41,1,L,SL,Slider,83.2,82.3,2466,swinging_strike,null,null,null
6/14/2018,41,2,L,FF,4-Seam Fastball,96.1,95.4,2083,called_strike,null,null,null
6/14/2018,41,3,L,KC,Knuckle Curve,80.4,79,2724,hit_into_play_score,102.2,20,double
6/14/2018,42,1,L,SL,Slider,84,83,2387,foul,null,null,null
6/14/2018,42,2,L,FF,4-Seam Fastball,95,94,2216,ball,null,null,null
6/14/2018,42,3,L,CH,Changeup,83.7,82.6,1643,swinging_strike,null,null,null
6/14/2018,42,4,L,KC,Knuckle Curve,84.4,83.2,2560,swinging_strike_blocked,null,null,strikeout
6/14/2018,49,1,L,FF,4-Seam Fastball,91.7,91,1974,foul,null,null,null
6/14/2018,49,3,L,FF,4-Seam Fastball,93.4,91.4,2083,ball,null,null,null
6/14/2018,49,4,L,KC,Knuckle Curve,81.9,79.5,2761,ball,null,null,null
6/14/2018,49,5,L,FF,4-Seam Fastball,95.3,93.4,2107,hit_into_play_no_out,84.5,-9,single
6/14/2018,50,1,R,FF,4-Seam Fastball,93.7,92.1,2164,swinging_strike,null,null,null
6/14/2018,50,2,R,FF,4-Seam Fastball,94.8,92.5,2385,called_strike,null,null,null
6/14/2018,50,3,R,FF,4-Seam Fastball,96.7,95.2,2305,foul,null,null,null
6/14/2018,50,4,R,SL,Slider,86.6,85.9,2475,blocked_ball,null,null,null
6/14/2018,50,5,R,SL,Slider,85,83.8,2319,ball,null,null,null
6/14/2018,50,6,R,KC,Knuckle Curve,84.2,83.2,2557,foul,null,null,null
6/14/2018,50,7,R,KC,Knuckle Curve,81.1,79.3,2680,hit_into_play_no_out,91.4,17,single
6/14/2018,51,1,L,FF,4-Seam Fastball,94.1,92.4,2123,ball,null,null,null
6/14/2018,51,2,L,FT,2-Seam Fastball,92.3,90.5,2158,ball,null,null,null
6/14/2018,51,3,L,FF,4-Seam Fastball,95.1,94.3,2200,ball,null,null,null
6/14/2018,51,4,L,FF,4-Seam Fastball,94.8,93.9,2163,ball,null,null,walk
6/19/2018,1,1,L,FF,4-Seam Fastball,95.4,94,2259,called_strike,null,null,null
6/19/2018,1,2,L,FF,4-Seam Fastball,97.2,95.4,2258,hit_into_play_no_out,101.9,-9,single
6/19/2018,2,1,L,FF,4-Seam Fastball,95.7,94,2220,blocked_ball,null,null,null
6/19/2018,2,2,L,FF,4-Seam Fastball,96.4,95.4,2247,hit_into_play_no_out,77.9,29,single
6/19/2018,3,1,L,KC,Knuckle Curve,82,79.6,2703,called_strike,null,null,null
6/19/2018,3,2,L,FF,4-Seam Fastball,95.4,93.8,2173,foul,null,null,null
6/19/2018,3,3,L,KC,Knuckle Curve,82.7,81.3,2734,blocked_ball,null,null,null
6/19/2018,3,4,L,KC,Knuckle Curve,75.1,73.4,2339,ball,null,null,null
6/19/2018,3,5,L,KC,Knuckle Curve,82.4,81.2,2711,hit_into_play,93.5,38,field_out
6/19/2018,4,1,R,FF,4-Seam Fastball,96.8,95.9,2365,ball,null,null,null
6/19/2018,4,2,R,FF,4-Seam Fastball,96.9,95.9,2263,hit_into_play_score,83.7,30,sac_fly
6/19/2018,5,1,L,FF,4-Seam Fastball,97.6,96.8,2261,called_strike,null,null,null
6/19/2018,5,2,L,FF,4-Seam Fastball,97.6,97.2,2289,hit_into_play,64.5,80,field_out
6/19/2018,12,1,R,FF,4-Seam Fastball,96.2,95,2260,called_strike,null,null,null
6/19/2018,12,2,R,SL,Slider,86.6,85.3,2391,ball,null,null,null
6/19/2018,12,3,R,KC,Knuckle Curve,81.3,79.9,2671,ball,null,null,null
6/19/2018,12,4,R,FF,4-Seam Fastball,96.8,95.8,2263,swinging_strike,null,null,null
6/19/2018,12,5,R,SL,Slider,87.4,86.9,2475,foul,null,null,null
6/19/2018,12,6,R,FF,4-Seam Fastball,96.8,95.3,2189,ball,null,null,null
6/19/2018,12,7,R,FF,4-Seam Fastball,96.5,95.6,2212,foul,null,null,null
6/19/2018,12,8,R,FF,4-Seam Fastball,95.9,96.4,2139,hit_into_play_no_out,99.5,15,double
6/19/2018,13,1,R,FF,4-Seam Fastball,96.8,96,2258,ball,null,null,null
6/19/2018,13,2,R,SL,Slider,84.2,83.8,2381,blocked_ball,null,null,null
6/19/2018,13,3,R,FF,4-Seam Fastball,96.7,95.9,2310,hit_into_play_score,92.8,-5,single
6/19/2018,14,1,L,FF,4-Seam Fastball,94.1,94.3,2203,ball,null,null,null
6/19/2018,14,2,L,FF,4-Seam Fastball,92.5,92.2,2168,hit_into_play,null,null,sac_bunt
6/19/2018,15,1,R,FF,4-Seam Fastball,95.4,94.4,2262,called_strike,null,null,null
6/19/2018,15,2,R,SL,Slider,85.7,84.6,2334,called_strike,null,null,null
6/19/2018,15,3,R,KC,Knuckle Curve,85.5,83.7,2927,swinging_strike,null,null,strikeout
6/19/2018,16,1,L,FF,4-Seam Fastball,95.1,93.9,2266,ball,null,null,null
6/19/2018,16,2,L,KC,Knuckle Curve,82.5,80.5,2688,foul,null,null,null
6/19/2018,16,3,L,FF,4-Seam Fastball,95.8,94.9,2112,ball,null,null,null
6/19/2018,16,4,L,KC,Knuckle Curve,83.7,81.7,2812,swinging_strike_blocked,null,null,null
6/19/2018,16,5,L,FF,4-Seam Fastball,97.8,97.2,2294,ball,null,null,null
6/19/2018,16,6,L,KC,Knuckle Curve,83.2,81.4,2721,foul,null,null,null
6/19/2018,16,7,L,KC,Knuckle Curve,84.5,82.5,2812,swinging_strike,null,null,strikeout
6/19/2018,21,1,L,KC,Knuckle Curve,80.8,79.4,2620,ball,null,null,null
6/19/2018,21,2,L,CH,Changeup,88.3,87.6,1858,foul,null,null,null
6/19/2018,21,3,L,CH,Changeup,86.1,86.1,1717,ball,null,null,null
6/19/2018,21,4,L,CH,Changeup,87.4,86.8,1858,foul,null,null,null
6/19/2018,21,5,L,FF,4-Seam Fastball,95,94.1,2150,hit_into_play,80,69,field_out
6/19/2018,22,1,L,FF,4-Seam Fastball,95,94.1,2196,called_strike,null,null,null
6/19/2018,22,2,L,FF,4-Seam Fastball,95.4,94.9,2195,ball,null,null,null
6/19/2018,22,3,L,CH,Changeup,87,86.4,1683,ball,null,null,null
6/19/2018,22,4,L,CH,Changeup,87.9,86.8,1920,swinging_strike,null,null,null
6/19/2018,22,5,L,KC,Knuckle Curve,84.5,83.1,2741,ball,null,null,null
6/19/2018,22,6,L,CH,Changeup,87.6,86.5,1669,hit_into_play_no_out,106.5,12,single
6/19/2018,23,1,R,FT,2-Seam Fastball,94.9,94.4,2195,ball,null,null,null
6/19/2018,23,2,R,SL,Slider,85.4,83.7,2366,called_strike,null,null,null
6/19/2018,23,3,R,FT,2-Seam Fastball,94.6,93.3,2110,hit_into_play,75.8,-10,grounded_into_double_play
6/19/2018,36,1,L,FF,4-Seam Fastball,93.6,92.7,2212,called_strike,null,null,null
6/19/2018,36,2,L,CH,Changeup,87.2,86.1,1938,called_strike,null,null,null
6/19/2018,36,3,L,FF,4-Seam Fastball,96.2,95.8,2154,hit_into_play,55.5,-16,field_out
6/19/2018,37,1,R,FF,4-Seam Fastball,95.4,94.2,2251,ball,null,null,null
6/19/2018,37,2,R,FF,4-Seam Fastball,93.2,91.9,2150,called_strike,null,null,null
6/19/2018,37,3,R,KC,Knuckle Curve,80.3,78.5,2595,called_strike,null,null,null
6/19/2018,37,4,R,SL,Slider,87.2,85.7,2340,foul,null,null,null
6/19/2018,37,5,R,FF,4-Seam Fastball,97.9,96.7,2279,foul,null,null,null
6/19/2018,37,6,R,KC,Knuckle Curve,82.5,81.2,2625,foul,null,null,null
6/19/2018,37,7,R,KC,Knuckle Curve,83.9,82.8,2823,foul,null,null,null
6/19/2018,37,8,R,SL,Slider,86.6,85.3,2404,swinging_strike,null,null,strikeout
6/19/2018,38,1,R,FF,4-Seam Fastball,94.4,93.8,2241,hit_into_play,74.6,-10,field_out
6/19/2018,43,1,L,FF,4-Seam Fastball,95.2,94.8,2226,called_strike,null,null,null
6/19/2018,43,2,L,KC,Knuckle Curve,80.6,78.7,2637,ball,null,null,null
6/19/2018,43,3,L,FF,4-Seam Fastball,95.3,95,2258,foul,null,null,null
6/19/2018,43,4,L,FF,4-Seam Fastball,95.4,93.9,2268,foul,null,null,null
6/19/2018,43,5,L,FF,4-Seam Fastball,97.3,96.7,2230,foul,null,null,null
6/19/2018,43,6,L,KC,Knuckle Curve,82.9,81.2,2746,ball,null,null,null
6/19/2018,43,7,L,KC,Knuckle Curve,82.7,81.1,2751,ball,null,null,null
6/19/2018,43,8,L,FF,4-Seam Fastball,96.9,96,2137,foul,null,null,null
6/19/2018,43,9,L,FF,4-Seam Fastball,96,94.8,2191,blocked_ball,null,null,walk
6/19/2018,44,1,R,SL,Slider,84.6,83.8,2498,ball,null,null,null
6/19/2018,44,2,R,FT,2-Seam Fastball,93.3,92.3,2054,hit_into_play,96.7,-39,field_out
6/19/2018,45,1,L,KC,Knuckle Curve,83.2,82.2,2755,ball,null,null,null
6/19/2018,45,2,L,FF,4-Seam Fastball,94.3,93.1,2072,ball,null,null,null
6/19/2018,45,3,L,FF,4-Seam Fastball,95.9,95.6,2189,ball,null,null,null
6/19/2018,45,4,L,FF,4-Seam Fastball,97.9,97.4,2304,called_strike,null,null,null
6/19/2018,45,5,L,CH,Changeup,88.2,87.2,1816,ball,null,null,walk
6/19/2018,46,1,L,FT,2-Seam Fastball,90.5,89.8,1775,hit_into_play_score,93.5,-4,single
6/19/2018,47,1,L,CH,Changeup,89.2,88.4,1853,called_strike,null,null,null
6/19/2018,47,2,L,FF,4-Seam Fastball,95.8,95.5,2176,foul,null,null,null
6/19/2018,47,3,L,KC,Knuckle Curve,86.1,84.8,2775,blocked_ball,null,null,null
6/19/2018,47,4,L,CH,Changeup,88.3,87.7,1682,hit_into_play_score,95.3,36,sac_fly
6/19/2018,48,1,R,SL,Slider,86.8,85.7,2419,blocked_ball,null,null,null
6/19/2018,48,2,R,FT,2-Seam Fastball,93.2,92.5,2177,ball,null,null,null
6/19/2018,48,3,R,FF,4-Seam Fastball,95.1,94,2238,foul,null,null,null
6/19/2018,48,4,R,SL,Slider,86.6,85.7,2502,swinging_strike_blocked,null,null,other_out
6/19/2018,55,1,R,SL,Slider,86.1,85.2,2233,swinging_strike,null,null,null
6/19/2018,55,2,R,KC,Knuckle Curve,79.5,78,2540,hit_into_play,92.3,26,field_out
6/19/2018,56,1,L,FF,4-Seam Fastball,95.1,93.7,2193,ball,null,null,null
6/19/2018,56,2,L,FF,4-Seam Fastball,95.1,93.7,2288,called_strike,null,null,null
6/19/2018,56,3,L,KC,Knuckle Curve,81.9,79.6,2668,called_strike,null,null,null
6/19/2018,56,4,L,KC,Knuckle Curve,84.1,82.2,2692,swinging_strike_blocked,null,null,strikeout
6/19/2018,57,1,R,SL,Slider,86,84.5,2344,called_strike,null,null,null
6/19/2018,57,2,R,SL,Slider,84.9,84,2396,hit_into_play,84.7,-30,field_out
6/24/2018,1,1,L,FF,4-Seam Fastball,93.1,91.2,2124,hit_into_play_no_out,95.1,17,double
6/24/2018,2,1,R,KC,Knuckle Curve,79,77.2,2711,hit_into_play_no_out,100.2,-5,single
6/24/2018,3,1,R,SL,Slider,84.8,84.1,2382,ball,null,null,null
6/24/2018,3,2,R,FF,4-Seam Fastball,92.1,90.7,2043,foul,null,null,null
6/24/2018,3,3,R,FT,2-Seam Fastball,94.2,92.6,2138,hit_into_play_score,101.9,13,double
6/24/2018,4,1,L,FF,4-Seam Fastball,95.2,94.1,2228,ball,null,null,null
6/24/2018,4,2,L,KC,Knuckle Curve,80.5,78.7,2722,hit_into_play_score,79.5,10,single
6/24/2018,5,1,R,FF,4-Seam Fastball,95.8,94.3,2294,ball,null,null,null
6/24/2018,5,2,R,FF,4-Seam Fastball,95.7,94.5,2313,hit_into_play_no_out,100.6,1,field_error
6/24/2018,6,1,L,FF,4-Seam Fastball,94.4,93.1,2318,ball,null,null,null
6/24/2018,6,2,L,FF,4-Seam Fastball,94.2,93.2,2256,foul,null,null,null
6/24/2018,6,3,L,CH,Changeup,86.5,84.8,1904,foul,null,null,null
6/24/2018,6,4,L,KC,Knuckle Curve,82.3,80.4,2758,called_strike,null,null,strikeout
6/24/2018,7,1,L,FF,4-Seam Fastball,94.5,93.5,2218,hit_into_play,53.2,-23,field_out
6/24/2018,9,1,R,FF,4-Seam Fastball,95.2,93.9,2213,foul,null,null,null
6/24/2018,9,2,R,SL,Slider,84.4,83.1,2495,called_strike,null,null,null
6/24/2018,9,3,R,KC,Knuckle Curve,82.4,80.7,2754,swinging_strike,null,null,strikeout
6/24/2018,15,1,L,FF,4-Seam Fastball,92.5,90.9,2065,called_strike,null,null,null
6/24/2018,15,2,L,CH,Changeup,85.2,83.7,1682,ball,null,null,null
6/24/2018,15,3,L,CH,Changeup,84.1,82.5,1681,foul,null,null,null
