Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,Trp-Dbl
2016-17,22,PHI,NBA,C,31,31,786,200,429,.466,36,98,.367,164,331,.495,.508,191,244,.783,61,182,243,66,27,76,117,112,627,,0
2017-18,23,PHI,NBA,C,63,63,1912,510,1056,.483,66,214,.308,444,842,.527,.514,359,467,.769,143,547,690,199,40,111,234,209,1445,,0
2018-19,24,PHI,NBA,C,64,64,2154,580,1199,.484,79,263,.300,501,936,.535,.517,522,649,.804,160,711,871,234,46,122,226,211,1761,,2
2019-20,25,PHI,NBA,C,51,51,1506,382,801,.477,57,172,.331,325,629,.517,.512,351,435,.807,141,452,593,152,45,65,159,174,1172,,0
2020-21,26,PHI,NBA,C,51,51,1585,461,899,.513,58,154,.377,403,745,.541,.545,471,548,.859,113,426,539,145,50,69,159,123,1451,,0
2021-22,27,PHI,NBA,C,68,68,2297,666,1334,.499,93,251,.371,573,1083,.529,.534,654,803,.814,146,650,796,284,77,99,214,181,2079,,2
2022-23,28,PHI,NBA,C,66,66,2284,728,1328,.548,66,200,.330,662,1128,.587,.573,661,771,.857,113,557,670,274,66,112,226,205,2183,,1
2023-24,29,PHI,NBA,C,39,39,1309,450,851,.529,54,139,.388,396,712,.556,.561,399,452,.883,95,335,430,219,46,66,150,112,1353,,2
Career,,,NBA,,433,433,13833,3977,7897,.504,509,1491,.341,3468,6406,.541,.536,3608,4369,.826,972,3860,4832,1573,397,720,1485,1327,12071,,7
