"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-06","9.6","264",,,"46",,,"2.95","97","6913","8.30",,,"71.1","80.2","61.9","0",,"170","170",,,,"45.0","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-07","8.5","636",,,"58",,,"1.93","95","0","5.19",,,"77.0","85.4","68.6",,,"120","110",,,,"31.1","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-08","8.7","824",,,"50",,,"2.36","89","5","8.30",,,"70.9","79.3","62.5","0",,"130","280",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-09","8.3","961",,,"39",,,"1.27","92","127","3.91",,,"65.5","74.6","56.3","0",,"290","290",,,,"38.9","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-10","8.9","961",,,"24",,,"1.93","75","846","4.18",,,"41.8","48.6","35.0",,,"220","200",,,,"32.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-11","8.5","961",,,"15",,,"0.04","66","1806","0.09",,,"33.0","40.4","25.6","0",,"330","310",,,,"32.0","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2002-12","9.6","961",,,"3",,,"0.07","48","3009","0.22",,,"26.2","33.6","18.8","0",,"290","300",,,,"29.1","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-01","9.8","0",,,"-12",,,"0.11","54","4549","0.22",,,"15.3","23.0","7.6",,,"330","330",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-02","9.8","0","24",,"-14","6",,"0.33","46","5929","0.54",,,"15.7","24.8","6.5",,,"310","310",,,,"36.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-03","9.8","0",,,"-10",,,"0.57","72","6974","1.44",,,"31.3","40.5","22.1",,,"350","340",,,,"25.9","32",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-04","11.0","12",,,"21",,,"1.04","89","7487","2.40",,,"48.3","57.8","38.8","0",,"90","90",,,,"31.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-05","9.4","20",,,"41",,,"1.37","82","7722","6.14",,,"57.7","67.2","48.1",,,"30","30",,,,"34.9","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-06","7.8","146",,,"49",,,"2.09","89","7755","4.66",,,"68.1","77.8","58.5",,,"20","20",,,,"47.0","59",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-07","8.1","417",,,"56",,,"0.80","92","0","2.05",,,"73.7","82.5","64.9","0",,"330","350",,,,"30.0","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-08","7.4","737",,,"53",,,"0.85","97","1","1.12",,,"75.3","85.3","65.3",,,"220","220",,,,"30.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-09","9.4","841",,,"35",,,"0.86","92","180","2.20",,,"62.5","72.5","52.5","0",,"290","290",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-10","8.7","855",,,"28",,,"0.48","85","626","0.62",,,"51.1","60.3","41.8",,,"290","280",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-11","10.3","855",,,"9",,,"0.25","59","1614","0.71",,,"32.1","38.6","25.6",,,"290","300",,,,"32.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2003-12","9.8","855",,,"-4",,,"0.37","43","2855","0.62",,,"24.9","31.0","18.9",,,"280","290",,,,"30.0","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-01","10.3","0","8",,"-24","4",,"0.16","36","4523","0.23",,,"11.2","18.5","3.9",,,"290","320",,,,"34.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-02","8.5","0","28",,"-11","12",,"0.35","48","5782","1.09",,,"21.6","28.6","14.6",,,"150","30",,,,"23.0","30",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-03","10.7","0","6",,"5","3",,"0.59","66","6681","2.11",,,"36.0","44.2","27.8",,,"290","330",,,,"36.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-04","10.1","9","0",,"25","0",,"1.04","91","7142","2.06",,,"49.9","61.7","38.2",,,"280","280",,,,"40.9","51",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-05","10.3","16","0",,"37","0",,"1.28","88","7409","6.39",,,"56.6","66.0","47.2","0",,"300","300",,,,"40.0","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-06","9.2","93","0",,"46","0",,"0.90","95","7473","3.07",,,"65.4","74.5","56.4",,,"350","190",,,,"31.1","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-07","7.6","324","0","0","53","0","0.0","0.95","95","8","3.36",,"0.0","72.2","81.1","63.2",,,"300","20",,,,"25.1","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-08","8.3","419","0","0","44","0","0.0","0.32","86","62","1.19",,"0.0","66.3","75.7","56.9","0",,"320","320",,,,"25.9","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-09","9.8","554","0","0","41","0","0.0","1.58","88","124","4.21",,"0.0","67.4","77.0","57.8",,,"230","230",,,,"38.9","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-10","9.6","555","0","0","29","0","0.0","0.88","78","588","2.32",,"0.0","50.1","58.0","42.1",,,"290","290",,,,"29.1","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-11","8.1","555","1","0","20","1","0.5","0.62","67","1406","0.93",,"0.5","37.7","45.1","30.3",,,"320","320",,,,"29.1","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2004-12","11.0","555","7","0","-10","1","0.8","0.16","51","2722","0.44",,"1.8","22.5","30.1","14.9",,,"310","310",,,,"38.9","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-01","9.2","0","24","1","-14","7","5.5","0.68","44","4254","1.22",,"8.7","15.6","22.9","8.3","0",,"310","310",,,,"33.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-02","8.7","0","16","3","3","4","2.3","0.46","53","5334","0.96",,"8.1","26.4","34.0","18.9",,,"280","280",,,,"25.1","32",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-03","9.4","0","9","1","6","5","5.3","0.91","71","6363","1.37",,"6.7","31.8","40.9","22.7",,,"320","160",,,,"31.1","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-04","10.1","7","0","0","29","0","0.0","0.94","81","6762","2.30",,"0.0","51.9","61.7","42.2",,,"20","20",,,,"30.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-05","10.3","13","0","0","29","0","0.0","0.62","79","7035","2.78",,"0.0","56.4","64.7","48.0",,,"280","270",,,,"33.1","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-06","9.4","265","0","0","56","0","0.0","1.03","96","7035","4.24",,"0.0","73.4","82.5","64.3",,,"300","290",,,,"47.0","60",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-07","9.2","630","0","0","54","0","0.0","1.56","97","0","2.94",,"0.0","76.8","86.6","66.9",,,"330","270",,,,"30.0","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-08","7.6","841","0","0","53","0","0.0","2.04","96","4","5.22",,"0.0","71.7","80.9","62.5",,,"360","320",,,,"28.0","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-09","8.7","944","0","0","39","0","0.0","0.94","90","68","4.44",,"0.0","66.3","75.8","56.8",,,"270","270",,,,"31.1","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-10","8.1","973","0","0","31","0","0.0","4.61","85","490","5.45",,"0.0","52.3","61.5","43.2",,,"310","250",,,,"29.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-11","10.3","973","4","3","8","3","2.1","0.43","71","1342","1.52",,"5.1","36.6","44.5","28.7",,,"280","280",,,,"38.9","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2005-12","7.4","973","31","5","-8","7","5.0","0.30","43","2755","0.98",,"14.5","19.4","24.8","14.1",,,"290","280",,,,"25.9","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-01","9.6","0","25","0","5","5","0.9","0.16","48","3884","0.72",,"2.4","28.6","34.4","22.7",,,"310","310",,,,"30.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-02","9.6","0","5","1","-13","2","1.5","0.12","43","5145","0.32",,"2.1","20.0","28.6","11.4",,,"270","340",,,,"25.9","31",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-03","9.4","0","15","4","10","12","9.9","0.78","56","6118","2.01",,"20.4","33.6","40.9","26.2",,,"30","30",,,,"31.1","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-04","10.7","1","0","0","29","0","0.0","2.58","84","6463","5.97",,"0.0","53.5","63.4","43.7",,,"80","80",,,,"36.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-05","10.1","98","0","0","39","0","0.0","0.46","97","6657","1.67",,"0.0","61.9","71.1","52.6",,,"320","20",,,,"30.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-06","8.5","297","0","0","49","0","0.0","1.15","91","6676","2.81",,"0.0","71.0","80.9","61.0",,,"110","350",,,,"30.0","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-07","8.5","750","0","0","59","0","0.0","0.71","101","0","1.29",,"0.0","79.6","89.8","69.5",,,"310","310",,,,"30.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-08","7.8","970","0","0","58","0","0.0","2.69","88","0","6.90",,"0.0","72.1","80.6","63.6",,,"330","350",,,,"30.0","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-09","8.5","1012","0","0","38","0","0.0","0.63","83","202","2.45",,"0.0","59.6","67.9","51.4",,,"160","170",,,,"28.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-10","10.1","1023","0","0","24","0","0.0","0.18","84","804","0.41",,"0.0","45.9","55.0","36.9",,,"280","280",,,,"32.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-11","7.8","1023","0","0","7","0","0.1","0.66","72","1650","0.92",,"0.2","36.8","45.2","28.4",,,"280","310",,,,"25.1","31",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2006-12","8.7","1023","1","2","-1","1","3.2","0.98","50","2763","2.13",,"4.3","29.1","35.8","22.4",,,"280","290",,,,"28.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-01","8.7","0","21","2","-6","4","3.0","0.16","41","4169","0.31",,"5.5","19.7","26.6","12.7",,,"310","320",,,,"29.1","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-02","9.4","0","24","4","-17","7","4.8","0.64","47","5611","1.37",,"12.6","13.5","20.5","6.5",,,"290","290",,,,"33.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-03","9.6","0","12","2","4","15","9.0","1.02","81","6437","3.64",,"11.0","38.4","47.0","29.8",,,"160","220",,,,"25.9","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-04","10.5","14","2","1","15","1","1.3","0.30","85","6983","1.12",,"1.9","47.2","57.5","36.9",,,"320","320",,,,"31.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-05","11.0","93","0","0","41","0","0.0","0.58","92","7089","2.00",,"0.0","64.1","75.1","53.2",,,"120","140",,,,"42.9","58",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-06","9.4","333","0","0","51","0","0.0","1.09","93","7099","2.05",,"0.0","72.7","82.7","62.7",,,"210","210",,,,"34.9","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-07","7.6","673","0","0","56","0","0.0","1.48","98","0","3.30",,"0.0","76.0","85.7","66.2",,,"270","280",,,,"40.0","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-08","7.4","903","0","0","54","0","0.0","2.05","94","11","9.32",,"0.0","72.0","80.1","63.9",,,"260","260",,,,"47.0","71",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-09","9.4","1008","0","0","36","0","0.0","1.77","92","123","6.04",,"0.0","64.8","74.7","54.9",,,"260","240",,,,"33.1","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-10","9.4","1038","0","0","31","0","0.0","0.92","87","484","3.64",,"0.0","54.3","62.1","46.5",,,"320","310",,,,"34.9","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-11","10.1","1038","0","0","4","0","0.2","0.06","63","1399","0.09",,"0.4","34.5","42.0","27.0",,,"280","320",,,,"33.1","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2007-12","7.4","1038","30","5","-4","10","4.5","0.48","36","2901","1.48",,"18.1","16.6","23.4","9.7",,,"270","270",,,,"34.9","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-01","8.1","0","31","0","-15","8","0.9","0.09","43","4506","0.15",,"2.0","13.2","21.2","5.2",,,"280","290",,,,"28.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-02","8.1","0","29","3","-14","5","1.3","0.14","38","5950","0.41",,"4.8","15.2","23.1","7.3",,,"280","270",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-03","8.7","0","19","6","-6","6","5.5","0.72","52","7088","1.98",,"18.0","28.3","36.2","20.4",,,"310","310",,,,"30.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-04","10.3","0","3","0","24","6","0.8","0.83","77","7717","3.13",,"1.6","44.0","53.0","35.1",,,"250","240",,,,"36.0","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-05","9.6","11","0","0","37","0","0.0","1.23","84","7996","2.54",,"0.0","56.3","66.6","46.0",,,"340","330",,,,"38.9","53",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-06","8.9","135","0","0","52","0","0.0","1.20","90","8008","2.70",,"0.0","68.7","77.9","59.5",,,"310","320",,,,"49.0","62",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-07","8.1","461","0","0","55","0","0.0","0.77","94","0","2.13",,"0.0","75.5","85.4","65.7",,,"290","270",,,,"36.9","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-08","7.6","691","0","0","54","0","0.0","2.12","89","0","3.36",,"0.0","72.4","82.8","62.1",,,"270","270",,,,"42.9","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-09","8.5","753","0","0","42","0","0.0","0.61","88","104","1.78",,"0.0","63.6","72.8","54.3",,,"270","260",,,,"33.1","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-10","8.9","758","0","0","27","0","0.0","0.93","78","562","1.97",,"0.0","50.4","59.6","41.2",,,"280","280",,,,"36.9","53",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-11","8.9","758","3","2","9","1","1.5","0.41","74","1472","1.14",,"4.3","34.6","41.5","27.8",,,"220","230",,,,"28.0","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2008-12","9.6","758","31","6","-13","8","3.6","0.27","41","3068","1.16",,"17.5","13.5","23.0","4.0",,,"280","280",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-01","7.8","0","31","2","-22","8","4.7","0.23","46","4825","0.57",,"8.4","8.3","16.8","-0.2",,,"280","280",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-02","9.8","0","18","3","-5","6","6.0","0.46","47","6063","0.93",,"10.9","20.8","29.1","12.4",,,"280","190",,,,"32.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-03","9.8","0","8","1","-4","5","1.0","0.44","67","7080","1.50",,"1.5","32.2","41.1","23.3",,,"120","130",,,,"30.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-04","10.3","1","2","1","26","2","1.0","0.81","85","7603","1.57",,"2.5","47.6","57.4","37.8",,,"340","330",,,,"31.1","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-05","10.5","40","0","0","38","0","0.0","0.20","97","7771","0.53",,"0.0","60.8","71.6","50.0",,,"280","200",,,,"36.0","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-06","8.1","193","0","0","46","0","0.0","0.69","95","7845","2.87",,"0.0","67.7","76.6","58.7",,,"280","290",,,,"30.0","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-07","8.1","357","0","0","53","0","0.0","0.92","89","9","2.18",,"0.0","70.0","79.4","60.5",,,"320","280",,,,"28.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-08","7.8","515","0","0","49","0","0.0","2.08","90","30","6.43",,"0.0","69.4","78.0","60.9",,,"250","240",,,,"30.0","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-09","6.3","619","0","0","39","0","0.0","0.37","84","88","0.46",,"0.0","66.5","76.0","57.0",,,"290","280",,,,"40.9","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-10","8.9","619","1","1","26","1","2.5","1.38","64","764","5.59",,"2.8","43.2","49.1","37.3",,,"220","220",,,,"32.0","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-11","6.9","619","0","0","24","0","0.0","0.10","64","1433","0.38",,"0.0","42.7","51.0","34.4",,,"290","290",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2009-12","8.7","619","23","6","-5","11","5.2","0.56","47","2913","1.83",,"20.9","17.3","23.2","11.4",,,"330","340",,,,"29.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-01","7.6","0","31","1","-15","11","2.2","0.23","36","4523","0.45",,"3.1","13.0","20.0","6.1",,,"130","10",,,,"28.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-02","6.5","0","28","5","0","17","4.7","0.23","38","5792","0.75",,"13.9","19.7","28.1","11.3",,,"110","290",,,,"23.0","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-03","8.1","0","10","0","19","12","0.0","0.27","76","6536","0.69",,"0.0","41.0","50.0","32.0",,,"170","170",,,,"25.9","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-04","9.2","0","0","0","32","0","0.0","0.73","81","6838","2.32",,"0.0","54.9","65.5","44.3",,,"170","260",,,,"29.1","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-05","8.5","88","0","0","32","0","0.0","0.61","95","7059","2.50",,"0.0","60.7","70.5","50.9",,,"270","270",,,,"36.9","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-06","8.1","229","0","0","52","0","0.0","2.15","91","7072","6.26",,"0.0","69.3","77.5","61.0",,,"330","20",,,,"38.0","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-07","7.4","578","0","0","61","0","0.0","0.80","94","0","3.03",,"0.0","76.3","85.4","67.1",,,"80","330",,,,"36.9","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-08","8.5","950","0","0","56","0","0.0","2.47","96","0","4.91",,"0.0","77.0","86.2","67.8",,,"260","360",,,,"31.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-09","9.2","958","0","0","41","0","0.0","1.98","80","151","5.53",,"0.0","60.2","68.9","51.6",,,"140","260",,,,"34.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-10","7.6","974","0","0","28","0","0.0","0.67","87","508","1.61",,"0.0","54.0","64.1","44.0",,,"240","240",,,,"42.9","62",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-11","9.6","974","11","2","6","4","7.7","0.98","69","1400","2.07",,"9.9","35.3","42.5","28.1",,,"320","330",,,,"25.9","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2010-12","8.3","974","31","6","-8","19","16.3","1.16","42","2907","2.80",,"33.6","16.4","22.4","10.4",,,"360","20",,,,"30.0","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-01","7.2","0","31","8","-16","14","4.2","0.25","32","4549","1.02",,"17.1","12.0","18.3","5.8",,,"320","350",,,,"29.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-02","9.2","0","28","3","-11","15","11.8","0.85","52","5844","1.13",,"16.1","18.7","27.0","10.5",,,"280","270",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-03","8.3","0","25","3","-3","11","4.1","1.14","53","6946","2.06",,"8.2","29.4","37.4","21.5",,,"280","280",,,,"34.9","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-04","10.7","0","2","1","30","1","1.3","1.46","76","7510","2.80",,"1.9","46.2","55.1","37.3",,,"70","50",,,,"33.1","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-05","10.3","29","0","0","32","0","0.0","1.74","88","7744","4.04",,"0.0","58.4","67.2","49.6",,,"270","260",,,,"32.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-06","9.6","198","0","0","52","0","0.0","1.29","103","7776","5.28",,"0.0","69.5","78.7","60.3",,,"250","240",,,,"34.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-07","7.4","626","0","0","61","0","0.0","1.84","99","0","5.23",,"0.0","78.8","87.9","69.7",,,"340","350",,,,"36.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-08","6.7","892","0","0","58","0","0.0","1.42","88","0","3.04",,"0.0","73.6","82.4","64.8",,,"300","300",,,,"36.0","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-09","7.8","983","0","0","36","0","0.0","0.20","94","154","0.36",,"0.0","62.9","72.5","53.3",,,"320","310",,,,"36.9","53",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-10","8.7","1035","0","0","31","0","0.0","0.54","88","505","0.70",,"0.0","55.3","64.9","45.8",,,"170","170",,,,"34.9","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-11","8.9","1035","3","1","16","3","3.0","0.21","64","1278","0.30",,"3.0","39.2","47.0","31.5",,,"280","200",,,,"31.1","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2011-12","7.8","1035","8","2","5","4","4.2","0.37","52","2432","1.00",,"7.3","27.8","34.4","21.2",,,"320","310",,,,"32.0","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-01","9.4","0","17","2","-11","2","1.9","0.15","52","3725","0.37",,"4.6","23.3","30.8","15.8",,,"310","310",,,,"33.1","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-02","8.7","0","7","2","1","3","2.2","0.70","46","4806","1.71",,"6.1","27.7","34.8","20.6",,,"110","100",,,,"38.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-03","9.8","15","6","0","8","2","0.8","0.58","80","5338","1.40",,"1.3","48.3","57.5","39.1",,,"320","210",,,,"34.9","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-04","10.3","15","0","0","27","0","0.0","1.19","75","5787","3.05",,"0.0","50.0","59.6","40.5",,,"310","330",,,,"30.0","44",,
