"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-01",,"0","31","4","-34","21","2.0","0.11","37","4899","0.48","45.8","9.8","5.5","14.6","-3.5","7878",,,,,"315",,,,,"25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-02",,"0","28","2","-21","17","1.2","0.07","40","6290","0.16","63.7","4.3","15.3","25.8","4.9","11178",,,,,"315",,,,,"34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-03",,"0","26","3","8","9","3.7","1.19","44","7499","2.06","57.0","8.6","26.0","33.6","18.4","14154",,,,,"315",,,,,"25.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-04",,"17","0","0","15","0","0.8","1.27","90","8083","3.56","59.4","1.3","46.1","55.8","36.4","14412",,,,,"270",,,,,"45.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-05",,"68","0","0","33","0","0.0","1.05","90","8338","4.78","55.2","0.0","58.4","68.1","48.8","15072",,,,,"315",,,,,"32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-06",,"276","0","0","49","0","0.0","0.49","97","8359","1.27","73.3","0.0","71.2","81.4","61.0","20484",,,,,"180",,,,,"30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-07",,"594","0","0","51","0","0.0","1.08","95","3","3.67","82.1","0.0","75.2","86.3","64.1","23274",,,,,"225",,,,,"40.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-08",,"814","0","0","50","0","0.0","1.10","94","9","2.19","72.4","0.0","71.9","82.6","61.2","18948",,,,,"225",,,,,"31.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-09",,"894","0","0","36","0","0.0","0.55","89","204","3.20","59.8","0.0","61.2","71.1","51.2","13452",,,,,"225",,,,,"36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-10",,"898","0","0","30","0","0.0","1.43","85","686","4.97","48.7","0.0","49.6","58.1","41.1","10092",,,,,"315",,,,,"38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-11",,"898","5","1","3","5","5.0","1.28","53","1655","3.82","27.7","6.3","32.7","39.5","25.9","4764",,,,,"315",,,,,"42.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1970-12",,"898","21","2","-13","4","1.4","0.11","52","3105","0.44","35.4","5.6","18.2","26.5","9.9","5826",,,,,"315",,,,,"34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-01",,"0","31","8","-18","13","3.9","0.24","35","4919","1.22","52.4","20.0","6.5","14.7","-1.7","8988",,,,,"315",,,,,"36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-02",,"0","28","6","-23","20","4.4","0.53","42","6262","1.74","49.3","13.9","17.0","25.0","9.0","8598",,,,,"315",,,,,"42.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-03",,"0","27","3","3","6","3.5","0.50","67","7408","1.22","51.8","7.0","28.0","35.2","20.8","11520",,,,,"315",,,,,"32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-04",,"1","2","1","17","1","1.3","0.46","79","7951","1.11","70.5","1.9","47.0","58.9","35.0","17100",,,,,"315",,,,,"36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-05",,"6","0","0","32","0","0.2","1.16","84","8253","3.14","69.3","0.2","55.4","67.0","43.8","19068",,,,,"90",,,,,"25.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-06",,"220","0","0","50","0","0.0","0.73","96","8273","3.52","67.2","0.0","71.5","81.3","61.7","18804",,,,,"135",,,,,"32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-07",,"355","0","0","47","0","0.0","2.39","90","17","3.94","80.2","0.0","68.8","79.8","57.8","22668",,,,,"45",,,,,"33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-08",,"519","0","0","44","0","0.0","1.19","97","42","1.78","77.9","0.0","69.5","81.6","57.5","20406",,,,,"135",,,,,"29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-09",,"620","0","0","34","0","0.0","0.92","94","209","2.74","63.5","0.0","62.8","73.3","52.3","14466",,,,,"225",,,,,"34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-10",,"623","0","0","29","0","0.0","2.22","76","632","5.69","45.9","0.0","51.4","60.3","42.5","9492",,,,,"225",,,,,"42.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-11",,"623","8","4","8","7","4.1","0.72","57","1601","2.67","33.1","13.4","32.7","39.2","26.2","5754",,,,,"315",,,,,"34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1971-12",,"623","31","3","-10","11","6.0","0.33","35","3046","0.70","24.5","12.8","18.4","25.6","11.1","4020",,,,,"315",,,,,"32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-01",,"0","31","3","-29","16","6.0","0.39","37","4891","0.85","61.3","12.2","5.5","15.0","-4.0","10518",,,,,"270",,,,,"38.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-02",,"0","29","2","-24","16","3.8","0.29","37","6472","0.49","59.9","7.7","10.5","19.8","1.1","10926",,,,,"270",,,,,"29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-03",,"0","20","4","-11","19","3.7","0.41","53","7668","1.25","70.7","10.4","26.4","34.5","18.3","15612",,,,,"270",,,,,"34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-04",,"0","1","2","18","2","4.8","0.71","77","8360","1.69","49.9","8.0","41.9","50.9","32.9","12090",,,,,"225",,,,,"34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-05",,"93","0","0","34","0","0.0","0.59","90","8570","2.18","58.4","0.0","61.2","72.2","50.3","16182",,,,,"225",,,,,"28.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-06",,"200","0","0","41","0","0.0","1.03","92","8645","3.31","75.3","0.0","66.0","78.3","53.7","21066",,,,,"225",,,,,"36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-07",,"343","0","0","43","0","0.0","1.57","91","35","5.11","65.7","0.0","68.5","78.0","59.0","18594",,,,,"315",,,,,"30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-08",,"545","0","0","45","0","0.0","0.84","97","88","2.48","61.6","0.0","69.8","79.2","60.4","16176",,,,,"225",,,,,"32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-09",,"557","0","0","28","0","0.0","0.60","83","313","1.96","50.7","0.0","57.9","68.1","47.7","11484",,,,,"225",,,,,"38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-10",,"557","0","0","15","0","0.0","0.62","73","973","1.76","45.0","0.0","43.7","52.6","34.9","9228",,,,"315","315",,,,"43.6","33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-11",,"557","0","0","13","0","0.9","0.70","58","1956","1.11","13.7","1.1","32.2","37.3","27.1","2280",,,,"180","180",,,,"36.7","25.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1972-12",,"557","31","5","-20","5","4.5","0.80","40","3623","1.57","29.4","15.3","11.2","18.5","4.0","4848",,,,"45","45",,,,"41.4","36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-01",,"0","31","2","-20","8","6.9","0.61","46","5101","0.92","53.0","11.6","17.3","26.0","8.7","9084",,,,"360","225",,,,"35.6","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-02",,"0","28","3","-12","9","3.9","0.35","43","6317","0.84","48.5","11.3","21.6","28.9","14.2","8400",,,,"180","180",,,,"39.1","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-03",,"0","5","0","20","5","0.4","0.36","64","7087","1.12","42.6","0.4","40.2","47.1","33.3","9564",,,,"90","90",,,,"34.4","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-04",,"0","2","1","23","2","1.7","0.68","75","7708","2.33","52.6","2.0","44.3","53.6","35.1","12834",,,,"225","45",,,,"57.5","44.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-05",,"4","0","0","32","0","0.0","0.74","83","8015","2.48","49.2","0.0","55.2","65.4","45.0","13662",,,,"45","45",,,,"46.1","36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-06",,"155","0","0","47","0","0.0","0.46","98","8030","1.06","70.1","0.0","69.5","81.0","58.0","19626",,,,"135","135",,,,"54.1","38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-07",,"429","0","0","53","0","0.0","1.03","95","1","2.91","77.3","0.0","73.8","83.9","63.6","21924",,,,"225","225",,,,"42.5","36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-08",,"692","0","0","55","0","0.0","1.10","93","4","3.05","71.0","0.0","73.4","82.4","64.4","18690",,,,"225","225",,,,"35.6","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-09",,"737","0","0","35","0","0.0","1.02","85","197","2.08","57.7","0.0","60.1","68.8","51.3","13092",,,,"180","135",,,,"36.7","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-10",,"744","0","0","30","0","0.0","0.82","76","551","1.29","54.5","0.0","53.8","63.3","44.3","11100",,,,"225","225",,,,"50.6","34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-11",,"744","0","0","14","0","0.1","1.64","63","1473","1.97","44.9","0.1","34.2","42.0","26.5","7806",,,,"315","225",,,,"34.4","25.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1973-12",,"744","27","8","-24","9","3.2","0.20","40","2972","1.10","47.0","17.9","16.7","23.1","10.2","7710",,,,"360","225",,,,"39.1","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-01",,"0","31","1","-30","9","1.1","0.11","41","4617","0.17","60.4","2.5","11.9","20.7","3.1","10344",,,,"315","315",,,,"39.1","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-02",,"0","28","5","-20","18","4.0","0.18","40","5966","1.07","62.8","15.8","16.8","26.3","7.4","11034",,,,"315","315",,,,"44.7","31.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-03",,"0","9","4","-7","5","2.8","0.32","54","7065","1.00","51.2","7.7","29.5","37.7","21.3","11268",,,,"315","315",,,,"39.1","28.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-04",,"4","4","2","22","7","5.9","0.84","83","7607","2.42","56.2","7.3","47.1","57.4","36.8","13710",,,,"180","225",,,,"46.1","38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-05",,"21","0","0","27","0","0.0","0.79","84","7953","2.08","47.6","0.0","54.4","64.2","44.5","13152",,,,"270","270",,,,"44.7","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-06",,"111","0","0","41","0","0.0","1.59","88","8026","5.21","69.1","0.0","65.5","76.3","54.7","19368",,,,"45","360",,,,"65.5","49.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-07",,"471","0","0","53","0","0.0","0.34","101","0","1.14","75.9","0.0","76.6","87.7","65.5","21360",,,,"315","315",,,,"51.7","40.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-08",,"593","0","0","40","0","0.0","1.07","90","50","2.75","72.7","0.0","67.3","77.6","57.0","18990",,,,"45","270",,,,"36.7","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-09",,"599","0","0","26","0","0.0","0.22","85","346","0.58","62.4","0.0","55.3","67.2","43.4","14004",,,,,"315",,,,,"29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-10",,"599","0","0","22","0","0.0","0.48","83","819","1.69","58.1","0.0","49.7","60.6","38.9","11904",,,,"225","225",,,,"40.3","34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-11",,"599","1","1","14","1","1.0","0.23","62","1759","0.65","37.0","1.2","33.7","40.3","27.0","6420",,,,"315","315",,,,"34.4","28.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1974-12",,"599","14","2","1","3","2.1","0.13","44","3019","0.35","53.8","6.1","24.4","30.9","17.8","8844",,,,"360","360",,,,"38.0","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-01",,"0","29","10","-14","16","5.0","1.13","35","4586","2.82","47.5","27.3","14.4","23.3","5.6","8250",,,,"270","360",,,,"46.1","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-02",,"0","28","3","-22","19","3.6","0.29","36","5971","0.79","49.7","9.1","15.5","23.1","7.9","8766",,,,"315","315",,,,"44.7","36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-03",,"0","31","6","-8","17","4.1","0.60","42","7302","1.67","57.5","18.3","22.1","29.6","14.5","12636",,,,"90","90",,,,"44.7","38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-04",,"0","13","1","9","10","1.7","2.22","60","8084","5.40","50.1","2.2","38.9","45.6","32.2","12120",,,,"135","135",,,,"42.5","34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-05",,"64","0","0","33","0","0.0","1.56","91","8277","3.81","67.6","0.0","60.9","71.7","50.1","18696",,,,"225","225",,,,"56.4","40.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-06",,"218","0","0","43","0","0.0","2.58","90","8318","7.99","64.1","0.0","68.8","77.6","59.9","17934",,,,"315","315",,,,"57.5","45.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-07",,"583","0","0","49","0","0.0","0.30","98","15","0.58","84.5","0.0","76.2","86.9","65.6","23910",,,,"315","315",,,,"62.2","50.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-08",,"798","0","0","50","0","0.0","2.03","91","23","4.93","61.2","0.0","71.7","81.1","62.3","16098",,,,"270","225",,,,"41.4","28.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-09",,"815","0","0","35","0","0.0","0.28","85","260","1.31","56.3","0.0","57.7","67.8","47.6","12738",,,,"225","225",,,,"36.7","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-10",,"830","0","0","25","0","0.0","0.15","87","654","0.27","66.9","0.0","52.8","64.8","40.8","13752",,,,"180","180",,,,"40.3","34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-11",,"830","10","4","7","7","8.0","2.01","74","1480","4.80","50.9","16.2","37.5","46.9","28.0","8880",,,,"45","360",,,,"46.1","34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1975-12",,"830","31","3","-13","6","2.6","0.48","45","2835","0.79","27.0","5.6","21.3","28.1","14.5","4464",,,,"360","360",,,,"36.7","27.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-01",,"0","31","5","-18","11","4.0","0.23","41","4491","0.87","40.9","12.8","11.6","21.7","1.5","7020",,,,"315","315",,,,"43.6","36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-02",,"0","20","2","-11","10","3.4","0.18","58","5572","0.59","59.8","5.1","27.7","36.6","18.9","10920",,,,"360","360",,,,"41.4","36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-03",,"0","18","4","-3","10","5.2","0.54","65","6613","2.83","49.4","13.7","31.4","41.1","21.7","11016",,,,"360","360",,,,"48.3","36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-04",,"14","0","0","26","0","0.0","0.47","83","7023","0.80","65.1","0.0","51.8","63.9","39.7","15786",,,,"135","180",,,,"48.3","34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-05",,"26","0","1","32","0","1.2","0.65","85","7226","1.13","74.6","1.2","58.9","70.9","46.8","20562",,,,"225","315",,,,"43.6","32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-06",,"241","0","0","47","0","0.0","1.45","95","7239","3.86","83.0","0.0","71.7","83.7","59.7","23250",,,,"315","180",,,,"43.6","34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-07",,"584","0","0","52","0","0.0","0.76","100","0","2.45","87.2","0.0","76.1","88.2","64.0","24726",,,,"315","315",,,,"34.4","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-08",,"846","0","0","48","0","0.0","0.65","98","6","1.39","84.5","0.0","73.3","85.4","61.2","22080",,,,"270","225",,,,"41.4","32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-09",,"915","0","0","34","0","0.0","0.52","98","172","1.43","79.7","0.0","61.8","74.3","49.2","17964",,,,"180","360",,,,"34.4","33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-10",,"922","0","1","16","0","1.3","0.22","86","812","0.50","61.6","2.3","44.6","55.1","34.0","12654",,,,"270","225",,,,"46.1","31.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-11",,"922","0","0","-6","0","0.7","0.09","61","1914","0.17","61.6","1.5","28.3","37.5","19.1","10644",,,,"315","315",,,,"43.6","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1976-12",,"922","18","3","-23","4","2.2","0.16","44","3509","0.51","54.6","8.3","13.5","23.6","3.5","8958",,,,"315","315",,,,"42.5","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-01",,"0","31","4","-32","11","4.0","0.22","33","5516","0.66","59.4","13.5","0.3","10.3","-9.8","9666",,,,"315","315",,,,"42.5","36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-02",,"0","17","1","-11","9","1.1","0.63","51","6700","0.93","67.3","1.9","22.7","31.5","13.9","11790",,,,"315","315",,,,"42.5","33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-03",,"0","10","4","8","9","6.9","0.48","68","7551","2.66","55.2","14.6","37.5","45.7","29.3","12252",,,,"225","225",,,,"40.3","32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-04",,"11","0","1","20","0","1.7","0.32","88","7923","1.85","71.5","1.8","53.0","64.1","41.8","17496",,,,"45","45",,,,"36.7","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-05",,"149","0","0","40","0","0.0","1.09","89","8002","2.87","75.2","0.0","66.9","78.7","55.2","20724",,,,"225","315",,,,"46.1","38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-06",,"270","0","0","49","0","0.0","0.92","92","8021","3.57","67.2","0.0","68.4","78.3","58.5","18798",,,,"158","180",,,,"52.8","38.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-07",,"574","0","0","54","0","0.0","1.34","100","0","3.72","69.9","0.0","74.8","84.9","64.7","19842",,,,"135","315",,,,"38.0","28.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-08",,"648","0","0","41","0","0.0","7.28","89","38","9.31","57.7","0.0","66.1","76.6","55.6","15162",,,,"315","180",,,,"35.6","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-09",,"666","0","0","41","0","0.0","1.20","85","191","4.44","44.5","0.0","60.5","69.0","52.0","10182",,,,"225","225",,,,"50.6","33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-10",,"666","0","1","28","0","2.5","0.88","72","747","2.35","48.9","3.0","47.1","57.2","37.0","10032",,,,"315","270",,,,"43.6","31.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-11",,"666","9","4","-16","9","4.1","0.26","61","1772","1.43","30.5","11.7","30.8","38.9","22.7","5316",,,,"225","270",,,,"55.3","40.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1977-12",,"666","19","3","-18","9","7.2","0.45","41","3340","1.15","29.8","14.2","14.4","20.9","7.9","4920",,,,"315","315",,,,"35.6","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-01",,"0","31","3","-18","8","1.9","0.10","31","5185","0.39","68.7","6.9","5.5","14.4","-3.4","11814",,,,"315","315",,,,"42.5","32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-02",,"0","28","1","-15","9","1.5","0.10","37","6680","0.24","61.1","4.6","11.6","20.7","2.5","10782",,,,"315","315",,,,"38.0","31.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-03",,"0","20","2","-11","13","3.7","0.45","71","7767","0.79","73.0","8.5","29.9","39.1","20.7","16308",,,,"315","315",,,,"44.7","34.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-04",,"0","0","1","28","0","1.0","0.67","72","8361","3.64","48.8","1.9","45.2","54.1","36.3","11952",,,,"270","270",,,,"50.6","38.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-05",,"70","0","0","29","0","0.0","2.17","96","8530","3.79","71.4","0.0","61.8","72.9","50.7","19698",,,,"225","225",,,,"48.3","33.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-06",,"204","0","0","39","0","0.0","2.88","93","8580","7.09","66.9","0.0","67.8","78.2","57.4","18726",,,,"315","225",,,,"51.7","34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-07",,"399","0","0","50","0","0.0","0.75","92","6","3.19","69.9","0.0","71.1","80.4","61.8","19110",,,,"225","225",,,,"41.4","27.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-08",,"628","0","0","48","0","0.0","2.80","96","13","5.76","76.6","0.0","72.2","83.2","61.2","20106",,,,"225","225",,,,"46.1","36.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-09",,"790","0","0","39","0","0.0","1.59","96","106","2.48","73.3","0.0","67.3","78.2","56.4","16566",,,,"225","225",,,,"39.1","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-10",,"790","0","0","26","0","0.0","0.11","78","577","0.19","60.4","0.0","49.8","60.1","39.5","12240",,,,"180","180",,,,"34.4","27.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-11",,"790","15","4","1","8","8.3","0.73","74","1553","1.84","35.0","16.5","32.5","40.9","24.0","6186",,,,"270","225",,,,"41.4","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1978-12",,"790","31","4","-15","12","4.9","0.33","38","3099","0.88","41.9","15.1","15.1","23.5","6.8","6912",,,,"135","270",,,,"38.0","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-01",,"0","31","5","-28","21","3.9","0.30","26","5015","1.09","70.5","14.3","3.2","11.4","-5.0","12078",,,,"315","315",,,,"34.4","21.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-02",,"0","28","3","-27","24","4.2","0.53","38","6556","1.39","64.7","13.5","10.0","19.3","0.7","11358",,,,"315","225",,,,"33.3","23.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-03",,"0","22","4","-3","22","2.9","0.58","45","7677","2.55","37.2","8.5","28.8","35.6","22.1","8238",,,,"45","45",,,,"47.2","36.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-04",,"0","1","0","10","1","0.5","0.17","78","8308","0.66","51.8","0.7","44.0","53.2","34.7","12594",,,,"315","315",,,,"55.3","38.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-05",,"16","0","0","31","0","0.0","0.93","91","8620","4.56","56.8","0.0","55.5","66.8","44.2","15762",,,,"225","225",,,,"52.8","34.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-06",,"125","0","0","41","0","0.0","1.12","95","8661","4.78","57.8","0.0","67.3","78.0","56.6","16188",,,,"225","225",,,,"56.4","36.9"
